video_name,caption,emotion
50765598.mp4,"So these experiences show how interpretation of vocalizations can depend on cultural expectations, which can lead to misunderstandings.",Neutral
60141054.mp4,"In the Deaf speech category, there is a range within intelligible and grunts, but what does ""grun,""  really mean within the cultural context?",Neutral
60172913.mp4,The grunt itself is a deep gruntal sound almost like a pig sound in the throat.,Neutral
60265153.mp4,People who grunt tend to be people who work in heavy lifting environments that don't require high working skills. The grunt sound is often associated with that kind of work and that group of people.,Neutral
60484391.mp4,Grunts aren't exactly acceptable in the hearing community.,Neutral
60523983.mp4,"Except in some situations, like at the gym where there are people working out, and it's expected that when people are lifting heavy weights, for example, that grunts are reasonaly acceptable there.",Positive
60611414.mp4,Specific places allow grunting but in general everyday grunts are not really accepted.,Neutral
60616430.mp4,You have to imagine how many meanings a grunt has.,Neutral
63826969.mp4,"For example, Bauhman shared his locker room experience.",Positive
63931706.mp4,"After working out and playing he went into the locker room to change clothes and next to the room there was a hallway. He heard two deaf people grunting. As if they were having a conversation, and grunting back and forth.",Neutral
64008821.mp4,If a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. That kind of sound makes you wonder.,Negative
64570450.mp4,"If you were curious and walked by you would see two deaf professionals, one a teacher and the other a manager. They were discussing politics and having a deep dialogue and the signing was so in depth. But the grunt sound and the vocals sounded like an animal fight.",Neutral
64607883.mp4,"Imagine if you didn't know the meaning of signs and you saw those men and heard the grunt sounds, you would probably run and call the cops because you thought the two men were fighting.",Negative
64659589.mp4,"That kind of sound has a different meaning. What happens in situations with grants is that there can be many different cultural situations where there are uncontrollable voices, voice excess or grunts, and it's not acceptable. It really blocks your communication process.",Negative
65404696.mp4,"For example, in professional tennis, grunts happen very often.",Neutral
65543173.mp4,"Some professional tennis players like Sharpova and Nadal back and long ago, Seles and Contro, many different tennis professionals tend to use vocal grunts.",Positive
52731827.mp4,"Each time they hit the ball, the players grunt, it happens often throughout the game.",Neutral
52912918.mp4,The point is that the international tennis federation recently considered establishing a uniform code of conduct that states grunting is not allowed.,Neutral
53100969.mp4,If the code is adopted then the judges would have the right to remove a player from the game if they grunt.,Neutral
53134152.mp4,Wow and it's trickiling down from the international pro level to the local level; there was a 9-year-old girl in Australia who was thrown out of her tennis club...,Positive
53472846.mp4,"Occasionally she would grunt during her games, and a member is not allowed to do that anymore, so she was kicked out.",Neutral
53525420.mp4,Wow now suppose the grunt itself is related to excess vocalization.,Positive
53613120.mp4,"Screaming for example is set up in culture based on a range of what's an acceptable scream. If you go beyond that range, basically, the scream becomes excessive.",Negative
53649420.mp4,For example Howard Dean ran for President as a Democrat candidate in the 2004 Iowa Caucus.,Neutral
53748459.mp4,He placed third in the election but was willing to give his speech that he prepared to win the Caucus. So as he was presenting his voice was building up and he started screaming.,Positive
53784331.mp4,The presenter's scream was a little bit over the normal range to the point where people were staring and shocked and wanted him to stop.,Negative
53819100.mp4,"Once the news got a hold of the scream speech, his career and the possiblility of him becoming president went downhill. It was over from that one scream situation.",Negative
53869368.mp4,"People can't imagine how, if a person who can't control his voice, how he would run the country. So automatically people can't accept him as president just by his voice. That is an example of excessive voice in comparison to grunts.",Neutral
53900308.mp4,So those experiences already have a set meaning especially for the deaf.,Neutral
53931043.mp4,There are many implications associated with deaf experiences and trying to make accommodations. Often people will hear a deaf person and criticize them and think there's something wrong until they find out the person is deaf and then the situation is excused. But there is still that initial rude stare because people aren't making that connection between what they hear and the deaf person.,Negative
54119951.mp4,"There's even a specific way to laugh. Laughter has a cultural range already set up and if the laugh goes beyond the acceptable range, people will cover their mouths to try to control or muffle the laugh.",Positive
54279358.mp4,"The point is that there is excessive voice and people often comment on how deaf people laugh. They's say ""you know deaf people laugh differently"" Well what does that mean? Laughing itself is natural. If there's a funny situation you laugh and enjoy laughing, ae you supposed to control it?",Positive
54316179.mp4,Other cultures have controlled laughing. They have their own acceptable range that you shouldn't go beyond. It's good to stay within the range.,Positive
54349951.mp4,"So that comment about how deaf people laugh, well laughing can be taught.",Positive
54421339.mp4,Benard Bragg explained his experience in class.,Neutral
54486267.mp4,"A while back there was a teacher who had a class and taught students how to laugh.The name of the book was  ""A List of How to Laugh."" The book showed real cultrual ideas of appropriate ranges of laughter. This was conntected to vocal usage from speaking to laughter.",Positive
44113112.mp4,The control of sounds has different areas of rules. The place with quiet expectations. The place with permission to be loud.,Neutral
44228720.mp4,"The areas where there is an expectation of quiet are like a library, church, movie theater.",Positive
44284092.mp4,"When Deaf people enter a church, everything is quiet. So once when a Deaf person got a bible, he didn't realize that as he continued reading the book while turning the pages, the book made rustling noises as the pages turned.",Neutral
44330197.mp4,"The person next to the Deaf person pushed their elbow into the Deaf person and said, ""Shh."" The Deaf person was astonished and realized that the book had made some noises, so he decided to shut the book and put it back.",Positive
44569817.mp4,"The Deaf person didn't realize, so the hearing person explained, ""you rustle the book, it's too noisy, you need to turn the pages slowly."" So he learned the lesson.",Neutral
44644002.mp4,"Another time when attending the movie theatre, he ate kernels of popcorn pretty loudly.",Positive
44690388.mp4,"The person next to him nudged the Deaf person with an elbow and said  ""Shh""  and pointed out popcorn. The deaf person realized and learned.",Neutral
44880490.mp4,Sometimes Deaf people share and exchange stories about what they have learned about noises. So they will be careful with subsequent situations.,Positive
45403603.mp4,"When they go to places where noises are permitted, like football and basketball games—the sites where the fans would be yelling to cheer, Deaf people assume that they are free to make noises, so they join them by yelling and cheering.",Positive
45678110.mp4,"But, it's not precisely permitted since those places have their own hearing culture of expectations in the voice range.",Neutral
45728511.mp4,There's a limited voice range. That's Dean's problem: he often goes over that range.,Negative
45846594.mp4,"Deaf people scream and if it goes over the spectrum, people would notice it.",Negative
45881614.mp4,Some CODAs shared their experience of an embarrassing moment.,Neutral
45934001.mp4,"One had an experience playing football on the field. A CODA football player was running while holding a football as he was gaining yards, while fans were yelling from the grandstand, but it was enough for the player to hear his parents' voice all the way from the grandstand.",Neutral
46070993.mp4,He was shocked that he could hear his parents' voice out of all fans in the grandstand,Neutral
46272693.mp4,"So it was wow. There are places that loud voices are permitted but you have to experiment enough on the voice range itself. Some areas are quiet, oh.",Positive
46361389.mp4,There are many different experiences reported by various testimonies.,Neutral
46495880.mp4,It shows us how hard it is for us to handle the voice range since the expectations are already culturally settled on what is acceptable and what is not.,Neutral
46516761.mp4,"Or if someone goes above the acceptable range, then people will look upon that person negatively.",Neutral
46532281.mp4,So many Deaf don't realize that people look down on us that way.,Neutral
46604164.mp4,"For example, another place is the bathroom.",Neutral
46883941.mp4,"When I grew up, I always have been informed that if I need to make natural body noise like a fart, burp, etc., the only place that I can do that is in the bathroom.",Positive
47065092.mp4,So I came to view the bathroom as the safe sanctuary for making those kinds of noises.,Positive
47133137.mp4,"When I enter there, I should be feeling free.",Positive
47292363.mp4,But it's not true. People are still judging there.,Negative
47427088.mp4,It's still a necessity to control how you emit the waste properly.,Negative
47609690.mp4,"There's a cultural range, you cannot go in the bathroom and emit waste loudly. People would be horrified. You have to emit the waste gently.",Negative
47665653.mp4,That shows how many noise hangups hearing people have related to that kind of noise.,Neutral
47845629.mp4,To the point where some cultures make other noises in the background...,Neutral
47877712.mp4,"When they enter the bathroom and are ready to eliminate waste, they will turn on running water or music to cover up and drown out the bathroom noises.",Negative
47904512.mp4,I know that what happens down there is very taboo to hearing people.,Neutral
47978474.mp4,So that's how Deaf people learn.,Neutral
48119512.mp4,"Bill Ennis told a great story about ""bubbles"".",Positive
48539771.mp4,"A long time ago, when he was young, he was outside playing basketball and he needed to pee. He ran into the house, saw his mother was on the phone. He ran into the bathroom.",Neutral
48585083.mp4,"He was urinating, and he decided to play around and make bubbles on the toilet.",Positive
48629582.mp4,"He was making bubbles creatively. After that, he flushed.",Positive
48853866.mp4,"He went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. He asked her, ""What's wrong?"" She said, ""Oh, you made terrible noises.""  He was surprised about it.",Negative
49253789.mp4,"She said, ""You peed on the water, don't do that. You should pee on the bowl of the toilet and avoid water to make it less loud."" He learned from his mother that peeing on the water makes a terrible noise.",Negative
49666377.mp4,"He was around 15 years old at that time. When he found out, he was disturbed about it. Well, he was lucky, because I know others who didn't come to know about this until much later.",Neutral
49985301.mp4,"There's a story about a Deaf man who grew up in a hearing family; and the family was not so great with sign language. Every time he went to the bathroom, his parents would react to the loud noise.",Negative
50527920.mp4,"His parents tried to tell him to stop. When he came out of the bathroom, his parents would say, ""You piss like a horse.""",Negative
50685256.mp4,He wasn't sure what was it meant. He thought that it was a positive thing - that he urinated like a very healthy horse. So he was delighted by his parents' comment.,Positive
50748137.mp4,"Later, he went to the bathroom again. His mother made the same remark: ""You piss like a horse.""",Neutral
50787137.mp4,He was pleased with the remark. His parents gave up about it and left him alone.,Neutral
51252152.mp4,"He grew up, he entered college, and he met a hearing CODA woman. He started to like her, and he was around his early to mid 20's at that time.",Positive
51694177.mp4,"They went out on a date. When they got home, he went to the bathroom, and the CODA woman heard him. When he got out, she told him, ""You piss like a horse.""",Neutral
51764495.mp4,He was shocked because she used the same line as his parents when he was growing up.,Neutral
51779354.mp4,"He said, ""pissing like a horse is good."" She said, ""No! It's awful.  It's very loud.""",Neutral
51835847.mp4,"He said, ""Oh really, what is it?"" She said, ""you urinated on the toilet water, and you should switch to the surface bowl of the toilet to avoid noise."" He was embarrassed from girlfriend during that time.",Negative
52287944.mp4,He was very embarrassed.  He realized that he wasn't clear on his parents' remarks when he was growing up. He gulped hard. He changed his habits to urinate on the side of the bowl.,Negative
52344305.mp4,He married that woman and lived happily ever after.,Positive
53259686.mp4,"So, I was thinking about this.  Is the bathroom itself a safe sanucatory?  Not necessarily, because hearing people who enter the bathroom can still hear people nearby.",Positive
39918381.mp4,"If someone were to make a loud noise, they would be looked down upon as no good, having no class, and being impolite.",Negative
40013479.mp4,They made a judgment in the bathroom. Judgment is carried out in the bathroom.,Neutral
40214885.mp4,My hearing colleague here at Gallaudet University. He told me that he could identify which Deaf or hearing person in the public bathroom as they're in the stall based on how they emit the waste.,Negative
40670695.mp4,"Hearing people control the noise when emitting waste, whereas Deaf people emit waste loudly. I was like, ""Ohh.""",Negative
40782206.mp4,What does it mean if a person emits waste loudly?  There is actually a long list of cultural items that are related to the control of sound.,Negative
41237458.mp4,"If a person emits waste loudly, without controlling the noise, it shows the person isn't polite. There is a long list of implicit cultural rules that apply to the Deaf, when they, obliviously, enter the bathroom.",Negative
41262439.mp4,"When I grew up, I was told that a bathroom is a safe place. It's not true anymore.",Neutral
8394397.mp4,Mom is walking to the store.,Neutral
8394388.mp4,The friends are out together.,Positive
8394379.mp4,Father arrived home late at night.,Neutral
83943710.mp4,The kids are playing at the park.,Neutral
83943611.mp4,I swam all day at the beach.,Neutral
83943512.mp4,The friends dye their hair many colors together.,Positive
83943413.mp4,Mother cleans the kitchen.,Neutral
83943314.mp4,The friends go out camping.,Positive
83943215.mp4,A boy is feeding the fire.,Negative
83943116.mp4,The family adopted small puppies.,Neutral
83943017.mp4,Did mom already walk to the store?,Neutral
83942918.mp4,Did the friends go out together?,Positive
83942919.mp4,Did Father really arrive home late at night?,Neutral
83942820.mp4,Is the kid playing in the park?,Neutral
83942721.mp4,Obama was swimming at the beach?,Neutral
83942622.mp4,Did the friends dye their whole heads together?,Positive
83942623.mp4,Did mother clean the kitchen?,Positive
83942524.mp4,Did the friends go camping?,Positive
83942425.mp4,Did the boy feed the fire?,Negative
83942326.mp4,Did the family adopt small puppies?,Neutral
83942327.mp4,Did mother already walk to the store?,Neutral
83942228.mp4,Did the roommates go out together?,Neutral
83942129.mp4,Did Father arrive home late at night?,Neutral
83942030.mp4,Are the kids playing at the park?,Neutral
83941931.mp4,Obama is swimming at the beach?,Neutral
83941832.mp4,Did the friends dye their whole heads together?,Positive
83941733.mp4,Did Mother clean the kitchen?,Positive
83941734.mp4,Did the friends go camping?,Positive
83941635.mp4,Did the boy feed the fire?,Negative
83941536.mp4,Did the family adopt the small puppies?,Neutral
83941537.mp4,Where did Mother walk to?,Neutral
83941438.mp4,Where did Mother walk to?,Neutral
83941339.mp4,Where did Mother walk to?,Neutral
83941240.mp4,Where did Mother walk to?,Neutral
83941241.mp4,Who walked to the store?,Neutral
83941142.mp4,Who walked to the store?,Neutral
83941043.mp4,What did the friend do?,Positive
83940944.mp4,What did the friend do?,Positive
83940945.mp4,Who's going out?,Neutral
83940846.mp4,Who is going out?,Neutral
83940747.mp4,Who arrived home late at night?,Neutral
83940748.mp4,Who arrived home late tonight?,Neutral
83940649.mp4,When did Father arrive home?,Neutral
83940550.mp4,When did Father arrive home?,Neutral
83940451.mp4,When did Father arrive home?,Neutral
83940452.mp4,Where are the kids playing?,Neutral
83940353.mp4,Who is playing at the park?,Neutral
83940254.mp4,Who is swimming at the beach?,Neutral
83940155.mp4,Where are the children swimming?,Neutral
83940156.mp4,Why did the friends dye their hair together?,Positive
83940057.mp4,When did mom clean the kitchen?,Positive
83939958.mp4,What did mom clean?,Positive
83939859.mp4,Who cleaned the kitchen?,Neutral
83939860.mp4,Who went camping?,Neutral
83939761.mp4,When did the friends go camping?,Positive
83939662.mp4,Where did the friends go camping?,Positive
83939663.mp4,Who is feeding the fire?,Negative
83939564.mp4,Who adopted the small puppies?,Neutral
83939465.mp4,"If mom walks to the store, she will buy milk.",Neutral
83939466.mp4,"If mom doesn't walk to the store, there won't be any milk.",Neutral
83939367.mp4,"When mom walks to the store, I let her know we need milk.",Neutral
83939268.mp4,"If my friends leave together, I will join.",Positive
83939269.mp4,"If the friends don't go out together, they will stay home and watch TV.",Positive
83939170.mp4,"When my friends go out, I'll take the time to do homework.",Positive
83939071.mp4,"If dad arrives home late, he won't know we aren't there.",Neutral
83939072.mp4,"If father doesn't come home late tonight, he can help me with my homework.",Positive
83938973.mp4,"When father arrives home late at night, mom is upset and angry.",Negative
83938874.mp4,"If father arrives home late at night, he tends to order pizza.",Neutral
83938775.mp4,"If father arrives home late tonight, mom will yell at him because he would have missed the chance to see his children before bed.",Neutral
83938776.mp4,"When father arrives home late, mother refuses to make dinner.",Neutral
83938677.mp4,"If Father arrives home late at night, he can't help us with our homework.",Neutral
83938578.mp4,"If the kids play at the park, they will be exhausted tonight.",Neutral
83938579.mp4,"If I swim at the beach, I will definitely get a sun burn.",Positive
83938480.mp4,"If I don't want to swim, I will walk along the edge of the water.",Neutral
83938381.mp4,"If I see that the beach is crowded, I won't go.",Neutral
83938282.mp4,"If the children dye their hair orange, their parents will not be happy.",Negative
83938283.mp4,"When my friend starts dying their hair, other friends will think it's cool and start joining.",Positive
83938184.mp4,"If Mother is cleaning the kitchen, we can't bake cookies today.",Neutral
83938085.mp4,"If Mom doesn't feel like cleaning the kitchen, I have to do it.",Neutral
83938086.mp4,"If I clean the kitchen, mom will give me twenty dollars.",Positive
83937987.mp4,"When I finish cleaning the kitchen, my mom will take me to a friend's house.",Neutral
83937588.mp4,"If a group of friends go camping together, I will join them.",Positive
83937589.mp4,"If Bob is successful with the fire, I will have to watch it.",Positive
83937490.mp4,"When Bob succeeds with making a fire, I will have to collect more firewood.",Neutral
839364104.mp4,"If the family doesn't adopt the puppies, my friend will.",Positive
83937391.mp4,"If the family doesn't adopt the puppies, we will buy collars for them.",Neutral
83937392.mp4,Mom is going out shopping because she needs to buy food.,Neutral
83937293.mp4,The friend is leaving now because he/she is bored.,Neutral
83937194.mp4,The friend went out to a party.,Positive
83937095.mp4,The friend is going out tomorrow.,Positive
83937096.mp4,Father arried home late beacuse he just finished his work.,Neutral
83936997.mp4,The park tends to be crowded because kids like playing there.,Positive
83936898.mp4,I prefer the beach to the lake because it has waves and the lake does not.,Neutral
83936799.mp4,My friends during my freshman year were shocked because I was bald. I was following a Gallaudet tradition.,Neutral
839367100.mp4,Mom has to clean the kitchen because soon she is having guest over for dinner.,Positive
839366101.mp4,My friend loves going out because he loves camping.,Positive
839365102.mp4,My friend is an expert at making fires because he use to be a boy scout.,Positive
839365103.mp4,My neighbor recently adopted puppies because she just had children .,Neutral
63597.mp4,My friend is driving.,Positive
63588.mp4,My friends are going out to a party together.,Positive
63579.mp4,I'm working.,Neutral
635610.mp4,My friends are going fishing.,Positive
635411.mp4,My friends are planning a surprise event.,Positive
635312.mp4,I am going to school.,Neutral
635313.mp4,My friends are travelling together.,Positive
635214.mp4,My friends are playing video games.,Positive
635115.mp4,My friends are videophoning from home.,Positive
635016.mp4,My friends tend to surf the internet on their laptops.,Positive
634917.mp4,Did my friend drive?,Positive
634818.mp4,Was my friends' party good?,Positive
634719.mp4,You have to work all night?,Neutral
634720.mp4,Was the fishing trip with friends fun?,Positive
634621.mp4,Will Bob be surprised by the surprise event?,Positive
634522.mp4,Did you graduate high school?,Neutral
634423.mp4,Have the friends traveled before?,Positive
634424.mp4,Is that videogame easy to beat?,Positive
634325.mp4,Is the video phone clear?,Positive
634226.mp4,Do your friend love surfing the internet on their laptop?,Positive
634127.mp4,Who's driving?,Neutral
634028.mp4,Where did the friends drive to?,Positive
633929.mp4,When did my friends start driving?,Positive
633830.mp4,When does the party start?,Positive
633731.mp4,What kind of party is it?,Positive
633632.mp4,When do you start work?,Neutral
633633.mp4,Why do you work all night?,Neutral
633534.mp4,Where do you work?,Neutral
633435.mp4,Who is going out fishing?,Neutral
633436.mp4,When are the friends going fishing?,Positive
633037.mp4,Who is planning to surprise Bob?,Neutral
633038.mp4,What time does the surprise party start?,Positive
632939.mp4,Where did you go to high school?,Neutral
632840.mp4,When did you graduate high school?,Neutral
632741.mp4,Why do you hate video games?,Negative
632742.mp4,Why is your group of friends travelling?,Positive
632643.mp4,When do you start travelling?,Neutral
632544.mp4,Where do you plan to travel?,Neutral
632545.mp4,Why do you have to use the video phone? Can't you text?,Neutral
632446.mp4,Where do you want the video phone?,Neutral
632347.mp4,Why is your friend addicted to surfing the internet?,Positive
632348.mp4,What are you looking at on the internet?,Neutral
632249.mp4,"If my friend drives, I will sit in the back and sleep.",Positive
632150.mp4,"If my friend is sick of driving, we will switch and I will drive.",Neutral
632051.mp4,"If my friends are going to the party, I will join.",Positive
632052.mp4,"When my friends are  leaving to go to the party, I will let my roommate know that I will be joining them.",Positive
631953.mp4,"If I arrive to work late, my boss will fire me.",Negative
631854.mp4,"When my boss calls me, everyone looks at me and they know I'm in trouble.",Negative
631755.mp4,"If my friends are going fishing, I will check the weather report to make sure it's okay.",Positive
631756.mp4,My friend caught a fish. I hurried and got a bucket and filled it with water to put the fish in to save the fish for dinner.,Positive
631657.mp4,"If my friend succesfully surprises Bob, kudos to him because it`s nearly impossible to surprise Bob!",Positive
631558.mp4,"When Bob enters the surprise party, everyone will spray silly string at him.",Positive
631559.mp4,"If I went to a public school, I will not pay attention because of the lack of communication.",Neutral
631460.mp4,"When I arrive at school, I let my mom know that I have arrived at school safely.",Positive
631361.mp4,"If my friends are traveling, I have to join them.",Positive
631362.mp4,"When I arrive at India, I have to send a letter to my parents thanking them for supporting my travels expenses.",Positive
631263.mp4,"If my friend starts to play video games, he will continue until his eyes fall out!",Positive
631164.mp4,"When my father starts to play video games, I go upstairs because it's boring to watch him play.",Positive
631165.mp4,"When a friend calls me via VP, the lights flash on and off.",Positive
631066.mp4,"When my friend starts to surf the Internet, I have to tell him to do homework.",Positive
630967.mp4,"If my friend finishes his homework early, it is guaranteed he will be surfing the Internet all night long.",Positive
630968.mp4,My friend has to drive because I am tired.,Neutral
630869.mp4,My friends get together to go out because there is a party.,Positive
630770.mp4,I went ahead and worked all night. It was an opportunity to make more money.,Positive
630771.mp4,My friend loves going fishing because he loves fresh fish for dinner.,Positive
630672.mp4,My friends got together and planned to surprise Bob for his 21st.,Positive
630573.mp4,I arrived at school late because I got into a bicycle accident.,Negative
630574.mp4,My friend loves traveling all over. His favorite place is Asia because their food is delicious.,Positive
629096.mp4,"My friend, if he has nothing to do, he will play video games all day.",Positive
630475.mp4,My friend likes to VP rather than text because he likes to communicate in ASL.,Positive
630376.mp4,My friend likes to use the Internet because he uses Google Chrome and it is fast.,Positive
630377.mp4,How much is that TV?,Neutral
630278.mp4,Who bought a car?,Neutral
630179.mp4,Who is cooking dinner?,Neutral
630180.mp4,Where did you buy the car?,Neutral
630081.mp4,Where is the grocery store?,Neutral
629982.mp4,Where are you going?,Neutral
629983.mp4,When do you finish work?,Neutral
629884.mp4,What's your job?,Neutral
629785.mp4,Where did you put the tree?,Neutral
629786.mp4,I love you because you are so good at making people laugh.,Positive
629687.mp4,Mac beats PC because Mac is good at suiting people`s needs.,Positive
629588.mp4,People aren't using records anymore because they have iPods now.,Neutral
629589.mp4,"Last night, I played basketball with friends. It was a close game and we barely beat them, 30-28.",Positive
629490.mp4,I love movies. My favorite is comedy or horror movies.,Positive
629391.mp4,My mother loves glasses because she looks cool in them.,Positive
629392.mp4,"During the winter, I tend to get sick a lot because I tend to wear flip flops.",Negative
629293.mp4,"Back in high school, my mom would wake me up every morning because I didn't feel the alarm and slept through it.",Neutral
629194.mp4,"Those kids hate the principal because if they don`t do homework, he will yell at them.",Negative
629195.mp4,"One time, I missed my morning class because I accidentally over slept.",Negative
3166098.mp4,The students obeyed and listened to the teacher.,Neutral
3166089.mp4,Bob gave roses to his girlfriend.,Neutral
31660710.mp4,Bob read a book.,Neutral
31660611.mp4,The teacher cleans the classroom.,Neutral
31660513.mp4,Father is currently mowing the lawn.,Neutral
31660414.mp4,My aunt is currently making a blueberry pie.,Neutral
31660315.mp4,I need to pay rent.,Neutral
31660117.mp4,My family always vacations every year.,Neutral
31660118.mp4,Bob has a big dog.,Neutral
31660019.mp4,Bob goes to the post office.,Neutral
31659920.mp4,The cows played on the farmland.,Positive
31659821.mp4,Horses played on the farmland.,Positive
31659722.mp4,The clothes are on sale.,Neutral
31659623.mp4,Friends are going to watch at the movie theater.,Positive
31659624.mp4,Now I am introducing a new friend.,Positive
31659525.mp4,Why don`t you ask him for directions?,Neutral
31659426.mp4,I tend to commute to and from work by bicycle.,Neutral
31659328.mp4,Friends are going to sunbathe at the beach.,Positive
31659229.mp4,Friends are playing Frisbee.,Positive
31659130.mp4,I invited a friend to go to a BBQ.,Positive
31659131.mp4,I invited a friend to go to a BBQ.,Positive
31659032.mp4,My sister is going tubing.,Neutral
31658933.mp4,My friend wants to buy a plaid shirt.,Positive
31658834.mp4,I need to buy shorts.,Neutral
31658835.mp4,My sister wants a headband for her birthday.,Neutral
31658736.mp4,"The bride and groom danced their last dance, completing the wedding.",Neutral
31658637.mp4,I enjoyed talking to Donna and Jessica.,Positive
31658538.mp4,"Soon, I am moving to San Diego, California.",Neutral
31658539.mp4,Your friend is passed out!,Positive
31658440.mp4,I was shitfaced drunk last night.,Negative
31658342.mp4,My friend hosted a pizza dinner.,Positive
31658243.mp4,Did Bob send the letter?,Neutral
31658144.mp4,Did the students actually obey and listen to the teacher?,Neutral
31658045.mp4,Did Bob give someone roses?,Neutral
31657946.mp4,Does Bob like reading books?,Positive
31657947.mp4,Has the teacher cleaned the classroom yet?,Neutral
31657749.mp4,Did Father start mowing the lawn?,Neutral
31657651.mp4,"I haven't yet paid the rent, I don't yet know what I should I do.",Neutral
31657552.mp4,Did I pay the rent?,Neutral
31657454.mp4,Does your family usually vacation every year?,Neutral
31657355.mp4,Does Bob have a big dog?,Neutral
31657256.mp4,Has Bob arrived at the post office?,Neutral
31657157.mp4,Are there only horses playing on the farmland?,Neutral
31657158.mp4,Are the clothes really on sale?,Neutral
31657059.mp4,Did your friends watch a movie at the theater?,Positive
31656960.mp4,Have you met my new friend?,Positive
31656961.mp4,Do you know where to go?,Neutral
31656862.mp4,Do you tend to commute to and from work by bicycle?,Neutral
31656763.mp4,Do you like fireworks?,Positive
31656764.mp4,Is sunbathing healthy?,Positive
31656665.mp4,Is Frisbee fun?,Positive
31656566.mp4,Should I go ahead and host a BBQ?,Neutral
31656467.mp4,Does your sister like water tubing?,Positive
31656369.mp4,Should I buy shorts?,Neutral
31656270.mp4,Does my sister want a headband for her birthday?,Neutral
31656271.mp4,Do the bride and groom like their wedding?,Positive
31656172.mp4,Do you tend to talk with Donna and Jessica?,Neutral
31656073.mp4,Have you moved to San Diego?,Neutral
31655974.mp4,Do you think your friend is passed out?,Positive
31655975.mp4,Was I shitfaced drunk last night?,Negative
31655876.mp4,Will you host a pizza party?,Positive
31655679.mp4,Students must obey and listen to the teacher because the teacher is in charge.,Neutral
31655580.mp4,Bob gave his wife roses because it is their anniversary today.,Neutral
31655482.mp4,The teacher cleans the classroom everyday because he wants it clean for his students.,Positive
31655383.mp4,Mother is sick because she just took care of her ill friend.,Neutral
31655284.mp4,Father must mow the lawn because he will host a BBQ soon.,Neutral
31655285.mp4,My aunt is good at making blueberry pies because she grew up making them.,Positive
31654989.mp4,Bob has a big dog because he loves wrestling with them.,Positive
31654890.mp4,Bob needs to go to the post office because he needs stamps.,Neutral
31654791.mp4,Horses play on the farmland because they are too old to race.,Positive
31654792.mp4,The clothes are on sale because they were too expensive.,Neutral
31654693.mp4,Friends went to the movie theater because Harry Potter Part 7 just released.,Positive
31654594.mp4,I introduced my new friend because he approached us.,Positive
96483105.mp4,Who found the key?,Neutral
18264166.mp4,"The car Jack bought yesterday, what kind was it?",Positive
90379261.mp4,Who arrived late?,Neutral
40351306.mp4,Who loves Bill?,Positive
19055395.mp4,Did Bill move to New York?,Neutral
23644440.mp4,How many children does Phil have?,Neutral
26852527.mp4,Does Jack have money?,Neutral
70351614.mp4,When Jack was standing outside did he see something/someone weird?,Neutral
60768715.mp4,Who won the lottery?,Positive
60066759.mp4,Does the game end at six?,Neutral
53064804.mp4,The dog that was chasing the cat is not my dog.,Neutral
519141040.mp4,The sushi I ate tasted weird. I hope it`s not spoiled.,Neutral
65713197.mp4,I think the man caught breaking and entering a house in Newton is the same man responsible for the break-ins in Brookline.,Neutral
72115217.mp4,The coat you just bought looks warm!,Neutral
50011306.mp4,Who was kicked out of the plane? Alec Baldwin.,Neutral
72003359.mp4,The people I met last night were really interesting!,Positive
67286446.mp4,My brother found a bracelet that is real gold!,Neutral
98492765.mp4,Netflix sent me a DVD but it was scratched.,Neutral
71361818.mp4,"The guy who hit the parked car at the red light was talking on the phone, I think",Neutral
8400279.mp4,The second part of this article is titled Sensory Orientation.,Neutral
18337728.mp4,"The previous issue in DESDJ volume one number one, focused on visual feeling specifically the tactile orientation.",Positive
18344650.mp4,Now as we move on to the next topic we will talk specifically about the audio vocal orientation.,Neutral
18436683.mp4,"There are two different orientation paths, they are based on what?",Neutral
18455093.mp4,They are basically based on the idea of how human language is expressed.,Neutral
18462814.mp4,It can be expressed through speech or through sign language.,Neutral
18609233.mp4,"However, when the speech is used, they also use the gestures. It goes the same with sign language using the voice in their language.",Neutral
18626145.mp4,The idea is basically how the two modalities are different based on their primary message system and how people express them.,Neutral
18640471.mp4,The idea of the primary system for both spoken and sign language is set in their own ways.,Neutral
18755378.mp4,The set up of the two categories was based on Edward Hall's analysis from the idea he presented years ago.,Neutral
18780843.mp4,"In 1982, Edward Hall wrote about it, as he quoted.",Neutral
18849720.mp4,People from different cultures don't just speak different languages.,Neutral
18858050.mp4,"However, more importantly, they also live in a different sensory world.",Positive
18903628.mp4,His idea was the basis for different cultures and their ways to interpret or give meaning to different sensory experiences.,Neutral
18953718.mp4,Now I would like to focus on audio vocal orientation. They are based on how the specfifc culture...,Positive
19052702.mp4,Most of it is focused on American culture and how people interpret or give meaning to different noises and voices.,Positive
19160824.mp4,"Now, on a related topic, how do the deaf people's experiences were included in that world?",Neutral
19172155.mp4,And how they coped and navigated through the world and the feedbacks they received from others.,Neutral
19186446.mp4,Many different experiences with discovering the meanings of them.,Neutral
19209761.mp4,They will start to have the understanding by learning through experiences. We often use the Deaf people's experience through narratives to discuss the understanding of the American culture.,Neutral
19228641.mp4,"The testimonies as well. It's becoming to be like a bricolage, but we collect and organize the deaf experiences instead.",Neutral
