video_name,Source collection,caption
5597513.mp4,Rachel_2011-12-08_sc45,"""I suggest that you don`t fly with American Airlines because their plane tickets are expensive.""  ""No. Well, yes, they are probably expensive but if they are really expensive, I`m stuck because they are the only one with a direct flight from Boston to Miami."""
5597414.mp4,Rachel_2011-12-08_sc45,"“Don`t eat cookies with butter.” “Well, I like cookies, but if they have butter, I still don`t care.”"
5597315.mp4,Rachel_2011-12-08_sc45,"You'll see Mary at the party. Would you tell her to call me?"" ""I doubt that I'll be going out but if I see her I will tell her to call you."""
5597316.mp4,Rachel_2011-12-08_sc45,Someone bought the car. Who was it?
5597217.mp4,Rachel_2011-12-08_sc45,Who bought the car?
5597118.mp4,Rachel_2011-12-08_sc45,Who found my keys?
5597019.mp4,Rachel_2011-12-08_sc45,Does the party tonight start at 8 or 9?
5596920.mp4,Rachel_2011-12-08_sc45,You look like you don't feel good. Are you okay - what's wrong?
5596921.mp4,Rachel_2011-12-08_sc45,What kind of car did you buy yesterday?
5596822.mp4,Rachel_2011-12-08_sc45,Who arrived late?
5596723.mp4,Rachel_2011-12-08_sc45,Which college does Mary go to?
5596624.mp4,Rachel_2011-12-08_sc45,Who loves Bill?
5596525.mp4,Rachel_2011-12-08_sc45,Is Bill planning on moving to New York?
5596426.mp4,Rachel_2011-12-08_sc45,Do you like Boston?
5596327.mp4,Rachel_2011-12-08_sc45,Where did Sue move?
5596228.mp4,Rachel_2011-12-08_sc45,Why is dad upset? I have no idea...
5596229.mp4,Rachel_2011-12-08_sc45,Who is Liz's famous sister?
5596130.mp4,Rachel_2011-12-08_sc45,How many children does Phil have?
5596031.mp4,Rachel_2011-12-08_sc45,Did Jack and Sue already meet?
5595932.mp4,Rachel_2011-12-08_sc45,Does Jack have money?
5595933.mp4,Rachel_2011-12-08_sc45,"When Jack went out, did he see something strange?"
5595834.mp4,Rachel_2011-12-08_sc45,Did someone win the lottery?
5595735.mp4,Rachel_2011-12-08_sc45,Would the game finish before six?
5595636.mp4,Rachel_2011-12-08_sc45,Are Jen and Joe married?
154117.mp4,Rachel_2011-12-08_sc44,"""Did your roommate get arrested last night?"" ""No, I was at breakfast this morning he/she was fine."""
154108.mp4,Rachel_2011-12-08_sc44,"""Today I went out and the weather was lousy."" ""No, it's beautiful and warm outside. It's perfect."""
154099.mp4,Rachel_2011-12-08_sc44,"""There's no homework for History class right?"" ""No, we have homework, We have to write a three page paper."""
1540810.mp4,Rachel_2011-12-08_sc44,"""Mary is a vegetarian isn't she?"" ""No, she had a bbq last month."""
1539329.mp4,Rachel_2011-12-08_sc44,"""Today is the last day of the semester right?"" ""No next week is. We still have one more week of class."""
1540711.mp4,Rachel_2011-12-08_sc44,"""The cafeteria is serving ice cream tonight."" ""No, I just came from there and there wasn't any ice cream."""
1540612.mp4,Rachel_2011-12-08_sc44,"""The book you read was really good."" ""No, it was lousy I didn't like it."""
1540613.mp4,Rachel_2011-12-08_sc44,"""Texas has a good football team."" ""No they have a lousy team and they are losing. They haven't won a game yet."""
1540514.mp4,Rachel_2011-12-08_sc44,"""Hey, I may be late for the movie."" ""No, it's fine, you have time; the movie starts at 10pm."""
1540415.mp4,Rachel_2011-12-08_sc44,"""Hey last night John Stewart interviewed Sarah Jessica Parker."" ""No, he didn't interview her he interviewed Sarah Palin."""
1539230.mp4,Rachel_2011-12-08_sc44,"""Your uncle lives in a big house right?"" ""No, he lives in a small apartment."""
1540316.mp4,Rachel_2011-12-08_sc44,"""Did you finish your homework."" ""No, I haven't even started yet."
1540317.mp4,Rachel_2011-12-08_sc44,"""You're going to run in the Boston Marathon right?"" ""No I haven't ran and I don't plan on starting"""
1540218.mp4,Rachel_2011-12-08_sc44,"""Did you vote for George Bush?"" ""No, I wasn't even old enough to vote when he ran for office."""
1540119.mp4,Rachel_2011-12-08_sc44,"""Tomorrow is Sunday."" ""No, today is Thursday which means tomorrow is Friday."""
1540020.mp4,Rachel_2011-12-08_sc44,"""You're going to Hawaii for Christmas break ?"" ""No, I'm going to Hawaii for Spring break."""
1540021.mp4,Rachel_2011-12-08_sc44,"""Mc Donalds is a snobby restaurant right?"" ""No, Mcdonalds is a cheap restaurant. They serve hamburgers."""
1539922.mp4,Rachel_2011-12-08_sc44,"""Rick Perry is a Mormon."" ""No, Mitt Romney is a Mormon, not Rick Perry."""
1539823.mp4,Rachel_2011-12-08_sc44,"""The table over there has a book that someone left."" ""No there is no table over there or a book."""
1539724.mp4,Rachel_2011-12-08_sc44,"""Did someone finally find your umbrella?"" ""No, it's still missing."""
1539625.mp4,Rachel_2011-12-08_sc44,"""Your mom will love the surprise party."" ""No, my mom hates surprises."""
1539626.mp4,Rachel_2011-12-08_sc44,"""No matter what the weather is, the baseball game will go on."" ""Well, yes, but if there is a hurricane it will be cancelled."""
1539527.mp4,Rachel_2011-12-08_sc44,"“Mayor Bloomberg is around six feet tall or more.” “No, he`s short; he`s maybe five feet six inches, that`s all.”"
1539428.mp4,Rachel_2011-12-08_sc44,“The economy now is great! It`s fine.” “No! It`s really messed up now.”
17602177.mp4,Rachel_2011-12-01_sc43,"Last night, there was an accident and traffic was horrible."
17601178.mp4,Rachel_2011-12-01_sc43,My boss works in an office right above me.
17601179.mp4,Rachel_2011-12-01_sc43,I got a D in the class; I accepted it.
17600180.mp4,Rachel_2011-12-01_sc43,My sister blamed me but I am innocent!
17600181.mp4,Rachel_2011-12-01_sc43,I tend to exercise after class.
17599182.mp4,Rachel_2011-12-01_sc43,I noticed my sister acting strange.
17599183.mp4,Rachel_2011-12-01_sc43,I watched a movie last night and the actor was good.
17598184.mp4,Rachel_2011-12-01_sc43,"I love action movies, not boring dramas."
17597185.mp4,Rachel_2011-12-01_sc43,I know that I should enter the haunted house at my own risk.
17597186.mp4,Rachel_2011-12-01_sc43,I asked my teacher for some advice and we had a discussion.
17596187.mp4,Rachel_2011-12-01_sc43,My teacher is a good advisior.
17582212.mp4,Rachel_2011-12-01_sc43,I watched a movie last night. I was really scared.
17596188.mp4,Rachel_2011-12-01_sc43,The movie is really scary.
17595189.mp4,Rachel_2011-12-01_sc43,This afternoon I'm going to the store.
17595190.mp4,Rachel_2011-12-01_sc43,I have to take the test again.
17594191.mp4,Rachel_2011-12-01_sc43,My mom is getting old.
17593192.mp4,Rachel_2011-12-01_sc43,Age isn't important.
17589200.mp4,Rachel_2011-12-01_sc43,"Last break, I completed all of my homework ahead of time."
17593193.mp4,Rachel_2011-12-01_sc43,I love riding in airplanes and flying different places.
17590198.mp4,Rachel_2011-12-01_sc43,My worst enemy is my alarm clock.
17592194.mp4,Rachel_2011-12-01_sc43,Alcohol is not always good.
17590199.mp4,Rachel_2011-12-01_sc43,Yesterday I worked all day.
17592195.mp4,Rachel_2011-12-01_sc43,Last night I did a lot of homework.
17591196.mp4,Rachel_2011-12-01_sc43,I'm almost finished with my homework.
17591197.mp4,Rachel_2011-12-01_sc43,I'm always serious in school.
17588201.mp4,Rachel_2011-12-01_sc43,I analyzed and looked over the math problem.
17588202.mp4,Rachel_2011-12-01_sc43,My ancestors are from Germany.
17587203.mp4,Rachel_2011-12-01_sc43,There's not many animals here in Boston.
17587204.mp4,Rachel_2011-12-01_sc43,My other friends joined me last night.
17586205.mp4,Rachel_2011-12-01_sc43,The teacher gave out the answers to the test.
17586206.mp4,Rachel_2011-12-01_sc43,I love apples in the fall.
17585207.mp4,Rachel_2011-12-01_sc43,I volunteer to help other organizations.
17584208.mp4,Rachel_2011-12-01_sc43,"I was picked to join the club. Wow, it was an honor."
17584209.mp4,Rachel_2011-12-01_sc43,They assigned me many tasks.
17583210.mp4,Rachel_2011-12-01_sc43,I have an appointment this afternoon with my teacher.
17583211.mp4,Rachel_2011-12-01_sc43,I have to discuss how I should approach the teacher appropriately.
423147.mp4,Jonathan_2012-11-27_sc98,I haven`t yet paid rent.
423148.mp4,Jonathan_2012-11-27_sc98,Good weather has not arrived in Boston… Hurry up!
423159.mp4,Jonathan_2012-11-27_sc98,My family does not vacation every year any more.
4231610.mp4,Jonathan_2012-11-27_sc98,Bob does not have a big dog; he has a small one.
4231711.mp4,Jonathan_2012-11-27_sc98,Bob hasn't gone to the post office yet.
4231712.mp4,Jonathan_2012-11-27_sc98,The horses do not like running in the rain.
4231813.mp4,Jonathan_2012-11-27_sc98,The horses running on the farm hate when it rains
4231914.mp4,Jonathan_2012-11-27_sc98,The clothes are not on sale.
4232015.mp4,Jonathan_2012-11-27_sc98,The friends have not gone to the theater because of traffic.
4232116.mp4,Jonathan_2012-11-27_sc98,I am not good at memorizing names of people I`ve already met.
4232117.mp4,Jonathan_2012-11-27_sc98,When I meet new people I`m lousy at memorizing their names.
4232218.mp4,Jonathan_2012-11-27_sc98,I don`t like asking for directions.
4232319.mp4,Jonathan_2012-11-27_sc98,"Honestly, I don`t like commuting to work by bicycle."
4232320.mp4,Jonathan_2012-11-27_sc98,That baby doesn`t like fireworks; it`s crying.
4232421.mp4,Jonathan_2012-11-27_sc98,The friends have not gone to the beach.
4232522.mp4,Jonathan_2012-11-27_sc98,The friends have not played Frisbee.
4232623.mp4,Jonathan_2012-11-27_sc98,I have decided not to invite Mary because she doesn`t get along with that crowd.
4232624.mp4,Jonathan_2012-11-27_sc98,My sister hates water skiing because it is hard to balance.
4232725.mp4,Jonathan_2012-11-27_sc98,My friend doesn`t want to buy a plaid shirt.
4232826.mp4,Jonathan_2012-11-27_sc98,I don`t want to buy shorts.
4232927.mp4,Jonathan_2012-11-27_sc98,My sister doesn`t want a headband for her birthday.
4233028.mp4,Jonathan_2012-11-27_sc98,The bride and groom didn`t dance the last dance at the wedding.
4233129.mp4,Jonathan_2012-11-27_sc98,I didn`t enjoy talking to Donna and Jessica.
4236881.mp4,Jonathan_2012-11-27_sc98,I'm not going to move out to San Diego because I'm not even ready.
4233130.mp4,Jonathan_2012-11-27_sc98,Did you not pass out?
4233231.mp4,Jonathan_2012-11-27_sc98,You didn't pass out?
4233332.mp4,Jonathan_2012-11-27_sc98,My friends talked and decided not to crash the party.
4233433.mp4,Jonathan_2012-11-27_sc98,My friends realized they didn`t want a pizza party because it has been the norm.
4233434.mp4,Jonathan_2012-11-27_sc98,Who did you send the letter to?
4233535.mp4,Jonathan_2012-11-27_sc98,Who sent the letter?
4233636.mp4,Jonathan_2012-11-27_sc98,Who listened to the teacher?
4233637.mp4,Jonathan_2012-11-27_sc98,Who listened to the teacher?
4233738.mp4,Jonathan_2012-11-27_sc98,What did Bob give his girlfriend?
4233839.mp4,Jonathan_2012-11-27_sc98,What did Bob read?
4233840.mp4,Jonathan_2012-11-27_sc98,What time did the teacher start cleaning?
4233941.mp4,Jonathan_2012-11-27_sc98,Mother looks sick? How?
4234042.mp4,Jonathan_2012-11-27_sc98,Who is sick?
4234143.mp4,Jonathan_2012-11-27_sc98,Who is sick?
4234144.mp4,Jonathan_2012-11-27_sc98,What is my aunt an expert at making?
4234245.mp4,Jonathan_2012-11-27_sc98,Who has to pay rent?
4234346.mp4,Jonathan_2012-11-27_sc98,Who is paying rent?
4234447.mp4,Jonathan_2012-11-27_sc98,Who has to pay rent?
4234448.mp4,Jonathan_2012-11-27_sc98,When does the bad weather start in Boston?
4234549.mp4,Jonathan_2012-11-27_sc98,Where does your family tend to vacation?
4234650.mp4,Jonathan_2012-11-27_sc98,Who owns that big dog?
4234751.mp4,Jonathan_2012-11-27_sc98,Who owns that big dog?
4234752.mp4,Jonathan_2012-11-27_sc98,Will you go to the post office? Who will?
4234853.mp4,Jonathan_2012-11-27_sc98,Who is going to the post office?
4234954.mp4,Jonathan_2012-11-27_sc98,Where do the horses tend to play?
4235055.mp4,Jonathan_2012-11-27_sc98,Where are the clothes on sale?
4235056.mp4,Jonathan_2012-11-27_sc98,Who will join the friends` outing to the movie theater?
4235157.mp4,Jonathan_2012-11-27_sc98,Who is that person?
4235258.mp4,Jonathan_2012-11-27_sc98,Who is asking for directions?
4235359.mp4,Jonathan_2012-11-27_sc98,Who is asking for directions?
4235360.mp4,Jonathan_2012-11-27_sc98,Who tends to commute to work by bicycle?
4235461.mp4,Jonathan_2012-11-27_sc98,Who tends to commute to work by bicycle?
4235562.mp4,Jonathan_2012-11-27_sc98,Who loves to watch fireworks?
4235563.mp4,Jonathan_2012-11-27_sc98,Who loves to watch fireworks?
4235664.mp4,Jonathan_2012-11-27_sc98,Who loves watching fireworks?
4235765.mp4,Jonathan_2012-11-27_sc98,Why are friends going to the beach?
4235866.mp4,Jonathan_2012-11-27_sc98,Who wants to play Frisbee?
4235867.mp4,Jonathan_2012-11-27_sc98,Who wants to play Frisbee?
4235968.mp4,Jonathan_2012-11-27_sc98,When do you want the BBQ to be?
4236069.mp4,Jonathan_2012-11-27_sc98,Why do you want the BBQ?
4236070.mp4,Jonathan_2012-11-27_sc98,What time are we going tubing?
4236171.mp4,Jonathan_2012-11-27_sc98,My friend wants to buy a plaid shirt.
4236272.mp4,Jonathan_2012-11-27_sc98,What do you have to buy?
4236273.mp4,Jonathan_2012-11-27_sc98,What does my sister want for her birthday?
4236374.mp4,Jonathan_2012-11-27_sc98,Why did the bride and groom end the wedding?
4236475.mp4,Jonathan_2012-11-27_sc98,Do you usually talk with Jessica and Donna? What? Why?
4236576.mp4,Jonathan_2012-11-27_sc98,Why do you have to move to San Diego?
4236577.mp4,Jonathan_2012-11-27_sc98,Why does that friend look like he`s going to pass out?
4236678.mp4,Jonathan_2012-11-27_sc98,Why did you drink hard and pass out last night?
4236779.mp4,Jonathan_2012-11-27_sc98,What time did my friend crash the party?
4236780.mp4,Jonathan_2012-11-27_sc98,When is the pizza party that my friend is hosting?
1572107.mp4,Jonathan_2012-11-27_sc97,I had to ask for directions because I had no idea where to go.
1572098.mp4,Jonathan_2012-11-27_sc97,I commute to work by bicycle because I can`t afford a car.
1572089.mp4,Jonathan_2012-11-27_sc97,I love fireworks because they`re beautiful and loud.
15720710.mp4,Jonathan_2012-11-27_sc97,Friends go to the beach to sunbathe because they are pale.
15720711.mp4,Jonathan_2012-11-27_sc97,My friends tend to play Frisbee at the park.
15720612.mp4,Jonathan_2012-11-27_sc97,I invited my friend to a BBQ because it`s Fourth of July soon.
15720513.mp4,Jonathan_2012-11-27_sc97,My sister prefers tubing rather than water skiing because tubing is easier.
15720414.mp4,Jonathan_2012-11-27_sc97,My friend wanted a plaid shirt because there will be a formal party soon.
15720415.mp4,Jonathan_2012-11-27_sc97,I have to buy shorts because it is hot outside.
15720316.mp4,Jonathan_2012-11-27_sc97,My sister wants a headband for her birthday because she has long hair.
15720217.mp4,Jonathan_2012-11-27_sc97,The bride and groom danced their last dance before the wedding ended with their own choice of a song.
15720218.mp4,Jonathan_2012-11-27_sc97,I enjoyed talking with Jessica and Donna because I enjoy talking in ASL.
15720119.mp4,Jonathan_2012-11-27_sc97,I moved to San Diego because of a new job offer.
15720020.mp4,Jonathan_2012-11-27_sc97,"Last night, my friend passed out because he drank too much."
15719921.mp4,Jonathan_2012-11-27_sc97,My friend passed out last night because he drank too much.
15719922.mp4,Jonathan_2012-11-27_sc97,My friend passed out last night because it was his birthday.
15719823.mp4,Jonathan_2012-11-27_sc97,My friend crashed the party because he had just finished his final exam.
15719724.mp4,Jonathan_2012-11-27_sc97,My friend hosted a pizza party because he loves pizza.
15719625.mp4,Jonathan_2012-11-27_sc97,"If Bob sends his resume, he will get the job."
15719526.mp4,Jonathan_2012-11-27_sc97,"If the students listen to their teacher, they will learn something."
15719527.mp4,Jonathan_2012-11-27_sc97,"If Bob gives his girlfriend roses, she will be happy."
15719428.mp4,Jonathan_2012-11-27_sc97,"If Bob studies literature, he will pass his final exam."
15719329.mp4,Jonathan_2012-11-27_sc97,"When the teacher finishes cleaning the classroom, he locks the door."
15719230.mp4,Jonathan_2012-11-27_sc97,"If Mother is sick, I have to take care of her."
15719231.mp4,Jonathan_2012-11-27_sc97,"If I mow the lawn, Mother will give me twenty dollars."
15719132.mp4,Jonathan_2012-11-27_sc97,"If my aunt makes a blueberry pie, I will run home to gobble all of it up!"
15719033.mp4,Jonathan_2012-11-27_sc97,"If I have to pay rent now, that is fine, I'll just cancel my vacation."
15718934.mp4,Jonathan_2012-11-27_sc97,"When a bad storm comes to Boston, I will stay home."
15718935.mp4,Jonathan_2012-11-27_sc97,"If my family decides to vacation every year, they will go to Puerto Rico."
15718836.mp4,Jonathan_2012-11-27_sc97,"If Bob adopts a big dog, he has to accept that he will spend lots of money on the dog."
15718737.mp4,Jonathan_2012-11-27_sc97,"If Bob goes to the post office, I will give him all of my mail so he can drop it off."
15718738.mp4,Jonathan_2012-11-27_sc97,"If the horses play all day on the farm, by nighttime they will be exhausted."
15718639.mp4,Jonathan_2012-11-27_sc97,"If clothes are on sale, my friends and I are definitely going to the mall."
15718540.mp4,Jonathan_2012-11-27_sc97,My friends are going to watch a different movie because they wanted something different.
15718441.mp4,Jonathan_2012-11-27_sc97,My friend went to a different movie because he prefers action and horror movies.
15718442.mp4,Jonathan_2012-11-27_sc97,"When I introduce a friend, I will test whether or not he remembers his name later."
15718343.mp4,Jonathan_2012-11-27_sc97,"If my friend asks for directions, I have to drive."
15718244.mp4,Jonathan_2012-11-27_sc97,"If I commute to work by bicycle, I will have to wake up earlier."
15718145.mp4,Jonathan_2012-11-27_sc97,"If the baseball game has fireworks, I will definitely go and watch."
15718146.mp4,Jonathan_2012-11-27_sc97,"When my friend goes sunbathing at the beach, I have to bring lotion."
15718047.mp4,Jonathan_2012-11-27_sc97,"If my friends play Frisbee, I will join and play."
15717948.mp4,Jonathan_2012-11-27_sc97,"When I make a list for the BBQ, I have to make sure I invite all of my friends."
15717949.mp4,Jonathan_2012-11-27_sc97,"When my sister goes water tubing, we have to watch to make sure she doesn`t fall off."
15717850.mp4,Jonathan_2012-11-27_sc97,"If my friend buys a plaid shirt, I have to make sure to buy a striped shirt so we don`t match."
15717751.mp4,Jonathan_2012-11-27_sc97,"If I buy shorts, I would have to return my shoes."
15717752.mp4,Jonathan_2012-11-27_sc97,"If my sister gets a headband for her birthday, she will definitely decorate it with glitter."
15717653.mp4,Jonathan_2012-11-27_sc97,"If the bride and groom dance their last dance, everyone would have to watch."
15717554.mp4,Jonathan_2012-11-27_sc97,"I enjoy talking with Donna and Jessica, but I also enjoy talking with everyone else."
15717455.mp4,Jonathan_2012-11-27_sc97,"When I move to San Diego, I have to get a driver`s license."
15717456.mp4,Jonathan_2012-11-27_sc97,"If your friend passes out, I won`t take care of him."
15717357.mp4,Jonathan_2012-11-27_sc97,"When I passed out last night, everyone cheered me on."
15717258.mp4,Jonathan_2012-11-27_sc97,"If your friend crashes my party, I will kick him out."
15717259.mp4,Jonathan_2012-11-27_sc97,"If my friend hosts a pizza party, I will bring a supreme sized pizza."
15717160.mp4,Jonathan_2012-11-27_sc97,Bob hasn`t sent the letter yet.
15717061.mp4,Jonathan_2012-11-27_sc97,The student would not obey the teacher.
15717062.mp4,Jonathan_2012-11-27_sc97,Bob hasn`t given his girlfriend roses yet.
15716963.mp4,Jonathan_2012-11-27_sc97,Bob hates reading books.
15716864.mp4,Jonathan_2012-11-27_sc97,The teacher is sick of always cleaning the classroom.
15716865.mp4,Jonathan_2012-11-27_sc97,"The teacher is sick of always cleaning the classroom, so today he didn`t."
15716766.mp4,Jonathan_2012-11-27_sc97,Mother is not sick today.
15716667.mp4,Jonathan_2012-11-27_sc97,Father is lazy so he refuses to mow the lawn.
15716668.mp4,Jonathan_2012-11-27_sc97,My aunt isn`t an expert at making apple pies.
2817.mp4,Jonathan_2012-11-27_sc95,How much is the television you just paid for?
2818.mp4,Jonathan_2012-11-27_sc95,Who just bought a car?
2829.mp4,Jonathan_2012-11-27_sc95,Who cooked dinner?
28310.mp4,Jonathan_2012-11-27_sc95,Where did you buy the car?
28411.mp4,Jonathan_2012-11-27_sc95,Where is the food store?
28512.mp4,Jonathan_2012-11-27_sc95,Where are you going now?
28513.mp4,Jonathan_2012-11-27_sc95,When do you finish work?
28614.mp4,Jonathan_2012-11-27_sc95,What are you currently working on?
28715.mp4,Jonathan_2012-11-27_sc95,Where are you putting the tree?
28816.mp4,Jonathan_2012-11-27_sc95,"To tell the truth, I love you because you make people laugh so hard!"
28917.mp4,Jonathan_2012-11-27_sc95,Mac beats PC because Mac is very compatible with people.
28918.mp4,Jonathan_2012-11-27_sc95,"Old music devices - records, CDs, tapes - no longer exist because everyone has iPods nowadays."
29019.mp4,Jonathan_2012-11-27_sc95,"Last night, I played a close game of basketball with my friend. The score was 30-28 when it ended."
29120.mp4,Jonathan_2012-11-27_sc95,I love horror or comedy movies.
29221.mp4,Jonathan_2012-11-27_sc95,My mother wears glasses only because she knows she looks good in them.
29322.mp4,Jonathan_2012-11-27_sc95,My mother wears glasses because she thinks she looks cool in them.
29423.mp4,Jonathan_2012-11-27_sc95,I always get sick in winter because I wear flip-flops.
29424.mp4,Jonathan_2012-11-27_sc95,"Throughout my high school years, my mother always had to wake me up because the alarm couldn`t."
29525.mp4,Jonathan_2012-11-27_sc95,The kids hate their principal because he bawls them out if they have not done their homework.
29626.mp4,Jonathan_2012-11-27_sc95,I missed my morning class because I didn`t wake up to my alarm.
29727.mp4,Jonathan_2012-11-27_sc95,I missed my morning class because I slept in.
29728.mp4,Jonathan_2012-11-27_sc95,"If it rains tomorrow, I will stay home."
29829.mp4,Jonathan_2012-11-27_sc95,"When I finish work, I will go home."
29930.mp4,Jonathan_2012-11-27_sc95,"If my computer breaks down, I tell Carol."
29931.mp4,Jonathan_2012-11-27_sc95,"Honestly, if I fail this class, my mom will lose it."
30032.mp4,Jonathan_2012-11-27_sc95,Have you bought the books?
30133.mp4,Jonathan_2012-11-27_sc95,Is the library closed?
30134.mp4,Jonathan_2012-11-27_sc95,Is it raining outside?
30235.mp4,Jonathan_2012-11-27_sc95,Did Donna give the money?
30336.mp4,Jonathan_2012-11-27_sc95,Is the water cold?
30337.mp4,Jonathan_2012-11-27_sc95,Is the movie good?
30438.mp4,Jonathan_2012-11-27_sc95,"""Is the movie good?"" ""No, it was wonderful."""
30539.mp4,Jonathan_2012-11-27_sc95,"Is it raining outside? No, it is beautiful."
30640.mp4,Jonathan_2012-11-27_sc95,"Have I bought the book? No, I have not, but I will buy it tomorrow."
30641.mp4,Jonathan_2012-11-27_sc95,Mother finishes work at 2.
30742.mp4,Jonathan_2012-11-27_sc95,Where will the tree be put? Near the garage.
84087.mp4,Jonathan_2012-11-27_sc94,My friend drives.
84088.mp4,Jonathan_2012-11-27_sc94,My friend goes out to a party.
84099.mp4,Jonathan_2012-11-27_sc94,I work.
841010.mp4,Jonathan_2012-11-27_sc94,My friend goes out fishing.
841111.mp4,Jonathan_2012-11-27_sc94,My friend is currently planning a surprise event.
841212.mp4,Jonathan_2012-11-27_sc94,Now I am studying to go to school.
841213.mp4,Jonathan_2012-11-27_sc94,My friend travels.
841314.mp4,Jonathan_2012-11-27_sc94,My friend is playing video games.
841415.mp4,Jonathan_2012-11-27_sc94,My friend is calling home on the video phone.
841516.mp4,Jonathan_2012-11-27_sc94,My friend is surfing the web.
841517.mp4,Jonathan_2012-11-27_sc94,Did your friend drive?
841618.mp4,Jonathan_2012-11-27_sc94,Is your friend`s party good?
841719.mp4,Jonathan_2012-11-27_sc94,Do you have to work all night?
841720.mp4,Jonathan_2012-11-27_sc94,"Is it fun going fishing with your friends? (starts out signing ""fishing"" but repairs to ""friend"")"
841821.mp4,Jonathan_2012-11-27_sc94,Will Bob be surprised at his surprise party?
841922.mp4,Jonathan_2012-11-27_sc94,When do you graduate?
842023.mp4,Jonathan_2012-11-27_sc94,Has your friend experienced travelling?
842024.mp4,Jonathan_2012-11-27_sc94,Is the video game easy to beat?
842125.mp4,Jonathan_2012-11-27_sc94,Is the video phone clear?
842226.mp4,Jonathan_2012-11-27_sc94,Does your friend really love surfing the internet?
842327.mp4,Jonathan_2012-11-27_sc94,Does your friend love surfing the Internet?
842428.mp4,Jonathan_2012-11-27_sc94,Who is driving?
842429.mp4,Jonathan_2012-11-27_sc94,Where is your friend driving to?
842530.mp4,Jonathan_2012-11-27_sc94,When did your friend start driving?
842631.mp4,Jonathan_2012-11-27_sc94,When does the party start?
842732.mp4,Jonathan_2012-11-27_sc94,What kind of a party is it?
842733.mp4,Jonathan_2012-11-27_sc94,When do you start work?
842834.mp4,Jonathan_2012-11-27_sc94,Why do you work all night?
842935.mp4,Jonathan_2012-11-27_sc94,Where do you work?
843036.mp4,Jonathan_2012-11-27_sc94,Who is going fishing?
843037.mp4,Jonathan_2012-11-27_sc94,When are your friends going fishing?
843138.mp4,Jonathan_2012-11-27_sc94,Who is planning to surprise Bob?
843239.mp4,Jonathan_2012-11-27_sc94,What time is the surprise party?
843240.mp4,Jonathan_2012-11-27_sc94,Which high school did you go to?
843341.mp4,Jonathan_2012-11-27_sc94,When did you graduate high school?
843342.mp4,Jonathan_2012-11-27_sc94,Why don`t you like that video game?
843443.mp4,Jonathan_2012-11-27_sc94,Why does your friend love travelling?
843544.mp4,Jonathan_2012-11-27_sc94,When do you start travelling?
843545.mp4,Jonathan_2012-11-27_sc94,Where do you plan to travel?
843646.mp4,Jonathan_2012-11-27_sc94,Do you really need to video phone? Why not page?
843747.mp4,Jonathan_2012-11-27_sc94,Where is the video phone that you want?
843848.mp4,Jonathan_2012-11-27_sc94,Why is your friend addicted to the Internet?
843849.mp4,Jonathan_2012-11-27_sc94,What do you usually do on the Internet?
843950.mp4,Jonathan_2012-11-27_sc94,"If my friend is driving, I sleep in the back seat."
844051.mp4,Jonathan_2012-11-27_sc94,"When my friend is tired of driving, we will switch."
844052.mp4,Jonathan_2012-11-27_sc94,"If my friend goes out to a party, I will join them for sure."
844153.mp4,Jonathan_2012-11-27_sc94,"If my friend goes out to a party, my roommate and I will join."
844254.mp4,Jonathan_2012-11-27_sc94,"If I arrive at work late, my boss will undoubtedly fire me."
844255.mp4,Jonathan_2012-11-27_sc94,"If my boss summons me, everyone will know I`m in trouble."
844356.mp4,Jonathan_2012-11-27_sc94,"If my friend goes out fishing, I have to monitor the weather to make sure it`s fine for fishing."
844457.mp4,Jonathan_2012-11-27_sc94,"When my friend goes out fishing, the fish has to go in the bucket immediately so it will be fresh."
844458.mp4,Jonathan_2012-11-27_sc94,"If Bob is surprised at his surprise party, it is commendable because it is difficult to surprise Bob."
844559.mp4,Jonathan_2012-11-27_sc94,"When Bob arrives at the party, everyone has to spray him with silly string and tease him."
844660.mp4,Jonathan_2012-11-27_sc94,"If I go to a public school, it is guaranteed that I won`t pay attention because there is no communication."
844661.mp4,Jonathan_2012-11-27_sc94,"When I arrive school, I have to text my mother to tell her I`ve arrived safely."
844762.mp4,Jonathan_2012-11-27_sc94,"If my friend goes travelling, I just have to join."
844763.mp4,Jonathan_2012-11-27_sc94,"When we arrive in India, I have to send my family a postcard thanking them for support."
844864.mp4,Jonathan_2012-11-27_sc94,"Once my friend starts playing video games, he is hooked to it all night until his eyes pop out."
844965.mp4,Jonathan_2012-11-27_sc94,"Once my father starts playing video games, I tend to go to my room because it`s boring to watch him and he doesn`t know how to play video games."
845066.mp4,Jonathan_2012-11-27_sc94,"When my friend calls me on the video phone, the lights flash on and off."
845067.mp4,Jonathan_2012-11-27_sc94,"When my friend is surfing the Internet, I remind him about his unfinished homework."
845168.mp4,Jonathan_2012-11-27_sc94,"If my friend finishes his homework early, he will surf the Internet all night."
845269.mp4,Jonathan_2012-11-27_sc94,My friend has to drive because I`m exhausted.
845270.mp4,Jonathan_2012-11-27_sc94,My friend is going out to a party.
845371.mp4,Jonathan_2012-11-27_sc94,I work all night because I need the extra money.
845472.mp4,Jonathan_2012-11-27_sc94,My friend loves to go fishing because he loves to eat fish.
845473.mp4,Jonathan_2012-11-27_sc94,My friend is planning to surprise Bob because he's turning 21.
