video_name,filename,Sentiment,original_caption,whisper_transcript,WER,STATUS
844052.mp4,844052_positive_score2.wav,2,"If my friend goes out to a party, I will join them for sure."," If my friend goes out to a party, I will join them for sure.",0.0,KEEP
5989857.mp4,5989857_positive_score3.wav,3,I read the article written for the Boston Globe. I think it was great!, I read the article written for the Boston Globe. I think it was great.,0.0,KEEP
7321.mp4,7321_negative_score-2.wav,-2,"If the president is elected again, my father will be upset."," If the president is elected again, my father will be upset.",0.0,KEEP
172529.mp4,172529_neutral_score0.wav,0,"Dad likes chocolate cereal, like me.", Dad likes chocolate cereal. Like me.,0.0,KEEP
844255.mp4,844255_negative_score-2.wav,-2,"If my boss summons me, everyone will know I`m in trouble."," If my boss summons me, everyone will know I'm in trouble.",0.0,KEEP
65174582.mp4,65174582_negative_score-1.wav,-1,"People who watch silent films can't hear it but can imagine a strong, heavy baritone voice from that swashbuckler character."," People who watch silent films can't hear it, but can imagine a strong, heavy, baritone voice from that swashbuckler character.",0.0,KEEP
25328.mp4,25328_negative_score-2.wav,-2,There are so many things that are wrong with the system., There are so many things that are wrong with the system.,0.0,KEEP
17582212.mp4,17582212_negative_score-3.wav,-3,I watched a movie last night. I was really scared., I watched a movie last night. I was really scared.,0.0,KEEP
7981687.mp4,7981687_negative_score-3.wav,-3,Was I passed out drunk last night?, Was I passed out drunk last night?,0.0,KEEP
3379053.mp4,3379053_positive_score2.wav,2,"If the student wins an award, he will get a $100 gift card.", If the student wins an award. He will get a $100 gift card.,0.0,KEEP
7980898.mp4,7980898_negative_score-1.wav,-1,I missed last months rent so now I have to pay double.," I missed last month's rent, so now I have to pay double.",0.0,KEEP
338228.mp4,338228_negative_score-2.wav,-2,If John stays home it probably means he's sick.," If John stays home, it probably means he's sick.",0.0,KEEP
7986818.mp4,7986818_positive_score2.wav,2,"Is it raining outside? No, it's beautiful and warm outside."," Is it raining outside? No, it's beautiful and warm outside.",0.0,KEEP
7986027.mp4,7986027_negative_score-1.wav,-1,Mom is sick., Mom is sick.,0.0,KEEP
8436.mp4,8436_negative_score-2.wav,-2,"When he struggled a lot in school, he became depressed."," when he struggled a lot in school, he became depressed.",0.0,KEEP
1372.mp4,1372_positive_score3.wav,3,Boston is a great city., Boston is a great city.,0.0,KEEP
171820.mp4,171820_negative_score-1.wav,-1,"My dad likes pineapple cream cheese, like me.", My dad likes pineapple cream cheese like me.,0.0,KEEP
7983658.mp4,7983658_negative_score-1.wav,-1,Did Bob give the rose to his sweetheart?, Did Bob give the rose to his sweetheart?,0.0,KEEP
