filename,video_id,original_caption,whisper_transcript,norm_ref,norm_hyp,WER,STATUS
173442_negative_score-2.wav,173442,The car is really broken!," Oh, the kite is really broken.",the car is really broken,oh the kite is really broken,0.4,DISCARD
58733526_negative_score-3.wav,58733526,"If John did that to me, I won't be friends with him anymore."," If John did that to me, I won't be friends with you anymore.",if john did that to me i wont be friends with him anymore,if john did that to me i wont be friends with you anymore,0.0769,KEEP
36295789_negative_score-1.wav,36295789,Mom doesn't like surprises., Mom doesn't like surprises.,mom doesnt like surprises,mom doesnt like surprises,0.0,KEEP
7984644_positive_score2.wav,7984644,I invited my friends to a barbeque party., I invited my friends to a barbecue party.,i invited my friends to a barbeque party,i invited my friends to a barbecue party,0.125,DISCARD
17586206_positive_score3.wav,17586206,I love apples in the fall., Handkern-taples. In the fall-,i love apples in the fall,handkerntaples in the fall,0.5,DISCARD
30438_positive_score3.wav,30438,"""Is the movie good?"" ""No, it was wonderful.""", Is the movie good? No. It was wonderful. Mmm...,is the movie good no it was wonderful,is the movie good no it was wonderful mmm,0.125,DISCARD
5873528_negative_score-2.wav,5873528,There's always a pop quiz when I neglect my studying., There's always a pop crease when I neglect my studying.,theres always a pop quiz when i neglect my studying,theres always a pop crease when i neglect my studying,0.1,KEEP
8395473_negative_score-3.wav,8395473,Jim threatened to sue the man who punched him., Jim threatened to sue the man who punched him.,jim threatened to sue the man who punched him,jim threatened to sue the man who punched him,0.0,KEEP
844457_positive_score3.wav,844457,"When my friend goes out fishing, the fish has to go in the bucket immediately so it will be fresh."," When my friend goes out fishing, the fish has to go in the bucket immediately. So it will be fresh.",when my friend goes out fishing the fish has to go in the bucket immediately so it will be fresh,when my friend goes out fishing the fish has to go in the bucket immediately so it will be fresh,0.0,KEEP
254931_negative_score-3.wav,254931,"""Intervention"" implies the need of intervening such as an intervention for drug addicts, stopping something from happening, or when a kid is not behaving well.",selunfi berkata plot jape telah perjuangan,intervention implies the need of intervening such as an intervention for drug addicts stopping something from happening or when a kid is not behaving well,selunfi berkata plot jape telah perjuangan,1.0,DISCARD
1575_positive_score3.wav,1575,I love my new car., I love my new car.,i love my new car,i love my new car,0.0,KEEP
31659327_positive_score2.wav,31659327,I love fireworks., So fireworks.,i love fireworks,so fireworks,0.6667,DISCARD
255844_positive_score1.wav,255844,That makes it to seem like an opportunity to do more than one.," Uh, makes it seem like an opportunity to do more than one.",that makes it to seem like an opportunity to do more than one,uh makes it seem like an opportunity to do more than one,0.1538,DISCARD
8398627_negative_score-2.wav,8398627,"No, no one has found the umbrella, it's still missing."," No, no one has found the umbrella. It's still missing.",no no one has found the umbrella its still missing,no no one has found the umbrella its still missing,0.0,KEEP
29626_negative_score-2.wav,29626,I missed my morning class because I didn`t wake up to my alarm., I missed my morning class because this is a tree. It didn't wake up to my alarm.,i missed my morning class because i didnt wake up to my alarm,i missed my morning class because this is a tree it didnt wake up to my alarm,0.3846,DISCARD
84088_negative_score-1.wav,84088,My friend goes out to a party., My friend goes out to a party.,my friend goes out to a party,my friend goes out to a party,0.0,KEEP
65086412_negative_score-1.wav,65086412,John's voice was a good match to the character he played. His character in the movie was that of a swashbuckler., John's voice was a good match to the character he played. His character in the movie was dead of a swashbakra.,johns voice was a good match to the character he played his character in the movie was that of a swashbuckler,johns voice was a good match to the character he played his character in the movie was dead of a swashbakra,0.0952,KEEP
173543_negative_score-3.wav,173543,"John didn't break the truck, he actually destroyed the car.", John did him break the truck. The accident destroyed the car.,john didnt break the truck he actually destroyed the car,john did him break the truck the accident destroyed the car,0.4,DISCARD
253715_negative_score-1.wav,253715,Then they would ask the HIT group about the car and whether if the glass was broken., Then they would ask the heat group about the car. And whether if the glass was broken.,then they would ask the hit group about the car and whether if the glass was broken,then they would ask the heat group about the car and whether if the glass was broken,0.0588,KEEP
31657650_positive_score2.wav,31657650,"Your aunt makes the best blueberry pie, right?", Your aunt makes the best blueberry pie.,your aunt makes the best blueberry pie right,your aunt makes the best blueberry pie,0.125,DISCARD
3380826_negative_score-2.wav,3380826,"If my sister neglects her homework, she won't succeed in school."," If my sister neglects her homework, she won't succeed in school.",if my sister neglects her homework she wont succeed in school,if my sister neglects her homework she wont succeed in school,0.0,KEEP
7986324_positive_score1.wav,7986324,Bob frequently gives his sweetheart roses.," You know, Bob frequently gives his sweetheart roses.",bob frequently gives his sweetheart roses,you know bob frequently gives his sweetheart roses,0.3333,DISCARD
79797114_positive_score1.wav,79797114,My friend wants to buy a plaid shrit because his friend invited him to a costume party., uh my friend wants to buy a plaid shrip because his friend invited him to a costume party.,my friend wants to buy a plaid shrit because his friend invited him to a costume party,uh my friend wants to buy a plaid shrip because his friend invited him to a costume party,0.1176,DISCARD
3378264_negative_score-2.wav,3378264,I would've read the book but the beginning was boring.," I would have read the book, but the beginning was boring.",i wouldve read the book but the beginning was boring,i would have read the book but the beginning was boring,0.2,DISCARD
2682838_negative_score-2.wav,2682838,The car broke down., The car broke down.,the car broke down,the car broke down,0.0,KEEP
3380727_negative_score-2.wav,3380727,"If my sister neglects her homework, she won't succeed in school."," In my sister, me likes her homework. She won't succeed in school.",if my sister neglects her homework she wont succeed in school,in my sister me likes her homework she wont succeed in school,0.2727,DISCARD
174050_negative_score-1.wav,174050,"Since Mary's car broke, John has been taking her to work."," Since Mary's car broke, John has been taking her to work.",since marys car broke john has been taking her to work,since marys car broke john has been taking her to work,0.0,KEEP
843443_positive_score2.wav,843443,Why does your friend love travelling?, Why does your friend love traveling?,why does your friend love travelling,why does your friend love traveling,0.1667,DISCARD
841720_positive_score2.wav,841720,"Is it fun going fishing with your friends? (starts out signing ""fishing"" but repairs to ""friend"")", Is it fun going fishing with your friends?,is it fun going fishing with your friends starts out signing fishing but repairs to friend,is it fun going fishing with your friends,0.5,DISCARD
29019_positive_score3.wav,29019,"Last night, I played a close game of basketball with my friend. The score was 30-28 when it ended."," last night, I played a close game of basketball with my friend. The score was 30-28 when it ended.",last night i played a close game of basketball with my friend the score was 3028 when it ended,last night i played a close game of basketball with my friend the score was 3028 when it ended,0.0,KEEP
844052_positive_score2.wav,844052,"If my friend goes out to a party, I will join them for sure."," If my friend goes out to a party, I will join them for sure.",if my friend goes out to a party i will join them for sure,if my friend goes out to a party i will join them for sure,0.0,KEEP
28816_positive_score3.wav,28816,"To tell the truth, I love you because you make people laugh so hard!"," If you go to tell the truth, I love me because you're kind of badly. And you make people laugh so par.",to tell the truth i love you because you make people laugh so hard,if you go to tell the truth i love me because youre kind of badly and you make people laugh so par,0.7143,DISCARD
5989857_positive_score3.wav,5989857,I read the article written for the Boston Globe. I think it was great!, I read the article written for the Boston Globe. I think it was great.,i read the article written for the boston globe i think it was great,i read the article written for the boston globe i think it was great,0.0,KEEP
7321_negative_score-2.wav,7321,"If the president is elected again, my father will be upset."," If the president is elected again, my father will be upset.",if the president is elected again my father will be upset,if the president is elected again my father will be upset,0.0,KEEP
172529_neutral_score0.wav,172529,"Dad likes chocolate cereal, like me.", Dad likes chocolate cereal. Like me.,dad likes chocolate cereal like me,dad likes chocolate cereal like me,0.0,KEEP
8397050_positive_score2.wav,8397050,Who fell in love with Bill?, Who fell in love with Dale?,who fell in love with bill,who fell in love with dale,0.1667,DISCARD
173949_negative_score-1.wav,173949,"If Mary's car broke down, John would have to take her to work.", If Mary's car broke down...,if marys car broke down john would have to take her to work,if marys car broke down,0.6154,DISCARD
844255_negative_score-2.wav,844255,"If my boss summons me, everyone will know I`m in trouble."," If my boss summons me, everyone will know I'm in trouble.",if my boss summons me everyone will know im in trouble,if my boss summons me everyone will know im in trouble,0.0,KEEP
65174582_negative_score-1.wav,65174582,"People who watch silent films can't hear it but can imagine a strong, heavy baritone voice from that swashbuckler character."," People who watch silent films can't hear it, but can imagine a strong, heavy, baritone voice from that swashbuckler character.",people who watch silent films cant hear it but can imagine a strong heavy baritone voice from that swashbuckler character,people who watch silent films cant hear it but can imagine a strong heavy baritone voice from that swashbuckler character,0.0,KEEP
25328_negative_score-2.wav,25328,There are so many things that are wrong with the system., There are so many things that are wrong with the system.,there are so many things that are wrong with the system,there are so many things that are wrong with the system,0.0,KEEP
29931_negative_score-2.wav,29931,"Honestly, if I fail this class, my mom will lose it."," Honestly, if I fell this class, my mom will lose it.",honestly if i fail this class my mom will lose it,honestly if i fell this class my mom will lose it,0.0909,KEEP
17582212_negative_score-3.wav,17582212,I watched a movie last night. I was really scared., I watched a movie last night. I was really scared.,i watched a movie last night i was really scared,i watched a movie last night i was really scared,0.0,KEEP
7985731_negative_score-2.wav,7985731,Bad weather will come to Boston soon.," Ah, bad weather will come to boss soon.",bad weather will come to boston soon,ah bad weather will come to boss soon,0.2857,DISCARD
7983165_negative_score-1.wav,7983165,Is bad weather coming to Boston?, This bad weather coming to Boston.,is bad weather coming to boston,this bad weather coming to boston,0.1667,DISCARD
557229_positive_score2.wav,557229,My friend went out to a party., So my friend went out to a party.,my friend went out to a party,so my friend went out to a party,0.1429,DISCARD
7981687_negative_score-3.wav,7981687,Was I passed out drunk last night?, Was I passed out drunk last night?,was i passed out drunk last night,was i passed out drunk last night,0.0,KEEP
3379053_positive_score2.wav,3379053,"If the student wins an award, he will get a $100 gift card.", If the student wins an award. He will get a $100 gift card.,if the student wins an award he will get a 100 gift card,if the student wins an award he will get a 100 gift card,0.0,KEEP
255438_negative_score-2.wav,255438,Or they will ask another group SMASHED about the car and whether if the glass was broken.," or they would ask another group smashed about the car. And... I wonder if the, if the glass was broken.",or they will ask another group smashed about the car and whether if the glass was broken,or they would ask another group smashed about the car and i wonder if the if the glass was broken,0.2941,DISCARD
31655778_positive_score3.wav,31655778,Bob sent his wife a love letter because it is their wedding anniversary soon.," Um, um, Bob sent his wife a love letter because it is their wedding anniversary soon.",bob sent his wife a love letter because it is their wedding anniversary soon,um um bob sent his wife a love letter because it is their wedding anniversary soon,0.1429,DISCARD
7980898_negative_score-1.wav,7980898,I missed last months rent so now I have to pay double.," I missed last month's rent, so now I have to pay double.",i missed last months rent so now i have to pay double,i missed last months rent so now i have to pay double,0.0,KEEP
2590_positive_score3.wav,2590,My friend is thrilled because he won the lottery., And my friend is thrilled because he won the lottery and he's...,my friend is thrilled because he won the lottery,and my friend is thrilled because he won the lottery and hes,0.3333,DISCARD
840018_positive_score3.wav,840018,"No, it`s beautiful outside! The sun`s shining and it`s warm and beautiful!"," No, it's beautiful outside. The sun shining and it's warm and beautiful.",no its beautiful outside the suns shining and its warm and beautiful,no its beautiful outside the sun shining and its warm and beautiful,0.0833,KEEP
7980799_negative_score-2.wav,7980799,Bad weather is coming to Boston because the city is close to the ocean., that weather is coming to Boston because the city is close in the ocean.,bad weather is coming to boston because the city is close to the ocean,that weather is coming to boston because the city is close in the ocean,0.1429,DISCARD
3381912_negative_score-1.wav,3381912,"If the people I invited show up late, they will regret it."," If the people I invited shall apply, they will regret it.",if the people i invited show up late they will regret it,if the people i invited shall apply they will regret it,0.25,DISCARD
338228_negative_score-2.wav,338228,If John stays home it probably means he's sick.," If John stays home, it probably means he's sick.",if john stays home it probably means hes sick,if john stays home it probably means hes sick,0.0,KEEP
7986818_positive_score2.wav,7986818,"Is it raining outside? No, it's beautiful and warm outside."," Is it raining outside? No, it's beautiful and warm outside.",is it raining outside no its beautiful and warm outside,is it raining outside no its beautiful and warm outside,0.0,KEEP
7983363_positive_score1.wav,7983363,My aunt makes the best blueberry pie., My ant makes the best blueberry pie.,my aunt makes the best blueberry pie,my ant makes the best blueberry pie,0.1429,DISCARD
29423_negative_score-2.wav,29423,I always get sick in winter because I wear flip-flops., I always get sick in winter because I wear flip flops.,i always get sick in winter because i wear flipflops,i always get sick in winter because i wear flip flops,0.2,DISCARD
254728_negative_score-3.wav,254728,"It is very intimidating. There will be seven professionals informing the two parents that their child seem to be sick or have the ""cancer"".", It is very intimidating. There will be seven professionals informing the two parents that they are charged in to be sick or had the cancer.,it is very intimidating there will be seven professionals informing the two parents that their child seem to be sick or have the cancer,it is very intimidating there will be seven professionals informing the two parents that they are charged in to be sick or had the cancer,0.2083,DISCARD
7986027_negative_score-1.wav,7986027,Mom is sick., Mom is sick.,mom is sick,mom is sick,0.0,KEEP
8638_negative_score-3.wav,8638,"If I'm working and my computer crashes, I will panic."," If I'm working in my computer crashes, I will panic.",if im working and my computer crashes i will panic,if im working in my computer crashes i will panic,0.1,KEEP
31660216_negative_score-3.wav,31660216,Bad weather is coming to Boston now., Bad weather is coming to boss them now.,bad weather is coming to boston now,bad weather is coming to boss them now,0.2857,DISCARD
172732_negative_score-3.wav,172732,I can't believe the car broke!, I can't believe the car broke. Err...,i cant believe the car broke,i cant believe the car broke err,0.1667,DISCARD
8436_negative_score-2.wav,8436,"When he struggled a lot in school, he became depressed."," when he struggled a lot in school, he became depressed.",when he struggled a lot in school he became depressed,when he struggled a lot in school he became depressed,0.0,KEEP
3379644_positive_score2.wav,3379644,"If you order pizza here, I guarantee it will be delicious."," If you order pizza here, I guarantee you will be delicious.",if you order pizza here i guarantee it will be delicious,if you order pizza here i guarantee you will be delicious,0.0909,KEEP
7983461_negative_score-3.wav,7983461,Is mom sick?, His mom's sick,is mom sick,his moms sick,0.6667,DISCARD
1372_positive_score3.wav,1372,Boston is a great city., Boston is a great city.,boston is a great city,boston is a great city,0.0,KEEP
257368_negative_score-2.wav,257368,"They often use the word ""diagnosis"" It's very negative and it's used for more negative references, such as sickness or cancer. Or maybe terminal illness.", They often use the word diagnosis. It's very negative and maybe it's used for more negative references such as sickness or cancer or maybe terminal illness.,they often use the word diagnosis its very negative and its used for more negative references such as sickness or cancer or maybe terminal illness,they often use the word diagnosis its very negative and maybe its used for more negative references such as sickness or cancer or maybe terminal illness,0.04,KEEP
58734811_negative_score-2.wav,58734811,"When I don't study, I am guaranteed to fail."," When I don't study, I'm guaranteed to fail.",when i dont study i am guaranteed to fail,when i dont study im guaranteed to fail,0.2222,DISCARD
171820_negative_score-1.wav,171820,"My dad likes pineapple cream cheese, like me.", My dad likes pineapple cream cheese like me.,my dad likes pineapple cream cheese like me,my dad likes pineapple cream cheese like me,0.0,KEEP
7983658_negative_score-1.wav,7983658,Did Bob give the rose to his sweetheart?, Did Bob give the rose to his sweetheart?,did bob give the rose to his sweetheart,did bob give the rose to his sweetheart,0.0,KEEP
