video_name,caption,sentiment
40386710.mp4,"If you work hard, the boss will like you.",NEUTRAL
40386611.mp4,"If mom comes, I have to clean the house.",POSITIVE
40386512.mp4,If you plan ahead of time you can save money.,POSITIVE
40386513.mp4,Do you like work?,POSITIVE
40386414.mp4,Do you like class?,POSITIVE
40386315.mp4,Are you going to school tomorrow?,NEUTRAL
40386216.mp4,Do you have class tomorrow?,NEUTRAL
40386117.mp4,Are you watching the football game?,NEUTRAL
40386018.mp4,Are you hot or cold?,NEUTRAL
40386019.mp4,Who does he/she like?,POSITIVE
7578507.mp4,Farms like the hot summers because it's easy to grow big vegetables.,POSITIVE
7578498.mp4,"Sorry, the black shoes are gone.",NEUTRAL
7578489.mp4,I like Land O' Lakes butter.,POSITIVE
75784810.mp4,"I'm sorry, you have to wait. Sit over there.",NEUTRAL
75784711.mp4,John and Mary have a strange bike. Two people can ride on it.,NEUTRAL
75784612.mp4,I used to lie but I don't anymore. I regret lying.,NEGATIVE
75784513.mp4,My nephew has strange shoes that have red blinking lights.,NEUTRAL
75784414.mp4,The name of the farm is Roberts Ranch.,NEUTRAL
75784415.mp4,"On hot summer days, Mary loves drinking lemonade.",POSITIVE
75784316.mp4,John doesn't have special biking shoes.,NEUTRAL
75784217.mp4,The doctor told me that Mom was acting strange and that she better go to the hospital and stay overnight.,NEUTRAL
75784118.mp4,Does the library lend out magazines?,NEUTRAL
75784019.mp4,Yesterday I was on the bus and a strange man sat next to me and started talking. I just stared at him.,NEUTRAL
75784020.mp4,"Next week, Paul will be very busy. He works as an interpreter all day and takes night classes.",NEUTRAL
75783921.mp4,Mary likes margarine but she doesn't like butter.,NEUTRAL
75783822.mp4,"Sorry, the store doesn't sell funny books.",NEGATIVE
75783723.mp4,I told Dan that when he inteprets he has to stand; he can't sit.,NEUTRAL
75783724.mp4,John is a really good liar. I fell for everything he said. I'm sick of him.,NEGATIVE
75783625.mp4,It's weird because Mary told me she would be home around midnight but I think she won't get home until three in the morning.,NEUTRAL
75783526.mp4,Is today a good day?,POSITIVE
75783427.mp4,My son told me that he prefers black pants.,NEUTRAL
75783328.mp4,Mary goes to the farm to buy fresh butter.,NEUTRAL
75783329.mp4,"I didn't know that I was not allowed to sit on the table, I'm sorry.",NEUTRAL
75783230.mp4,"If an interpreter comes, it will be a strange situation.",NEUTRAL
75783131.mp4,Are you going to interpret tomorrow at the library?,NEUTRAL
75783032.mp4,Paul told me he can't interpret because his car broke down.,NEGATIVE
75783033.mp4,My brother works nights.,NEUTRAL
1194707.mp4,"Stop lying, it's not funny. Where's mom?",NEGATIVE
1194698.mp4,I want butter.,NEUTRAL
1194689.mp4,I want that black book.,NEUTRAL
11946810.mp4,Father watched the boy smirk and it didn't seem like the boy was sorry.,NEGATIVE
11946711.mp4,Mother is deaf and sometimes her daughter interprets for her.,NEUTRAL
11946612.mp4,"Sorry, the library doesn't let you borrow magazines. You have to stay here and read them.",NEUTRAL
11946513.mp4,The black bike is better but the red bike is cheaper.,NEUTRAL
11946414.mp4,"If it's cold, my mom won't go out.",NEUTRAL
11946415.mp4,Mother suspected that the boy was lying.,NEGATIVE
11946316.mp4,The teacher didn't tell me class was cancelled so I went and sat there waiting for about twenty minutes.,NEUTRAL
11946217.mp4,Mary likes red shoes.,POSITIVE
11946118.mp4,"Now that it's cold, I need better shoes.",POSITIVE
11946119.mp4,Do you want to go out and buy shoes?,NEUTRAL
11946020.mp4,Was the movie Election any good? Is it funny?,POSITIVE
11945921.mp4,"That movie, Election, is weird but it's funny.",POSITIVE
11945922.mp4,John works nights.,NEUTRAL
11945823.mp4,My son wants to be an interpreter.,NEUTRAL
11945724.mp4,"If I have a baby, I want an Irish name but the father wants a French name.",NEUTRAL
11945625.mp4,"If I have a baby, I want to give it an Irish name but the father wants to give it an Italian name.",NEUTRAL
11945626.mp4,I sat and worked all day.,NEUTRAL
11945527.mp4,The mother and the boy are both going to the library.,NEUTRAL
11945428.mp4,Mary is funny. She really wants an ugly dog.,NEUTRAL
5886737.mp4,John works at the library.,NEUTRAL
5886728.mp4,"Joe is a good interpreter, but he isn't proficient.",NEUTRAL
5886719.mp4,Do you want butter?,NEUTRAL
58867010.mp4,The boy's bike crashed and he fell off.,NEUTRAL
58866911.mp4,Wearing black clothes in the summer will make you hot.,NEUTRAL
58866812.mp4,"When it's cold outside, I love drinking hot chocolate.",POSITIVE
58866813.mp4,"If it's hot out, John will go to the library and read a magazine because there is air conditioning in the library.",NEUTRAL
58866714.mp4,The library has a lot of magazines.,NEUTRAL
58866615.mp4,Bob works at the bike store.,NEUTRAL
58866516.mp4,John is going to the library to read a good book.,POSITIVE
58866417.mp4,"If you are going to interpret, you must wear black clothes.",NEUTRAL
58866318.mp4,Good night,POSITIVE
58866319.mp4,I like that boy. He's funny.,POSITIVE
58866220.mp4,"Mother's name is Jane, not Janet.",NEUTRAL
58866121.mp4,The boy wants new shoes.,NEUTRAL
58866022.mp4,"The soup, gazpacho soup, is cold not hot.",NEUTRAL
58865923.mp4,"Dad is funny, but Mom is serious.",NEUTRAL
58865924.mp4,The boy lied and blamed the dog.,NEGATIVE
58865825.mp4,Do you think People magazine is any good?,POSITIVE
58865726.mp4,I lied and told my wife that her mom's food was good when really it wasn't.,NEUTRAL
2682847.mp4,The car is broken.,NEGATIVE
2682838.mp4,The car broke down.,NEGATIVE
2682829.mp4,"No, the car didn't break down.",NEUTRAL
26828110.mp4,The car didn't break down. Maybe it ran out of gas.,NEUTRAL
26828011.mp4,The car isn't broken. Are you using the wrong key?,NEUTRAL
26828012.mp4,"Yes, the car is broken down.",NEUTRAL
26827913.mp4,"The car has gas, I already checked.",NEUTRAL
26827814.mp4,I have the right key for the car.,NEUTRAL
26827715.mp4,"The car didn't break down, the truck did.",NEUTRAL
26827616.mp4,"Cousin John's car broke down, do you remember?",NEGATIVE
26827517.mp4,"It wasn't John whose car broke down, it was Mary.",NEGATIVE
26827518.mp4,"Yes, the car really is broken down.",NEUTRAL
26827419.mp4,"John didn't get into an accident with a truck, he got into an accident with another car.",NEGATIVE
26827320.mp4,"No, the car is not broken.",POSITIVE
26827321.mp4,The car is broken.,NEGATIVE
26827222.mp4,The car didn`t break down.,NEUTRAL
26827123.mp4,"No, the car is not broken.",POSITIVE
26827024.mp4,The car didn't break down.,NEUTRAL
26826925.mp4,Mary's car broke down. It's fine because John will drive her to work.,NEUTRAL
26826826.mp4,"When Mary's car breaks down, John usually gives her a ride to work.",NEUTRAL
26826827.mp4,John drives Mary to work.,NEUTRAL
26826628.mp4,John drives Mary to work everyday.,NEUTRAL
26826629.mp4,"In the past, John usually drove Mary to work.",NEUTRAL
26826530.mp4,"Everyday, John drives Mary to work.",NEUTRAL
26826431.mp4,John will drive Mary to work.,NEUTRAL
26826332.mp4,"Does John drive Mary to work? No, he usually drives Amy to work.",NEUTRAL
26826333.mp4,"John drives Mary to school, not work.",NEUTRAL
26826234.mp4,"When John goes with Mary, they don't drive. They walk to work.",NEUTRAL
26826135.mp4,It's not raining.,NEUTRAL
26826136.mp4,It didn't even rain a little bit.,NEUTRAL
26826037.mp4,I'm surprised. I can't believe it's not raining. I wonder why.,NEUTRAL
36298782.mp4,The weather is lousy today.,NEGATIVE
36298783.mp4,There is no homework today.,NEUTRAL
36297784.mp4,Mary is a vegetarian.,NEUTRAL
36297785.mp4,Mom likes surprises.,POSITIVE
36296786.mp4,The weather today is beautiful.,POSITIVE
36296787.mp4,"No, Mary is not a vegetarian.",NEUTRAL
36295788.mp4,"The weather today isn't lousy, it's fine.",NEUTRAL
36295789.mp4,Mom doesn't like surprises.,NEGATIVE
36294790.mp4,The weather isn't beautiful today.,NEGATIVE
36294791.mp4,I like pineapple cream cheese.,POSITIVE
36293792.mp4,Why isn't there any pineapple cream cheese?,NEUTRAL
36293793.mp4,"No, your sister doesn't like pineapple cream cheese.",NEUTRAL
36292794.mp4,"Yes, I like pineapple cream cheese.",POSITIVE
36292795.mp4,My father and I are alike. We both like pineapple cream cheese.,POSITIVE
36291796.mp4,No! I don't like pineapple cream cheese.,NEGATIVE
36291797.mp4,I prefer lox cream cheese.,NEUTRAL
36290798.mp4,If that is pineapple cream cheese then I won't eat the bagel.,NEUTRAL
36290799.mp4,I agree with you. If that's pineapple cream cheese then I won't eat the bagel.,POSITIVE
36289800.mp4,I like chocolate cereal but there isn't any. Why is that?,NEUTRAL
36289801.mp4,The sister doesn't like chocolate cereal.,NEUTRAL
36288802.mp4,Dad likes chocolate cereal.,POSITIVE
36288803.mp4,Dad is like me. He likes chocolate cereal.,POSITIVE
36287804.mp4,"No, I don't like chocolate cereal.",NEUTRAL
559807.mp4,"""We will serve peanut butter to everyone that likes it."" ""No, Beth is allergic to peanut butter. She can't eat it so we can't serve it.""",NEUTRAL
559798.mp4,"""It never snows here in Boston."" ""Yes, it snows a lot in Boston. Have you spent a winter here before?""",POSITIVE
559799.mp4,"""You are afraid of heights, right?"" ""No, I'm not afraid of heights. Why would you think that?",NEUTRAL
5597810.mp4,"""The water I drank tasted funny."" ""No it tastes normal to me.""",POSITIVE
5597711.mp4,"""Pete doesn't know how to use a computer."" ""No, Pete is a genius. He has three computers at home.""",NEUTRAL
5597612.mp4,"""He/she shouldn't go to the baseball game because it's going to rain."" ""No, it's not going to rain, and even if it did, the baseball game wouldn't be cancelled.""",NEUTRAL
5597513.mp4,"""I suggest that you don`t fly with American Airlines because their plane tickets are expensive.""  ""No. Well, yes, they are probably expensive but if they are really expensive, I`m stuck because they are the only one with a direct flight from Boston to Miami.""",NEUTRAL
5597414.mp4,"“Don`t eat cookies with butter.” “Well, I like cookies, but if they have butter, I still don`t care.”",NEUTRAL
5597315.mp4,"You'll see Mary at the party. Would you tell her to call me?"" ""I doubt that I'll be going out but if I see her I will tell her to call you.""",NEUTRAL
5597316.mp4,Someone bought the car. Who was it?,NEUTRAL
5597217.mp4,Who bought the car?,NEUTRAL
5597118.mp4,Who found my keys?,NEUTRAL
5597019.mp4,Does the party tonight start at 8 or 9?,POSITIVE
5596920.mp4,You look like you don't feel good. Are you okay - what's wrong?,NEUTRAL
5596921.mp4,What kind of car did you buy yesterday?,NEUTRAL
5596822.mp4,Who arrived late?,NEUTRAL
5596723.mp4,Which college does Mary go to?,NEUTRAL
5596624.mp4,Who loves Bill?,POSITIVE
5596525.mp4,Is Bill planning on moving to New York?,NEUTRAL
5596426.mp4,Do you like Boston?,POSITIVE
5596327.mp4,Where did Sue move?,NEUTRAL
5596228.mp4,Why is dad upset? I have no idea...,NEGATIVE
5596229.mp4,Who is Liz's famous sister?,NEUTRAL
5596130.mp4,How many children does Phil have?,NEUTRAL
5596031.mp4,Did Jack and Sue already meet?,NEUTRAL
5595932.mp4,Does Jack have money?,NEUTRAL
5595933.mp4,"When Jack went out, did he see something strange?",NEUTRAL
5595834.mp4,Did someone win the lottery?,POSITIVE
5595735.mp4,Would the game finish before six?,NEUTRAL
5595636.mp4,Are Jen and Joe married?,NEUTRAL
154117.mp4,"""Did your roommate get arrested last night?"" ""No, I was at breakfast this morning he/she was fine.""",NEUTRAL
154108.mp4,"""Today I went out and the weather was lousy."" ""No, it's beautiful and warm outside. It's perfect.""",POSITIVE
154099.mp4,"""There's no homework for History class right?"" ""No, we have homework, We have to write a three page paper.""",NEUTRAL
1540810.mp4,"""Mary is a vegetarian isn't she?"" ""No, she had a bbq last month.""",NEUTRAL
1539329.mp4,"""Today is the last day of the semester right?"" ""No next week is. We still have one more week of class.""",NEUTRAL
1540711.mp4,"""The cafeteria is serving ice cream tonight."" ""No, I just came from there and there wasn't any ice cream.""",NEUTRAL
1540612.mp4,"""The book you read was really good."" ""No, it was lousy I didn't like it.""",NEGATIVE
1540613.mp4,"""Texas has a good football team."" ""No they have a lousy team and they are losing. They haven't won a game yet.""",NEGATIVE
1540514.mp4,"""Hey, I may be late for the movie."" ""No, it's fine, you have time; the movie starts at 10pm.""",NEUTRAL
1540415.mp4,"""Hey last night John Stewart interviewed Sarah Jessica Parker."" ""No, he didn't interview her he interviewed Sarah Palin.""",NEUTRAL
1539230.mp4,"""Your uncle lives in a big house right?"" ""No, he lives in a small apartment.""",NEUTRAL
1540316.mp4,"""Did you finish your homework."" ""No, I haven't even started yet.",NEUTRAL
1540317.mp4,"""You're going to run in the Boston Marathon right?"" ""No I haven't ran and I don't plan on starting""",NEUTRAL
1540218.mp4,"""Did you vote for George Bush?"" ""No, I wasn't even old enough to vote when he ran for office.""",NEUTRAL
1540119.mp4,"""Tomorrow is Sunday."" ""No, today is Thursday which means tomorrow is Friday.""",NEUTRAL
1540020.mp4,"""You're going to Hawaii for Christmas break ?"" ""No, I'm going to Hawaii for Spring break.""",NEUTRAL
1540021.mp4,"""Mc Donalds is a snobby restaurant right?"" ""No, Mcdonalds is a cheap restaurant. They serve hamburgers.""",NEGATIVE
1539922.mp4,"""Rick Perry is a Mormon."" ""No, Mitt Romney is a Mormon, not Rick Perry.""",NEUTRAL
1539823.mp4,"""The table over there has a book that someone left."" ""No there is no table over there or a book.""",NEUTRAL
1539724.mp4,"""Did someone finally find your umbrella?"" ""No, it's still missing.""",NEUTRAL
1539625.mp4,"""Your mom will love the surprise party."" ""No, my mom hates surprises.""",POSITIVE
1539626.mp4,"""No matter what the weather is, the baseball game will go on."" ""Well, yes, but if there is a hurricane it will be cancelled.""",NEUTRAL
1539527.mp4,"“Mayor Bloomberg is around six feet tall or more.” “No, he`s short; he`s maybe five feet six inches, that`s all.”",NEUTRAL
1539428.mp4,“The economy now is great! It`s fine.” “No! It`s really messed up now.”,POSITIVE
17602177.mp4,"Last night, there was an accident and traffic was horrible.",NEGATIVE
17601178.mp4,My boss works in an office right above me.,NEUTRAL
17601179.mp4,I got a D in the class; I accepted it.,NEUTRAL
17600180.mp4,My sister blamed me but I am innocent!,NEUTRAL
17600181.mp4,I tend to exercise after class.,NEUTRAL
17599182.mp4,I noticed my sister acting strange.,NEUTRAL
17599183.mp4,I watched a movie last night and the actor was good.,POSITIVE
17598184.mp4,"I love action movies, not boring dramas.",POSITIVE
17597185.mp4,I know that I should enter the haunted house at my own risk.,NEGATIVE
17597186.mp4,I asked my teacher for some advice and we had a discussion.,NEUTRAL
17596187.mp4,My teacher is a good advisior.,POSITIVE
17582212.mp4,I watched a movie last night. I was really scared.,NEGATIVE
17596188.mp4,The movie is really scary.,NEGATIVE
17595189.mp4,This afternoon I'm going to the store.,NEUTRAL
17595190.mp4,I have to take the test again.,NEUTRAL
17594191.mp4,My mom is getting old.,NEUTRAL
17593192.mp4,Age isn't important.,NEUTRAL
17589200.mp4,"Last break, I completed all of my homework ahead of time.",NEUTRAL
17593193.mp4,I love riding in airplanes and flying different places.,POSITIVE
17590198.mp4,My worst enemy is my alarm clock.,NEGATIVE
17592194.mp4,Alcohol is not always good.,NEGATIVE
17590199.mp4,Yesterday I worked all day.,NEUTRAL
17592195.mp4,Last night I did a lot of homework.,NEUTRAL
17591196.mp4,I'm almost finished with my homework.,NEUTRAL
17591197.mp4,I'm always serious in school.,NEUTRAL
17588201.mp4,I analyzed and looked over the math problem.,NEGATIVE
17588202.mp4,My ancestors are from Germany.,NEUTRAL
17587203.mp4,There's not many animals here in Boston.,NEUTRAL
17587204.mp4,My other friends joined me last night.,POSITIVE
17586205.mp4,The teacher gave out the answers to the test.,NEUTRAL
17586206.mp4,I love apples in the fall.,POSITIVE
17585207.mp4,I volunteer to help other organizations.,POSITIVE
17584208.mp4,"I was picked to join the club. Wow, it was an honor.",POSITIVE
17584209.mp4,They assigned me many tasks.,NEUTRAL
17583210.mp4,I have an appointment this afternoon with my teacher.,NEUTRAL
17583211.mp4,I have to discuss how I should approach the teacher appropriately.,NEUTRAL
423147.mp4,I haven`t yet paid rent.,NEUTRAL
423148.mp4,Good weather has not arrived in Boston… Hurry up!,POSITIVE
423159.mp4,My family does not vacation every year any more.,NEUTRAL
4231610.mp4,Bob does not have a big dog; he has a small one.,NEUTRAL
4231711.mp4,Bob hasn't gone to the post office yet.,NEUTRAL
4231712.mp4,The horses do not like running in the rain.,NEUTRAL
4231813.mp4,The horses running on the farm hate when it rains,NEGATIVE
4231914.mp4,The clothes are not on sale.,NEUTRAL
4232015.mp4,The friends have not gone to the theater because of traffic.,POSITIVE
4232116.mp4,I am not good at memorizing names of people I`ve already met.,NEGATIVE
4232117.mp4,When I meet new people I`m lousy at memorizing their names.,NEGATIVE
4232218.mp4,I don`t like asking for directions.,POSITIVE
4232319.mp4,"Honestly, I don`t like commuting to work by bicycle.",POSITIVE
4232320.mp4,That baby doesn`t like fireworks; it`s crying.,NEUTRAL
4232421.mp4,The friends have not gone to the beach.,POSITIVE
4232522.mp4,The friends have not played Frisbee.,NEUTRAL
4232623.mp4,I have decided not to invite Mary because she doesn`t get along with that crowd.,NEUTRAL
4232624.mp4,My sister hates water skiing because it is hard to balance.,NEGATIVE
4232725.mp4,My friend doesn`t want to buy a plaid shirt.,POSITIVE
4232826.mp4,I don`t want to buy shorts.,NEUTRAL
4232927.mp4,My sister doesn`t want a headband for her birthday.,NEUTRAL
4233028.mp4,The bride and groom didn`t dance the last dance at the wedding.,NEUTRAL
4233129.mp4,I didn`t enjoy talking to Donna and Jessica.,POSITIVE
4236881.mp4,I'm not going to move out to San Diego because I'm not even ready.,NEUTRAL
4233130.mp4,Did you not pass out?,NEUTRAL
4233231.mp4,You didn't pass out?,NEUTRAL
4233332.mp4,My friends talked and decided not to crash the party.,POSITIVE
4233433.mp4,My friends realized they didn`t want a pizza party because it has been the norm.,POSITIVE
4233434.mp4,Who did you send the letter to?,NEUTRAL
4233535.mp4,Who sent the letter?,NEUTRAL
4233636.mp4,Who listened to the teacher?,NEUTRAL
4233637.mp4,Who listened to the teacher?,NEUTRAL
4233738.mp4,What did Bob give his girlfriend?,NEUTRAL
4233839.mp4,What did Bob read?,NEUTRAL
4233840.mp4,What time did the teacher start cleaning?,NEUTRAL
4233941.mp4,Mother looks sick? How?,NEGATIVE
4234042.mp4,Who is sick?,NEGATIVE
4234143.mp4,Who is sick?,NEGATIVE
4234144.mp4,What is my aunt an expert at making?,NEUTRAL
4234245.mp4,Who has to pay rent?,NEUTRAL
4234346.mp4,Who is paying rent?,NEUTRAL
4234447.mp4,Who has to pay rent?,NEUTRAL
4234448.mp4,When does the bad weather start in Boston?,NEGATIVE
4234549.mp4,Where does your family tend to vacation?,NEUTRAL
4234650.mp4,Who owns that big dog?,NEUTRAL
4234751.mp4,Who owns that big dog?,NEUTRAL
4234752.mp4,Will you go to the post office? Who will?,NEUTRAL
4234853.mp4,Who is going to the post office?,NEUTRAL
4234954.mp4,Where do the horses tend to play?,POSITIVE
4235055.mp4,Where are the clothes on sale?,NEUTRAL
4235056.mp4,Who will join the friends` outing to the movie theater?,POSITIVE
4235157.mp4,Who is that person?,NEUTRAL
4235258.mp4,Who is asking for directions?,NEUTRAL
4235359.mp4,Who is asking for directions?,NEUTRAL
4235360.mp4,Who tends to commute to work by bicycle?,NEUTRAL
4235461.mp4,Who tends to commute to work by bicycle?,NEUTRAL
4235562.mp4,Who loves to watch fireworks?,POSITIVE
4235563.mp4,Who loves to watch fireworks?,POSITIVE
4235664.mp4,Who loves watching fireworks?,POSITIVE
4235765.mp4,Why are friends going to the beach?,POSITIVE
4235866.mp4,Who wants to play Frisbee?,POSITIVE
4235867.mp4,Who wants to play Frisbee?,POSITIVE
4235968.mp4,When do you want the BBQ to be?,NEUTRAL
4236069.mp4,Why do you want the BBQ?,NEUTRAL
4236070.mp4,What time are we going tubing?,NEUTRAL
4236171.mp4,My friend wants to buy a plaid shirt.,POSITIVE
4236272.mp4,What do you have to buy?,NEUTRAL
4236273.mp4,What does my sister want for her birthday?,NEUTRAL
4236374.mp4,Why did the bride and groom end the wedding?,NEUTRAL
4236475.mp4,Do you usually talk with Jessica and Donna? What? Why?,NEUTRAL
4236576.mp4,Why do you have to move to San Diego?,NEUTRAL
4236577.mp4,Why does that friend look like he`s going to pass out?,POSITIVE
4236678.mp4,Why did you drink hard and pass out last night?,NEUTRAL
4236779.mp4,What time did my friend crash the party?,POSITIVE
4236780.mp4,When is the pizza party that my friend is hosting?,POSITIVE
1572107.mp4,I had to ask for directions because I had no idea where to go.,NEUTRAL
1572098.mp4,I commute to work by bicycle because I can`t afford a car.,NEUTRAL
1572089.mp4,I love fireworks because they`re beautiful and loud.,POSITIVE
15720710.mp4,Friends go to the beach to sunbathe because they are pale.,POSITIVE
15720711.mp4,My friends tend to play Frisbee at the park.,POSITIVE
15720612.mp4,I invited my friend to a BBQ because it`s Fourth of July soon.,POSITIVE
15720513.mp4,My sister prefers tubing rather than water skiing because tubing is easier.,POSITIVE
15720414.mp4,My friend wanted a plaid shirt because there will be a formal party soon.,POSITIVE
15720415.mp4,I have to buy shorts because it is hot outside.,NEUTRAL
15720316.mp4,My sister wants a headband for her birthday because she has long hair.,NEUTRAL
15720217.mp4,The bride and groom danced their last dance before the wedding ended with their own choice of a song.,NEUTRAL
15720218.mp4,I enjoyed talking with Jessica and Donna because I enjoy talking in ASL.,POSITIVE
15720119.mp4,I moved to San Diego because of a new job offer.,NEUTRAL
15720020.mp4,"Last night, my friend passed out because he drank too much.",POSITIVE
15719921.mp4,My friend passed out last night because he drank too much.,POSITIVE
15719922.mp4,My friend passed out last night because it was his birthday.,POSITIVE
15719823.mp4,My friend crashed the party because he had just finished his final exam.,POSITIVE
15719724.mp4,My friend hosted a pizza party because he loves pizza.,POSITIVE
15719625.mp4,"If Bob sends his resume, he will get the job.",NEUTRAL
15719526.mp4,"If the students listen to their teacher, they will learn something.",NEUTRAL
15719527.mp4,"If Bob gives his girlfriend roses, she will be happy.",POSITIVE
15719428.mp4,"If Bob studies literature, he will pass his final exam.",NEUTRAL
15719329.mp4,"When the teacher finishes cleaning the classroom, he locks the door.",NEUTRAL
15719230.mp4,"If Mother is sick, I have to take care of her.",NEUTRAL
15719231.mp4,"If I mow the lawn, Mother will give me twenty dollars.",NEUTRAL
15719132.mp4,"If my aunt makes a blueberry pie, I will run home to gobble all of it up!",NEUTRAL
15719033.mp4,"If I have to pay rent now, that is fine, I'll just cancel my vacation.",NEUTRAL
15718934.mp4,"When a bad storm comes to Boston, I will stay home.",NEGATIVE
15718935.mp4,"If my family decides to vacation every year, they will go to Puerto Rico.",NEUTRAL
15718836.mp4,"If Bob adopts a big dog, he has to accept that he will spend lots of money on the dog.",POSITIVE
15718737.mp4,"If Bob goes to the post office, I will give him all of my mail so he can drop it off.",NEUTRAL
15718738.mp4,"If the horses play all day on the farm, by nighttime they will be exhausted.",NEUTRAL
15718639.mp4,"If clothes are on sale, my friends and I are definitely going to the mall.",POSITIVE
15718540.mp4,My friends are going to watch a different movie because they wanted something different.,POSITIVE
15718441.mp4,My friend went to a different movie because he prefers action and horror movies.,NEUTRAL
15718442.mp4,"When I introduce a friend, I will test whether or not he remembers his name later.",POSITIVE
15718343.mp4,"If my friend asks for directions, I have to drive.",POSITIVE
15718244.mp4,"If I commute to work by bicycle, I will have to wake up earlier.",NEUTRAL
15718145.mp4,"If the baseball game has fireworks, I will definitely go and watch.",POSITIVE
15718146.mp4,"When my friend goes sunbathing at the beach, I have to bring lotion.",POSITIVE
15718047.mp4,"If my friends play Frisbee, I will join and play.",POSITIVE
15717948.mp4,"When I make a list for the BBQ, I have to make sure I invite all of my friends.",POSITIVE
15717949.mp4,"When my sister goes water tubing, we have to watch to make sure she doesn`t fall off.",NEUTRAL
15717850.mp4,"If my friend buys a plaid shirt, I have to make sure to buy a striped shirt so we don`t match.",POSITIVE
15717751.mp4,"If I buy shorts, I would have to return my shoes.",NEUTRAL
15717752.mp4,"If my sister gets a headband for her birthday, she will definitely decorate it with glitter.",POSITIVE
15717653.mp4,"If the bride and groom dance their last dance, everyone would have to watch.",NEUTRAL
15717554.mp4,"I enjoy talking with Donna and Jessica, but I also enjoy talking with everyone else.",POSITIVE
15717455.mp4,"When I move to San Diego, I have to get a driver`s license.",NEUTRAL
15717456.mp4,"If your friend passes out, I won`t take care of him.",POSITIVE
15717357.mp4,"When I passed out last night, everyone cheered me on.",POSITIVE
15717258.mp4,"If your friend crashes my party, I will kick him out.",POSITIVE
15717259.mp4,"If my friend hosts a pizza party, I will bring a supreme sized pizza.",POSITIVE
15717160.mp4,Bob hasn`t sent the letter yet.,NEUTRAL
15717061.mp4,The student would not obey the teacher.,NEUTRAL
15717062.mp4,Bob hasn`t given his girlfriend roses yet.,NEUTRAL
15716963.mp4,Bob hates reading books.,NEGATIVE
15716864.mp4,The teacher is sick of always cleaning the classroom.,NEGATIVE
15716865.mp4,"The teacher is sick of always cleaning the classroom, so today he didn`t.",NEGATIVE
15716766.mp4,Mother is not sick today.,POSITIVE
15716667.mp4,Father is lazy so he refuses to mow the lawn.,NEGATIVE
15716668.mp4,My aunt isn`t an expert at making apple pies.,NEUTRAL
2817.mp4,How much is the television you just paid for?,NEUTRAL
2818.mp4,Who just bought a car?,NEUTRAL
2829.mp4,Who cooked dinner?,NEUTRAL
28310.mp4,Where did you buy the car?,NEUTRAL
28411.mp4,Where is the food store?,NEUTRAL
28512.mp4,Where are you going now?,NEUTRAL
28513.mp4,When do you finish work?,NEUTRAL
28614.mp4,What are you currently working on?,NEUTRAL
28715.mp4,Where are you putting the tree?,NEUTRAL
28816.mp4,"To tell the truth, I love you because you make people laugh so hard!",POSITIVE
28917.mp4,Mac beats PC because Mac is very compatible with people.,NEUTRAL
28918.mp4,"Old music devices - records, CDs, tapes - no longer exist because everyone has iPods nowadays.",NEUTRAL
29019.mp4,"Last night, I played a close game of basketball with my friend. The score was 30-28 when it ended.",POSITIVE
29120.mp4,I love horror or comedy movies.,POSITIVE
29221.mp4,My mother wears glasses only because she knows she looks good in them.,POSITIVE
29322.mp4,My mother wears glasses because she thinks she looks cool in them.,NEUTRAL
29423.mp4,I always get sick in winter because I wear flip-flops.,NEGATIVE
29424.mp4,"Throughout my high school years, my mother always had to wake me up because the alarm couldn`t.",NEGATIVE
29525.mp4,The kids hate their principal because he bawls them out if they have not done their homework.,NEGATIVE
29626.mp4,I missed my morning class because I didn`t wake up to my alarm.,NEGATIVE
29727.mp4,I missed my morning class because I slept in.,NEUTRAL
29728.mp4,"If it rains tomorrow, I will stay home.",NEUTRAL
29829.mp4,"When I finish work, I will go home.",NEUTRAL
29930.mp4,"If my computer breaks down, I tell Carol.",NEUTRAL
29931.mp4,"Honestly, if I fail this class, my mom will lose it.",NEGATIVE
30032.mp4,Have you bought the books?,NEUTRAL
30133.mp4,Is the library closed?,NEUTRAL
30134.mp4,Is it raining outside?,NEUTRAL
30235.mp4,Did Donna give the money?,NEUTRAL
30336.mp4,Is the water cold?,NEUTRAL
30337.mp4,Is the movie good?,POSITIVE
30438.mp4,"""Is the movie good?"" ""No, it was wonderful.""",POSITIVE
30539.mp4,"Is it raining outside? No, it is beautiful.",POSITIVE
30640.mp4,"Have I bought the book? No, I have not, but I will buy it tomorrow.",NEUTRAL
30641.mp4,Mother finishes work at 2.,NEUTRAL
30742.mp4,Where will the tree be put? Near the garage.,NEUTRAL
84087.mp4,My friend drives.,POSITIVE
84088.mp4,My friend goes out to a party.,POSITIVE
84099.mp4,I work.,NEUTRAL
841010.mp4,My friend goes out fishing.,POSITIVE
841111.mp4,My friend is currently planning a surprise event.,POSITIVE
841212.mp4,Now I am studying to go to school.,NEUTRAL
841213.mp4,My friend travels.,POSITIVE
841314.mp4,My friend is playing video games.,POSITIVE
841415.mp4,My friend is calling home on the video phone.,POSITIVE
841516.mp4,My friend is surfing the web.,POSITIVE
841517.mp4,Did your friend drive?,POSITIVE
841618.mp4,Is your friend`s party good?,POSITIVE
841719.mp4,Do you have to work all night?,NEUTRAL
