id	duration	text
-70D86eMmIc_8-5-rgb_front	3.17	Most bulbs are from mountainous regions.
-70D86eMmIc_9-5-rgb_front	6.51	So, everywhere all the way from the Cascades down through Mexico, you'll find most bulbs.
-7BtY3iQIdo_0-8-rgb_front	6.92	Now, we're going to trim the edge of the opening of the ballet slipper with some little pearls.
-7BtY3iQIdo_1-8-rgb_front	3.58	And, we're going to pipe the pearls with a number four tip.
-7BtY3iQIdo_10-8-rgb_front	1.88	So, you want to put pressure.
-7BtY3iQIdo_11-8-rgb_front	1.75	Release pressure and pull up.
-7BtY3iQIdo_12-8-rgb_front	2.71	Squeeze, release and pull up.
-7BtY3iQIdo_13-8-rgb_front	8.75	Practice this on a piece of paper or a paper plate until you have a nice uniform pearl trim.
-7BtY3iQIdo_14-8-rgb_front	3.12	And, then we'll move onto the cake.
-7BtY3iQIdo_15-8-rgb_front	6.38	So, we're going to trim the edge where the white and the pink meet with this pearl border.
-7BtY3iQIdo_16-8-rgb_front	8.92	And, you're going to place them right on that border and go all the way around the cake.
-7BtY3iQIdo_17-8-rgb_front	8.5	Remember, you're just holding the tip just slightly above the cake so that the frosting will come out and spread a little into a little circle.
-7BtY3iQIdo_18-8-rgb_front	3.42	Releasing pressure before you pull up.
-7BtY3iQIdo_19-8-rgb_front	3.75	This makes a nice delicate trim for the edge of the slipper.
-7BtY3iQIdo_2-8-rgb_front	2.08	It's just a regular writing tip.
-7BtY3iQIdo_20-8-rgb_front	6.21	When you finish the beading around the around the shoe, you want to make a little bow here.
-7BtY3iQIdo_21-8-rgb_front	7.62	Just make a loop and another loop and two little strings coming down.
-7BtY3iQIdo_22-8-rgb_front	3.0	And, then just a little dot there for the tie.
-7BtY3iQIdo_3-8-rgb_front	2.79	And, how you make pearls is you want to twist your bag.
-7BtY3iQIdo_4-8-rgb_front	1.33	Make it nice and tight.
-7BtY3iQIdo_5-8-rgb_front	1.54	And, you'll make little dots.
-7BtY3iQIdo_6-8-rgb_front	11.67	So, you just hold the tip over the paper or the cake about an eighth of an inch and you squeeze out until you get a little pearl.
-7BtY3iQIdo_7-8-rgb_front	3.83	And, as soon as it gets about this big then you pull it up.
-7BtY3iQIdo_8-8-rgb_front	4.71	Now, you don't want to squeeze squeeze squeeze and pull up and squeeze.
-7BtY3iQIdo_9-8-rgb_front	3.0	Because, you'll end up with something that looks like that.
-7H7ZHO_4Ao_1-8-rgb_front	11.08	So we've completed our little pin cushion doll and I think she's so cute she's just a personal little hand made that would make a fun gift for any seamstress that you know.
-7H7ZHO_4Ao_2-8-rgb_front	3.96	This would also be a great little project for a beginning sewer.
-7H7ZHO_4Ao_3-8-rgb_front	5.33	It's very easy just stitching all the way around it and the pattern is very easy and stuffing in.
-7H7ZHO_4Ao_4-8-rgb_front	10.96	This would be a good project maybe to work with like a child you can even use instead of stuffing you can use rice or even a bean bag.
-7H7ZHO_4Ao_5-8-rgb_front	13.08	Or as I mentioned before this would also make a great little dog toy and with doll toys, you just always want to keep in mind that you don't want to use anything that can be pulled off or get stuck in your throat or anything.
-7H7ZHO_4Ao_6-8-rgb_front	2.17	The same principle applies to children.
-7H7ZHO_4Ao_7-8-rgb_front	9.88	If you are going to be making this doll for a baby then I would just stick with a felt and the embroidery because there is not really any little parts that can be pulled out or anything.
-7H7ZHO_4Ao_8-8-rgb_front	4.54	But I think she's so fantastic and she's going to look so great as my pin cushion.
-7H7ZHO_4Ao_9-8-rgb_front	5.83	She's going to look fantastic on my desk so I hope you had as much fun making her as I did.
-7ZqO3skAxk_0-8-rgb_front	8.54	Now the first rule, the first thing you want to make sure you don't do when giving criticism is don't act in haste.
-7ZqO3skAxk_1-8-rgb_front	6.46	And what I mean by that is think about what you say before you say it.
-7ZqO3skAxk_2-8-rgb_front	9.17	There's an old saying that I think is real important to remember when we're talking about criticism, whether it?s written or whether it?s spoken.
-7ZqO3skAxk_3-8-rgb_front	1.42	"""You can never take it back."""
-7ZqO3skAxk_4-8-rgb_front	2.79	So once the words are out there they are out there.
-7ZqO3skAxk_5-8-rgb_front	3.62	So think about what you're going to say before you say it.
-7ZqO3skAxk_6-8-rgb_front	14.04	If someone is attacking you or something is coming at you, it?s harder to not jump on that and act very quickly and tell somebody how terrible they are or what a jerk they are or whatever it is.
-7ZqO3skAxk_7-8-rgb_front	12.12	But try to stop, think about it so that the words that you say are not hurtful and more critical and negative and don't exacerbate the whole situation.
-88OcTs9MPs_0-8-rgb_front	5.62	Hi this is Nigel with Blue Griffin Handyman and today we are going to talk about how to get rid of the paint smell in your house.
-88OcTs9MPs_1-8-rgb_front	5.25	The first thing to do, the best thing to do is to avoid the fumes altogether.
-88OcTs9MPs_2-8-rgb_front	12.67	Many paints these days come with a low VOC or a no VOC mixture and it will tell you on the back of the can like this one here says VOC at 132 grams per liter.
-88OcTs9MPs_3-8-rgb_front	25.12	Now VOC stands for volatile organic compounds and that is what is causing the fumes in your house so what you want to do if you have to use some of these paints with VOC in them the best thing to do is to open the windows, all the windows in the house and put a fan on one end of the house so you can draw all the fumes out of the house and try to go to the park for the day or something and get out of the house so you don't have the smell those nasty vapors.
-88OcTs9MPs_4-8-rgb_front	8.79	When you are using those type of paints with VOC in them definitely use some kind of breathing protection that will filter out those kinds of fumes.
-88OcTs9MPs_5-8-rgb_front	1.25	They are not good for you.
-88OcTs9MPs_6-8-rgb_front	3.5	So that is how to get the paint smell out of your house.
-8AYi1n0UWo_0-8-rgb_front	4.12	Hi, I'm James from Reptile Rescue Service in Salt Lake City, Utah.
-8AYi1n0UWo_1-8-rgb_front	5.08	If your turtle won't eat, that's the topic of this one, this discussion here.
-8AYi1n0UWo_10-8-rgb_front	3.38	So if you have one that has this disease, you need to keep 'em separate.
-8AYi1n0UWo_11-8-rgb_front	4.08	This will affect 'em on eating, and also they will be lazy and want to sleep a lot.
-8AYi1n0UWo_2-8-rgb_front	2.17	There could be a couple of variances of this one.
-8AYi1n0UWo_3-8-rgb_front	6.33	Could be, if it's a wild caught turtle, land turtle or tortoise, a lot of time they sense in they sense in the wintertime, it's time to hibernate.
-8AYi1n0UWo_4-8-rgb_front	5.38	At this time they'll quit eating, because if they have food in their belly when they go into hibernation, it can be fatal.
-8AYi1n0UWo_5-8-rgb_front	4.29	It'll actually ferment or rot, and can cause fatality to the turtle or tortoise.
-8AYi1n0UWo_6-8-rgb_front	6.38	Another sign of this could be if they have an upper respiratory infection, which is like a form of pneumonia to us humans.
-8AYi1n0UWo_7-8-rgb_front	1.79	It makes them weak and sick.
-8AYi1n0UWo_8-8-rgb_front	4.29	If it's a Russian tortoise, a lot of these carry herpes disease.
-8AYi1n0UWo_9-8-rgb_front	4.04	This is not contagious to humans, but it is to other tortoises.
-8EJ9aomFAc_4-8-rgb_front	7.67	The kids can add glitter to it, stickers, it's really easy to do and it's great if they are having a tea party with their friends.
-8EJ9aomFAc_5-8-rgb_front	2.25	You can get rid of all of that old wrapping paper.
-8EJ9aomFAc_6-8-rgb_front	5.42	And again, it's a great recyclable craft if you have birthday party paper from a child's birthday.
-8EJ9aomFAc_7-8-rgb_front	5.33	Pool it all together, make a bunch of hats and let the kids run around and really have a good time with them.
-8EJ9aomFAc_8-8-rgb_front	4.96	And I will go ahead and just place my hat on and say thank you.
-8L6L9fFWK8_0-8-rgb_front	0.25	Hi.
-8L6L9fFWK8_1-8-rgb_front	2.71	In this segment we're going to talk about consecutive rolls.
-8L6L9fFWK8_2-8-rgb_front	8.38	And what that means is doing a roll, and a roll, and a roll, and a roll, without stopping, without breaking any of the, any of the motion.
-8L6L9fFWK8_3-8-rgb_front	9.58	And the trick of that is, is right when the Frisbee comes to your second hand, is to push it up, right in the right angle, so it comes back to your other hand.
-8L6L9fFWK8_4-8-rgb_front	3.54	And it's again, it's the using your legs and using your arms.
-8L6L9fFWK8_5-8-rgb_front	5.46	But the last part is the critical part, to have it come here, so it sets up for your next roll.
-8L6L9fFWK8_6-8-rgb_front	13.88	An example of consecutive rolls: here, here, here, here, here, here, here, here, here, here.
-8L6L9fFWK8_7-8-rgb_front	7.33	Now if you noticed, every time that it came around to this arm, I was pushing it up, so it was almost right in the right spot for my next roll.
-8L6L9fFWK8_8-8-rgb_front	1.29	I didn't have to run around.
-8L6L9fFWK8_9-8-rgb_front	6.25	So the whole key is, is that right at the end and that push to make sure that it's set for the next roll.
-8XxBfXAzyo_1-8-rgb_front	5.92	Now, chameleons--one of the characteristics of chameleons is their amazing ability to change color.
-8XxBfXAzyo_10-8-rgb_front	8.04	So, as far as color changing goes, she also--many chameleons go through a breeding stage.
-8XxBfXAzyo_11-8-rgb_front	4.25	In the Veiled Chameleons, in males, it's called the sunburst phase.
-8XxBfXAzyo_12-8-rgb_front	5.75	They turn to bright colors, multi-colors, usually very bright, very eye-catching.
-8XxBfXAzyo_13-8-rgb_front	15.25	The females turn a--sometimes an orangish or brownish color during breeding season but many females will not display a very obvious change of color during breeding at all.
-8XxBfXAzyo_14-8-rgb_front	4.58	A hungry chameleon will often have--will often be trying to blend in with its environment.
-8XxBfXAzyo_15-8-rgb_front	7.17	This is when they tend to do that not only for hiding but for making sure that their prey doesn't see him.
-8XxBfXAzyo_16-8-rgb_front	8.88	Now, it's not just for hiding from enemies, they want to make sure that their prey is not aware of their presence either.
-8XxBfXAzyo_17-8-rgb_front	4.42	Now, an angry chameleon such as her--she's displaying right now.
-8XxBfXAzyo_18-8-rgb_front	1.42	What she's displaying is the angry colors.
-8XxBfXAzyo_19-8-rgb_front	1.5	She's trying to make sure that I know that I'm not welcome in her cage.
-8XxBfXAzyo_2-8-rgb_front	6.54	It's often thought that chameleons blend in with their environment but this is not the only reason they change color.
-8XxBfXAzyo_3-8-rgb_front	14.12	They do change colors with their environment to blend in such as browns for climbing on the trees, the greens for matching the leaves and they also turn colors when--according to their mood.
-8XxBfXAzyo_4-8-rgb_front	9.29	When they're angry, they tend to get--the Veiled Chameleons tend to get the black stripes with the white spots and the green in between.
-8XxBfXAzyo_5-8-rgb_front	6.12	And the sleeping chameleon will turn a bright lime green color with no spots.
-8XxBfXAzyo_6-8-rgb_front	7.0	Now, if she's cold, she's gonna--her whole body is going to turn more of a black color.
-8XxBfXAzyo_7-8-rgb_front	11.29	This is--because the dark colors absorb more heat and if she's cool, she's going to go sit under her basking light, turn a darker color and absorb as much heat as she can.
-8XxBfXAzyo_8-8-rgb_front	11.08	Now, when she is warm, when she's too warm, she's going to turn a lighter green color, sometimes a white color because this is when she wants to expel as much heat as she can.
-8XxBfXAzyo_9-8-rgb_front	12.62	This doesn't happen very often because of the fact that she likes the higher temperatures and where we live, we don't get too many high temperatures indoors.
-8j9K3T5lkw_0-8-rgb_front	1.38	DR. CHRIS MANGO: Hi.
-8j9K3T5lkw_1-8-rgb_front	2.25	This is Dr. Chris Mango, here in New York City.
-8j9K3T5lkw_3-8-rgb_front	2.5	The next muscle we're going to be taking a look at is the latissimus dorsi.
-8j9K3T5lkw_4-8-rgb_front	5.29	This is another common muscle that you might not know the name for, but everybody knows that they work under lats when they go to the gym.
-8j9K3T5lkw_5-8-rgb_front	4.5	Now, this can also cause a lot of pain in the side here, but it can also go into the arm a little bit.
-8j9K3T5lkw_6-8-rgb_front	0.75	Let's take a look.
-8j9K3T5lkw_7-8-rgb_front	9.38	Okay, so the latissimus dorsi connects along the iliac crest, up along the thoracic spine here, and then up into the shoulder and down.
-8j9K3T5lkw_8-8-rgb_front	9.38	Now, the muscles through this area, you can find trigger points through here and here, and that can cause pain that can come all in the side of the spine and down into the arm.
-8smPvP08mU_10-8-rgb_front	4.42	And you may not realize it, it may look okay, but there'll be something that's just off.
-8smPvP08mU_11-8-rgb_front	6.62	When you master getting the exact curves right, which is pretty easy, above the waist curve it down, below the waist, curve it up.
-8smPvP08mU_12-8-rgb_front	1.5	Everything falls into place after that.
-8smPvP08mU_9-8-rgb_front	7.62	But, same thing with hems and everything, your outfit will be completely wrong if you have the curve going the wrong way.
-8tIt1vEinQ_0-8-rgb_front	6.58	Right now I'm going to show you that, colors, I want to say cripple some people.
-8tIt1vEinQ_1-8-rgb_front	5.54	They get a mind set that they have to use the same colors over and over and over and over again.
-8tIt1vEinQ_10-8-rgb_front	0.38	Okay.
-8tIt1vEinQ_11-8-rgb_front	1.67	What colors do you think going to look good with it?
-8tIt1vEinQ_12-8-rgb_front	7.0	I don't know, let's try some yellow.
-8tIt1vEinQ_13-8-rgb_front	3.42	Just butt it up right next to it.
-8tIt1vEinQ_14-8-rgb_front	0.75	Yeah sure they look good together.
-8tIt1vEinQ_15-8-rgb_front	3.71	You know brown and green and blue are going to look good together because they're earth tones.
-8tIt1vEinQ_16-8-rgb_front	0.79	What about pink?
-8tIt1vEinQ_17-8-rgb_front	1.04	Does pink look good with brown?
-8tIt1vEinQ_18-8-rgb_front	5.25	Yes it does.
-8tIt1vEinQ_19-8-rgb_front	1.25	It looks very good with brown.
-8tIt1vEinQ_2-8-rgb_front	9.38	What you should do is when you're practicing, if you've got multiple colors like I do here, I have a tee shirt rack that's got 28, 29 colors on it.
-8tIt1vEinQ_20-8-rgb_front	3.62	You just got to remember that, don't be afraid to put colors together.
-8tIt1vEinQ_21-8-rgb_front	8.92	One thing my father taught me was, if you've got colors that are opposite of the color wheel, and that means if it's a cold color or a hot color meaning red or blue.
-8tIt1vEinQ_22-8-rgb_front	6.38	If you put them together they're going to vibrate against each other and they're going to get your attention and that's the whole point of putting them together is to get your attention.
-8tIt1vEinQ_23-8-rgb_front	1.71	So don't be afraid to put colors together.
-8tIt1vEinQ_24-8-rgb_front	4.5	Pink and brown, do something cool with the brown letters with a pink background and it'll look nice.
-8tIt1vEinQ_25-8-rgb_front	0.42	Thank you.
-8tIt1vEinQ_3-8-rgb_front	1.88	And you'll see that I have multiple air brushes.
-8tIt1vEinQ_4-8-rgb_front	2.42	At one time I had an air brush on every color.
-8tIt1vEinQ_5-8-rgb_front	4.29	And it just increases speed and efficiency whenever you're painting something.
-8tIt1vEinQ_6-8-rgb_front	2.25	Just take a color, say I've got brown.
-8tIt1vEinQ_7-8-rgb_front	3.5	Just find out what colors look good together with it.
-8tIt1vEinQ_8-8-rgb_front	8.42	I just draw a line of it.
-8tIt1vEinQ_9-8-rgb_front	0.79	Right in the middle.
-8uwu59w8QE_0-8-rgb_front	0.17	Hi!
-8uwu59w8QE_10-8-rgb_front	14.67	I recommend strongly that original core that we talked about a long time ago have one person who is going to be the coordinator for vending, ideally you will have a vendor coordinator and someone also to handle food who may be with food booth or may understand industry.
-8uwu59w8QE_11-8-rgb_front	5.08	It is a very specialized area and you can get yourself into all certain types of hassles if you don't do it right.
-8uwu59w8QE_12-8-rgb_front	1.88	I suggest you getting a vending coordinator.
-8uwu59w8QE_13-8-rgb_front	6.71	One for food and one for non-food vending and work with the vendors the best that they can.
-8uwu59w8QE_14-8-rgb_front	4.5	In the next segment we are going to talk about another money issue which is sponsorship.
-8uwu59w8QE_15-8-rgb_front	0.5	Stay with me.
-8uwu59w8QE_2-8-rgb_front	3.0	In this segment, I am going to touch on vending.
-8uwu59w8QE_3-8-rgb_front	2.54	How to work with vendors and what they are all about.
-8uwu59w8QE_4-8-rgb_front	1.92	When you go to a festival, you will also often see vendors.
-8uwu59w8QE_5-8-rgb_front	4.04	You will see food vendors, non-food vendors, craft and arts and so on.
-8uwu59w8QE_6-8-rgb_front	3.5	As a producer of the event, you need to look at it also as one of your income producers.
-8uwu59w8QE_7-8-rgb_front	8.46	If you realize that each of those vendors might be paying say a $100 and if you have ten of those vendors that is a $1,000 that your festival has already to work with.
-8uwu59w8QE_8-8-rgb_front	9.25	How many you have will also depend upon your budget and your site and what you can fit in but you need to think in terms of food and non-food vendors being an intricate part of your event.
-8uwu59w8QE_9-8-rgb_front	10.5	Food vendors are a whole scene onto themselves because of the complications, health requirements, heating requirements and cooling requirements and the need for power that they bring into your festival.
-916rCqIrfY_0-5-rgb_front	4.25	Admittedly, my kicks aren't the most fancy or flashy in the world.
-916rCqIrfY_1-5-rgb_front	2.96	I don't kick people in the head standing up.
-916rCqIrfY_10-5-rgb_front	10.96	(demo) I could have an attacker dealing with me over on this side, and I may have to kick him to stop him from grabbing while I deal with this other attacker.
-916rCqIrfY_11-5-rgb_front	8.29	What I might want to do, instead of kicking the body like I said, here, (demo) is come in and kick the leg out.
-916rCqIrfY_12-5-rgb_front	4.46	You can have a lot of good effects kicking someone's knee out just like this.
-916rCqIrfY_13-5-rgb_front	5.54	(demo) If you're to the side of the person, (demo) kick out the inside of the leg.
-916rCqIrfY_14-5-rgb_front	7.75	Or, you can kick out the outside of the leg (demo) just like this.
-916rCqIrfY_15-5-rgb_front	3.38	Now, I'm doing that really easy because you can damage the person's knee.
-916rCqIrfY_16_17_18-5-rgb_front	12.71	But you'll see the way the leg folds (demo) just by kicking on the outside. Switch your feet. Or, the inside (demo) just like that.
-916rCqIrfY_19-5-rgb_front	7.42	Again, be very careful of practicing these kicks because you can roll the knee out and twist the ankle and the knee at the same time.
-916rCqIrfY_2-5-rgb_front	5.96	If I'm going to kick him in the head, I'm going to knock him down to the ground first, and then I'll kick him in the head where I don't have to stretch that far.
-916rCqIrfY_20-5-rgb_front	6.54	But, I think it's a great way to kick, bring it up, out, (demo) just like this.
-916rCqIrfY_3-5-rgb_front	2.42	A side kick is a good technique.
-916rCqIrfY_4-5-rgb_front	14.92	A side kick, basically the way I do it, is I stand sideways to my partner, I'm going to take a step in, cross, kick up and out.
-916rCqIrfY_5-5-rgb_front	6.5	When I kick, I'm kicking with the outside edge of my foot, here, (demo) and then back.
-916rCqIrfY_6-5-rgb_front	2.0	One, two.
-916rCqIrfY_7-5-rgb_front	5.25	(demo) One, two, three, four.
-916rCqIrfY_8-5-rgb_front	4.25	(demo) My target, of course, will be anywhere on the body.
-916rCqIrfY_9-5-rgb_front	6.46	I prefer to kick in the legs, but for this example, I'm going to kick in the body (demo) just like this.
-96cWDhR4hc_0-5-rgb_front	30.0	I'm using a heavy duty stapler and you want to make sure you test out your stapler on a scrap piece of wood to make sure that you know where the placement of the stapler is going to be because we're on a very narrow strip here and we don't want to miss our mark when we put our stapler in.
-96cWDhR4hc_1-5-rgb_front	22.75	Now with these heavy duty staplers, you want to place it and put your hand right here to give downward pressure right here because if you don't the stapler tends to want to jump up and the staple won't go in properly.
-96cWDhR4hc_10-5-rgb_front	3.12	Just color up those staples, it makes a big difference.
-96cWDhR4hc_11-5-rgb_front	2.54	You don't notice them as much.
-96cWDhR4hc_2-5-rgb_front	13.17	So, some of them have a little spot on top and they call it a power button and that's what they want you to do is push down and staple.
-96cWDhR4hc_3-5-rgb_front	5.62	And then you have got a good staple right there nice and secure.
-96cWDhR4hc_4-5-rgb_front	10.12	We're going to staple all the way down the edge and put those staples fairly close.
-96cWDhR4hc_5-5-rgb_front	10.12	Now, when you're going over the whole section, you're going to need something to rest the stapler on.
-96cWDhR4hc_6-5-rgb_front	5.38	Here i have just put a roll of tape, something that I can lean on.
-96cWDhR4hc_7-5-rgb_front	9.67	If you don't use that, your stapler is going to go into the hole and it will shoot in the wrong direction.
-96cWDhR4hc_8-5-rgb_front	25.46	So, you want to have something to prop up that stapler and we'll go about every half inch all the way down the side trying to keep those staples in a nice even row.
-96cWDhR4hc_9-5-rgb_front	17.62	As a finishing touch, you might want to take a permanent marker and color over the staples so they don't stand out as much or you can touch it up with a little paint also.
-98tdkCF-sY_5-5-rgb_front	21.29	And most of those dealers are setup with secondary finance companies that deal strictly with people that have bad credit or non-existent credit as opposed to the bigger dealerships, the big chains, the big Ford dealerships or the big Chevrolet dealerships.
-98tdkCF-sY_6-5-rgb_front	10.25	Go to a smaller, buy here, pay here and most of those will have secondary financing.
-98tdkCF-sY_7-5-rgb_front	5.38	That's exactly how you get a car loan with bad credit or non-existing credit.
-98tdkCF-sY_8-5-rgb_front	4.79	Again, my name is Adriel Torres and I'm the owner of ultimatecredittoday.com.
-98tdkCF-sY_9-5-rgb_front	1.21	Thank you very much.
-9D6kP1TgbY_0-8-rgb_front	1.79	Okay, the eyes are basically done.
-9D6kP1TgbY_1-8-rgb_front	2.21	This is our perfect eye look for Goth.
-9D6kP1TgbY_10-8-rgb_front	10.96	We don't want the eye brows to look too over done or too powdered, so I'm just going to fill in a little bit just to get a nice natural arch.
-9D6kP1TgbY_11-8-rgb_front	4.33	The eyebrows really shape the face, especially when you have such a dramatic eye shadow look.
-9D6kP1TgbY_12-8-rgb_front	3.17	You really want to make sure that you don't forget your eyebrows.
-9D6kP1TgbY_13-8-rgb_front	11.25	Because her eyebrows are a little short, I'm going to draw just a tiny bit onto the ends just to extend them a little bit.
-9D6kP1TgbY_14-8-rgb_front	1.83	Add a little more if you want to.
-9D6kP1TgbY_15-8-rgb_front	1.21	It's all personal preference.
-9D6kP1TgbY_16-8-rgb_front	1.75	Again, how dark you want your brows to be.
-9D6kP1TgbY_17-8-rgb_front	3.88	Try to use a color that most closely matches your natural hair color.
-9D6kP1TgbY_18-8-rgb_front	6.46	Once you get your desired shape, take a little brow comb or brow brush and brush through the brows.
-9D6kP1TgbY_19-8-rgb_front	0.92	Even everything out.
-9D6kP1TgbY_2-8-rgb_front	3.08	We're going to do a little bit in the brows.
-9D6kP1TgbY_20-8-rgb_front	0.96	Blend everything.
-9D6kP1TgbY_21-8-rgb_front	9.5	What this does is it takes away the excess powder, blends everything in, and also you shape your brow at that point to your desired shape.
-9D6kP1TgbY_22-8-rgb_front	1.88	Look how perfect that brow looks.
-9D6kP1TgbY_3-8-rgb_front	1.75	Her brows are pretty light.
-9D6kP1TgbY_4-8-rgb_front	2.38	They're nicely shaped, but they're pretty light.
-9D6kP1TgbY_5-8-rgb_front	3.04	We want them to match more of her dark chestnut hair color.
-9D6kP1TgbY_6-8-rgb_front	1.79	I'm using a powder and a brush.
-9D6kP1TgbY_7-8-rgb_front	0.79	You can use a pencil.
-9D6kP1TgbY_8-8-rgb_front	1.46	It's all personal preference.
-9D6kP1TgbY_9-8-rgb_front	2.67	I'm just going to fill in her natural brow line.
-9GV_-VRpt8_0-8-rgb_front	7.25	Hi, this is Sean Hobson and what we're talking about right now is using the proper mechanics to become not only a good shooter, but a good shooter from the free throw line.
-9GV_-VRpt8_1-8-rgb_front	3.25	So the last step that we have is to finish out your free throw.
-9GV_-VRpt8_10-8-rgb_front	10.46	What we see a lot of players do is they'll follow through, but then they'll pull their hand back and again, that's going to pull that basketball back a little bit and not let it go ahead and follow through the proper way.
-9GV_-VRpt8_11-8-rgb_front	6.25	The last thing is we don't want to fall take our shot and fall back off the free throw line.
-9GV_-VRpt8_12-8-rgb_front	3.79	If you shoot and you take a step back, it?s called negative energy.
-9GV_-VRpt8_13-8-rgb_front	4.54	You're taking energy away from that basketball and not allowing it to go on down.
-9GV_-VRpt8_14-8-rgb_front	8.04	So, remember when making a good free throw shot, its not just the shot, its also how you finish after the free throw that's going to make you a good free throw shooter.
-9GV_-VRpt8_2-8-rgb_front	2.79	If Kyle steps up to the line right here and gets himself ready.
-9GV_-VRpt8_3-8-rgb_front	4.75	What we're going to talk about is you have a good base, you have a good foundation.
-9GV_-VRpt8_4-8-rgb_front	3.62	You're going to make the shot
-9GV_-VRpt8_5-8-rgb_front	1.58	That's the first thing in finishing.
-9GV_-VRpt8_6-8-rgb_front	10.67	But the most important thing is by using your legs, a lot of time you see players come up and shoot their free throw and they stay flat footed and then end up hitting the ball on the front of the rim.
-9GV_-VRpt8_7-8-rgb_front	13.38	What we always want to do is you always want to finish your free throw up on your toes because what that does is when you get up on your toes, that's using the bottom of your leg muscles and its giving you just that extra edge to get that ball up and over the rim.
-9GV_-VRpt8_8-8-rgb_front	5.42	The other thing you want to make sure and do is always follow through and end up out in front of you.
-9GV_-VRpt8_9-8-rgb_front	2.33	You never want to end up with the ball up here.
-9Kic0QsCYs_0-8-rgb_front	0.29	ALLEN DIWAN: Hi.
-9Kic0QsCYs_1-8-rgb_front	0.67	My name is Allen Diwan.
-9Kic0QsCYs_10-8-rgb_front	8.25	And it's also, cooking the food is also about seeing the color of the food in the dish.
-9Kic0QsCYs_11-8-rgb_front	1.5	You'll see the different flavors.
-9Kic0QsCYs_12-8-rgb_front	15.62	You'll see the different ingredients that we are going to put in this dish that you see the unique--the ingre--the colors of each and every ingredient, and this is part of the appeal.
-9Kic0QsCYs_13-8-rgb_front	16.04	I might add one more tomato of this dish, that you can see it's very rustic and you have to make it appetizing for--'cause you eat with your eyes as well, and you want to make this dish as appetizing as possible.
-9Kic0QsCYs_14-8-rgb_front	16.08	So, this is quite a straight forward recipe, and the ginger, garlic, we're waiting for the ginger to cook properly.
-9Kic0QsCYs_15-8-rgb_front	9.67	And for 1 more 2--1 or 2 more minutes, we'll give it--we'll leave it for 1 or 2 more minutes, and then we'll add our tomatoes to this.
-9Kic0QsCYs_2-8-rgb_front	2.5	I'm the owner and chef of Kashmir Indian Restaurant in Budapest.
-9Kic0QsCYs_4-8-rgb_front	3.0	The dish now we're going to be preparing is called paneer masala.
-9Kic0QsCYs_5-8-rgb_front	8.88	One ingredient that we'll be adding also is the tomatoes whilst the ginger and the garlic have been cooked slightly.
-9Kic0QsCYs_6-8-rgb_front	6.88	So, just--we'll give it one more shake, stir it once more properly.
-9Kic0QsCYs_7-8-rgb_front	5.21	The onions have been slightly browned now, and we added our green ginger, garlic, and the chilies.
-9Kic0QsCYs_8-8-rgb_front	12.54	We'll wait for that to cook and in the meanwhile, we'll take our tomatoes, maybe about 3 of them, and we'll cut them into cubes.
-9Kic0QsCYs_9-8-rgb_front	16.46	Again, we do not want tomatoes to be cut into very small cubes because we want to see, I mean, obviously, it will be cooked well with the masala, but you'll somehow see the redness of the tomato.
-9KqRMBAAsA_1_2-3-rgb_front	10.5	As I mentioned earlier most portable electric sanders run on 110 or house current. Pretty much any extension cord will work.
-9KqRMBAAsA_3-3-rgb_front	3.67	These sanders don't require significant amounts of power.
-9KqRMBAAsA_4-3-rgb_front	7.88	You don't need a very heavy gauge extension cord, your standard, I think this is a fourteen gauge extension cord, will do.
-9KqRMBAAsA_5-3-rgb_front	6.62	But to power it up, first, make sure your sander is in the off position, make sure the power switch is off.
-9KqRMBAAsA_6-3-rgb_front	12.46	And then a little helpful thing that I like to do is before I connect my extension cord, to help keep it from coming unplugged while you're using it, we're going to tie a knot in the cord.
-9KqRMBAAsA_7-3-rgb_front	10.04	We'll just hold the two, come around, draw it into a knot and now you can plug it in.
-9KqRMBAAsA_8-3-rgb_front	6.62	Notice that one pole on the extension cord is larger than the other so it will only go in one way.
-9KqRMBAAsA_9-3-rgb_front	2.42	Plug it in and you're ready to go.
-9TmNCFEtDo_1-8-rgb_front	6.75	Lesson 12-The Mascara Brush: Every mascara bottle of course comes with a mascara brush.
-9TmNCFEtDo_2-8-rgb_front	3.5	They all do come in different shapes and different sizes.
-9TmNCFEtDo_3-8-rgb_front	15.21	I like this mascara and the best way to apply your mascara and use your mascara brush is to start from the inner most part of your eyelash and wiggle and work your way up to the tip of your eyelash.
-9TmNCFEtDo_4-8-rgb_front	7.0	This adds fullness to the eyelash without actually not having to use a volumizer mascara.
-9TmNCFEtDo_5-8-rgb_front	12.62	Mascara brushes are sold at drug stores or your beauty supply store and they do come in different sizes, like I said, and it is best to change your mascara brush because it tends to build up bacteria and to clump.
-9TmNCFEtDo_6-8-rgb_front	11.46	The best way to prevent clumping is to actually take your mascara brush, and if you do see any clumps on your brush, is to wipe it off on a napkin or a paper towel that won't leave any residue behind.
-9TmNCFEtDo_7-8-rgb_front	13.29	It's best not to take your mascara brush and wipe the excess off on the lid of the bottle because that just rubs right back in and that's what causes the clumping, and then you'll have the clumps left over on your eyelashes.
-9TmNCFEtDo_8-8-rgb_front	2.38	That is the mascara brush and that's how you use it.
-9__F8XKDuE_0-8-rgb_front	3.75	I would like to talk with you now about international stoves.
