video_name,true_label,lstm_prob_negative,lstm_prob_neutral,lstm_prob_positive
840009.mp4,Positive,0.41368845,0.31324694,0.27306464
8399910.mp4,Neutral,0.40738136,0.29464635,0.2979723
8399811.mp4,Neutral,0.48137626,0.21984428,0.29877952
8399812.mp4,Neutral,0.42598513,0.29372218,0.2802927
8399713.mp4,Neutral,0.42195067,0.29248074,0.28556862
8399515.mp4,Neutral,0.37991413,0.26862448,0.35146138
8399416.mp4,Neutral,0.38211614,0.3097049,0.30817896
8399417.mp4,Neutral,0.44673944,0.28308278,0.27017775
8399318.mp4,Neutral,0.3795004,0.32931367,0.29118595
8399219.mp4,Neutral,0.39273003,0.29856357,0.30870637
8399120.mp4,Neutral,0.4469151,0.276123,0.2769619
8399021.mp4,Neutral,0.4166784,0.30389336,0.27942824
8398922.mp4,Neutral,0.42349836,0.29024,0.28626162
8398923.mp4,Neutral,0.42506307,0.30117264,0.2737642
8398824.mp4,Neutral,0.3939777,0.3202181,0.28580415
8398725.mp4,Neutral,0.42467678,0.31039336,0.26492992
8398626.mp4,Neutral,0.40062705,0.31485808,0.2845148
8398528.mp4,Neutral,0.40759933,0.32671857,0.26568204
8398429.mp4,Neutral,0.3821661,0.29882336,0.31901056
8398430.mp4,Neutral,0.42830357,0.29311776,0.27857876
8398232.mp4,Neutral,0.40542072,0.3025212,0.29205808
8398233.mp4,Neutral,0.42601272,0.27482232,0.299165
8398134.mp4,Positive,0.43296453,0.30554965,0.2614858
8398035.mp4,Neutral,0.39183015,0.30635345,0.30181634
8397937.mp4,Neutral,0.44077492,0.29280642,0.26641858
8397739.mp4,Positive,0.4388117,0.29119846,0.26998982
8397740.mp4,Neutral,0.4449172,0.27924064,0.27584213
8397641.mp4,Neutral,0.41554266,0.2948178,0.2896395
8397542.mp4,Neutral,0.3710896,0.3259202,0.30299026
8397543.mp4,Neutral,0.46383315,0.20406403,0.33210278
8397444.mp4,Neutral,0.36733344,0.30753392,0.32513267
8397345.mp4,Positive,0.4064382,0.30788705,0.28567475
8397246.mp4,Neutral,0.39092496,0.26116523,0.34790978
8397247.mp4,Neutral,0.42128888,0.2894349,0.28927627
8397148.mp4,Neutral,0.44443277,0.2916684,0.26389888
8397049.mp4,Neutral,0.4211716,0.3029199,0.27590844
8396951.mp4,Neutral,0.4299085,0.23722668,0.3328648
8396852.mp4,Positive,0.46567965,0.19975474,0.33456555
8396853.mp4,Neutral,0.32896173,0.3385563,0.33248204
8396655.mp4,Neutral,0.42473745,0.2722336,0.3030289
8396656.mp4,Neutral,0.47632444,0.20093647,0.32273912
8396557.mp4,Neutral,0.40288025,0.23974867,0.35737112
8396458.mp4,Neutral,0.45379606,0.2117081,0.3344959
8396459.mp4,Neutral,0.41933772,0.28879577,0.29186648
8396261.mp4,Neutral,0.43822023,0.24915317,0.31262663
8396262.mp4,Neutral,0.42883405,0.23796809,0.3331979
8396163.mp4,Neutral,0.37389368,0.281958,0.34414834
8395768.mp4,Neutral,0.4300377,0.28863016,0.2813321
8395769.mp4,Neutral,0.43344682,0.29063895,0.27591428
8395571.mp4,Positive,0.39131814,0.2585542,0.35012764
8395572.mp4,Neutral,0.42996678,0.29009038,0.27994287
8395374.mp4,Neutral,0.42025506,0.29406434,0.28568062
8395375.mp4,Neutral,0.39798146,0.29685187,0.30516666
8395276.mp4,Positive,0.4728579,0.26377088,0.26337117
338237.mp4,Positive,0.3937232,0.30371532,0.30256146
338219.mp4,Neutral,0.41991132,0.30972075,0.2703679
3382110.mp4,Neutral,0.4432966,0.32555744,0.23114596
3381813.mp4,Neutral,0.41379234,0.30748332,0.27872434
3381814.mp4,Neutral,0.44417164,0.2838158,0.27201247
3381616.mp4,Positive,0.41542882,0.30898452,0.2755867
3381517.mp4,Neutral,0.35921842,0.30006304,0.34071854
3381418.mp4,Neutral,0.36679152,0.314273,0.3189354
3381319.mp4,Neutral,0.37055278,0.3277634,0.30168384
3381320.mp4,Neutral,0.40432057,0.33556405,0.26011536
3381121.mp4,Neutral,0.42851478,0.30516875,0.26631644
3381122.mp4,Neutral,0.41272306,0.32632512,0.26095173
3381023.mp4,Neutral,0.42251068,0.34005356,0.23743583
3380924.mp4,Neutral,0.45082518,0.3076614,0.24151343
3380925.mp4,Neutral,0.44256192,0.29251817,0.26491994
3380728.mp4,Neutral,0.41020095,0.28122926,0.30856973
3380629.mp4,Neutral,0.43422055,0.28749323,0.27828625
3380530.mp4,Neutral,0.40249246,0.32874075,0.26876682
3380531.mp4,Neutral,0.3718696,0.32760996,0.30052048
3380432.mp4,Neutral,0.38822073,0.3196498,0.29212952
3380235.mp4,Neutral,0.4188303,0.29530677,0.28586298
3380236.mp4,Neutral,0.41098842,0.28985417,0.2991574
3380137.mp4,Neutral,0.47543594,0.21644004,0.30812398
3380038.mp4,Neutral,0.39315712,0.32681125,0.2800316
3380039.mp4,Neutral,0.38859624,0.3004524,0.31095138
3379940.mp4,Neutral,0.40367904,0.29999512,0.2963258
3379841.mp4,Neutral,0.4320374,0.29077616,0.27718642
3379742.mp4,Neutral,0.42958224,0.28125292,0.2891648
3379643.mp4,Positive,0.3828159,0.3072489,0.3099352
3379545.mp4,Neutral,0.37549248,0.3173229,0.30718458
3379446.mp4,Neutral,0.39689595,0.30165425,0.30144978
3379447.mp4,Neutral,0.42753065,0.28903762,0.28343168
3379348.mp4,Positive,0.4502646,0.29089668,0.2588387
3379349.mp4,Positive,0.4090725,0.29329467,0.2976329
3379250.mp4,Positive,0.3996914,0.29463384,0.30567476
3379151.mp4,Positive,0.40387782,0.29334605,0.3027761
3379152.mp4,Positive,0.41476622,0.32080838,0.2644254
3378955.mp4,Neutral,0.36075187,0.3265532,0.31269497
3378856.mp4,Neutral,0.36052084,0.34905943,0.29041973
3378757.mp4,Neutral,0.44189012,0.2974814,0.2606285
3378758.mp4,Neutral,0.3305473,0.33714136,0.33231133
3378659.mp4,Neutral,0.3305202,0.33715385,0.33232588
3378560.mp4,Neutral,0.43838233,0.30091545,0.26070225
3378461.mp4,Neutral,0.33047855,0.33717695,0.33234447
3378462.mp4,Neutral,0.33054763,0.33714128,0.33231112
3378265.mp4,Neutral,0.4804537,0.2225568,0.29698953
3378166.mp4,Neutral,0.43136594,0.2874145,0.28121954
3378067.mp4,Neutral,0.42723152,0.28885573,0.28391275
3378068.mp4,Neutral,0.38917163,0.3324044,0.27842396
3377969.mp4,Neutral,0.42447966,0.28964698,0.28587335
3377870.mp4,Neutral,0.43572205,0.3186858,0.24559219
3377871.mp4,Positive,0.4171287,0.3487648,0.23410639
3377772.mp4,Neutral,0.41150808,0.3014086,0.28708333
67276671.mp4,Neutral,0.39789248,0.31560016,0.2865074
627.mp4,Neutral,0.41348848,0.31325448,0.27325705
8740.mp4,Neutral,0.4191757,0.2887473,0.292077
638.mp4,Neutral,0.44818702,0.27972442,0.27208862
649.mp4,Neutral,0.38430616,0.32904863,0.28664526
6410.mp4,Neutral,0.39575604,0.32254115,0.2817028
6511.mp4,Positive,0.3872749,0.3230924,0.28963277
6612.mp4,Neutral,0.44035634,0.30206522,0.2575784
6713.mp4,Positive,0.40722734,0.30530483,0.2874679
6815.mp4,Neutral,0.43529272,0.2504531,0.31425416
6916.mp4,Positive,0.43932354,0.29480714,0.26586932
7017.mp4,Neutral,0.42720956,0.2995887,0.27320173
7118.mp4,Neutral,0.46716583,0.2900082,0.24282598
7220.mp4,Neutral,0.42596456,0.29551277,0.27852264
7523.mp4,Positive,0.39541438,0.33221075,0.27237487
7624.mp4,Neutral,0.43574512,0.30646694,0.2577879
7625.mp4,Neutral,0.37878105,0.30207175,0.31914717
7726.mp4,Neutral,0.45312074,0.27358413,0.27329504
7827.mp4,Neutral,0.43729421,0.27219656,0.2905092
7928.mp4,Neutral,0.4371553,0.2957974,0.26704732
7929.mp4,Neutral,0.54305553,0.17461397,0.28233048
8030.mp4,Neutral,0.44718885,0.3400126,0.21279854
8131.mp4,Neutral,0.40881222,0.2998143,0.29137346
8132.mp4,Neutral,0.37093195,0.32222933,0.30683878
8233.mp4,Neutral,0.36255434,0.3093444,0.32810125
8334.mp4,Positive,0.4400153,0.32279292,0.23719181
8335.mp4,Neutral,0.43989447,0.29067516,0.2694304
8537.mp4,Neutral,0.44809648,0.29037693,0.26152655
8639.mp4,Neutral,0.45050263,0.27897695,0.2705204
33102.mp4,Positive,0.44431597,0.28987154,0.26581255
8942.mp4,Neutral,0.3320912,0.33723328,0.33067554
8943.mp4,Positive,0.32942697,0.33788547,0.33268762
9044.mp4,Positive,0.32956433,0.33785224,0.33258346
9145.mp4,Neutral,0.33694887,0.33246124,0.33058995
9246.mp4,Neutral,0.37901127,0.29124737,0.32974136
9247.mp4,Neutral,0.44382623,0.31149462,0.24467912
9348.mp4,Positive,0.3315515,0.33712536,0.33132312
9449.mp4,Neutral,0.36799303,0.30888698,0.32311997
9450.mp4,Positive,0.32907978,0.3382348,0.33268547
9551.mp4,Neutral,0.3305475,0.3371413,0.33231118
9652.mp4,Neutral,0.4208252,0.27131388,0.3078609
9753.mp4,Neutral,0.43322098,0.27901238,0.28776664
9754.mp4,Neutral,0.3949254,0.28708372,0.31799084
9855.mp4,Positive,0.32966256,0.3383832,0.33195427
9957.mp4,Neutral,0.4337763,0.30281603,0.2634077
58.mp4,Neutral,0.41256627,0.30977505,0.27765858
159.mp4,Neutral,0.3614553,0.3085217,0.33002305
260.mp4,Neutral,0.40901834,0.28599238,0.30498928
261.mp4,Positive,0.41648626,0.24075903,0.34275472
463.mp4,Neutral,0.37717563,0.30029318,0.32253122
464.mp4,Neutral,0.43559262,0.21113364,0.3532737
565.mp4,Neutral,0.46641645,0.25531095,0.27827263
666.mp4,Negative,0.45551172,0.22539291,0.31909537
667.mp4,Neutral,0.3542936,0.31904185,0.3266645
1068.mp4,Positive,0.3793126,0.3384541,0.2822333
1169.mp4,Neutral,0.4425902,0.2959496,0.26146019
1170.mp4,Neutral,0.39812288,0.28772214,0.31415504
1271.mp4,Neutral,0.38401634,0.31016883,0.30581483
1473.mp4,Neutral,0.44834468,0.29507428,0.25658095
1474.mp4,Positive,0.42366126,0.2825033,0.29383543
1676.mp4,Positive,0.38793296,0.31723696,0.29483008
1778.mp4,Neutral,0.41036406,0.22251277,0.36712322
1879.mp4,Positive,0.32934085,0.33834302,0.33231616
1880.mp4,Neutral,0.3304689,0.33718178,0.3323493
1981.mp4,Neutral,0.33027482,0.33730596,0.3324192
2082.mp4,Neutral,0.34070587,0.32948485,0.32980922
2083.mp4,Neutral,0.48935258,0.21265756,0.29798993
2184.mp4,Neutral,0.34526467,0.32545155,0.32928374
2285.mp4,Neutral,0.37700084,0.28548634,0.33751285
2286.mp4,Neutral,0.33020595,0.33863714,0.331157
2387.mp4,Neutral,0.34427464,0.29309893,0.36262643
2488.mp4,Neutral,0.47529215,0.2028752,0.32183266
2489.mp4,Neutral,0.3290314,0.33849096,0.33247763
2691.mp4,Neutral,0.3832296,0.28702435,0.32974607
2692.mp4,Neutral,0.43760633,0.2940395,0.26835418
2793.mp4,Neutral,0.45290056,0.23610352,0.31099597
2894.mp4,Neutral,0.40127835,0.32084078,0.27788088
2895.mp4,Neutral,0.4879924,0.2765726,0.23543498
2996.mp4,Neutral,0.37780824,0.3188419,0.30334988
3097.mp4,Neutral,0.4144575,0.30920237,0.27634025
3199.mp4,Neutral,0.43704852,0.2998885,0.26306292
32101.mp4,Positive,0.432509,0.29128668,0.27620438
24340345.mp4,Neutral,0.39714244,0.309542,0.29331553
24428547.mp4,Neutral,0.31516233,0.25712088,0.4277169
29096274.mp4,Neutral,0.470818,0.23986703,0.2893149
29112665.mp4,Neutral,0.40824795,0.26433086,0.32742116
29131229.mp4,Neutral,0.47707033,0.27941805,0.24351157
29154656.mp4,Neutral,0.41826516,0.2886295,0.2931053
29238789.mp4,Positive,0.38722134,0.32663932,0.28613937
29294470.mp4,Neutral,0.43025944,0.2908127,0.27892795
29310279.mp4,Neutral,0.34805408,0.26144585,0.3905001
10168352.mp4,Neutral,0.39388698,0.29853392,0.3075791
10201202.mp4,Positive,0.45701438,0.22374012,0.31924546
10216984.mp4,Neutral,0.33054763,0.33714128,0.33231106
10505807.mp4,Neutral,0.3098938,0.29492405,0.3951822
10519239.mp4,Positive,0.35679558,0.29933614,0.34386823
10531750.mp4,Neutral,0.439671,0.25026086,0.31006807
10554515.mp4,Neutral,0.36657962,0.26580602,0.36761442
10596830.mp4,Negative,0.4537289,0.26503265,0.28123847
10615937.mp4,Negative,0.38015506,0.27091312,0.34893173
10687420.mp4,Neutral,0.41949815,0.29622525,0.28427655
10705400.mp4,Neutral,0.41720232,0.3028326,0.27996504
11087530.mp4,Neutral,0.42201656,0.2592186,0.31876484
89817651.mp4,Positive,0.42955923,0.26820272,0.30223808
89828188.mp4,Neutral,0.47139442,0.27558786,0.25301766
89944569.mp4,Neutral,0.35977054,0.3166311,0.3235983
89978744.mp4,Neutral,0.29251266,0.26451084,0.44297644
90083199.mp4,Positive,0.3676117,0.25232834,0.38005993
90172571.mp4,Negative,0.35095128,0.2814223,0.36762646
90200300.mp4,Neutral,0.3415712,0.32768488,0.33074382
90267005.mp4,Negative,0.41488743,0.27632675,0.3087858
90320862.mp4,Neutral,0.41414073,0.29217768,0.29368156
90355380.mp4,Negative,0.3941426,0.23348103,0.3723764
90479985.mp4,Neutral,0.39077765,0.26228088,0.34694153
90610287.mp4,Neutral,0.33054763,0.33714128,0.33231106
90625023.mp4,Neutral,0.41597483,0.26456466,0.3194605
90633569.mp4,Neutral,0.33054763,0.33714128,0.33231106
90642487.mp4,Neutral,0.3305422,0.33714324,0.3323146
90653137.mp4,Neutral,0.41929638,0.2917113,0.28899235
90787995.mp4,Neutral,0.4334047,0.28455392,0.2820414
90794733.mp4,Neutral,0.3305115,0.3371578,0.33233073
90865964.mp4,Neutral,0.38905963,0.28677377,0.32416663
90889301.mp4,Neutral,0.39796883,0.28076506,0.32126614
90893690.mp4,Negative,0.33054763,0.33714128,0.33231106
90926892.mp4,Neutral,0.36781865,0.31805167,0.31412974
90990793.mp4,Neutral,0.3331711,0.29613,0.37069884
91005359.mp4,Positive,0.41609788,0.2736987,0.31020352
91010270.mp4,Negative,0.3537967,0.3377514,0.30845192
91055614.mp4,Negative,0.45835942,0.23586667,0.30577388
91062286.mp4,Neutral,0.39116028,0.29750532,0.3113344
91099884.mp4,Positive,0.42669407,0.26917365,0.3041323
91152074.mp4,Negative,0.34668905,0.30303633,0.35027468
91156702.mp4,Neutral,0.4248448,0.28072906,0.2944262
91189263.mp4,Positive,0.34189186,0.30497444,0.35313365
91212444.mp4,Neutral,0.39409408,0.2990977,0.3068082
92256000.mp4,Neutral,0.4124989,0.25301522,0.3344859
92259670.mp4,Positive,0.3794866,0.3183899,0.30212352
92262440.mp4,Neutral,0.3964009,0.28534764,0.31825146
35217421.mp4,Neutral,0.44032025,0.2278346,0.33184513
35967768.mp4,Neutral,0.40337262,0.28331536,0.31331196
36283454.mp4,Neutral,0.4248644,0.24632755,0.328808
36697393.mp4,Neutral,0.34512687,0.27709222,0.3777809
36725012.mp4,Negative,0.40098876,0.26925337,0.3297578
36860638.mp4,Neutral,0.40958628,0.27070808,0.31970564
37017223.mp4,Neutral,0.44004247,0.24280705,0.31715044
37381512.mp4,Positive,0.38152254,0.31611046,0.30236697
37411375.mp4,Positive,0.42496154,0.29133612,0.2837024
37956612.mp4,Negative,0.44380608,0.31405178,0.24214216
38032430.mp4,Neutral,0.4045099,0.26051727,0.33497277
38116452.mp4,Neutral,0.44267172,0.2528729,0.30445537
38275141.mp4,Neutral,0.42979702,0.22462976,0.34557322
38389260.mp4,Neutral,0.36734536,0.29352906,0.33912563
38425538.mp4,Negative,0.40836307,0.256783,0.33485386
38448512.mp4,Negative,0.39533105,0.27612382,0.3285451
38467574.mp4,Neutral,0.3965967,0.31784362,0.28555962
63794164.mp4,Positive,0.3982443,0.25176758,0.34998813
63799398.mp4,Neutral,0.38437745,0.25503376,0.36058885
63826223.mp4,Neutral,0.38068795,0.31449485,0.30481726
64091671.mp4,Positive,0.45305246,0.28761175,0.25933576
64119013.mp4,Neutral,0.44388002,0.2617664,0.29435351
64244796.mp4,Neutral,0.35695618,0.33345884,0.30958498
64263610.mp4,Positive,0.465004,0.22002465,0.3149714
64309594.mp4,Neutral,0.33054766,0.3371413,0.33231115
64346425.mp4,Neutral,0.330539,0.33714533,0.3323157
64369711.mp4,Positive,0.43128473,0.25988695,0.30882826
64388943.mp4,Neutral,0.368767,0.2840993,0.3471337
64464227.mp4,Neutral,0.40038797,0.29521826,0.30439374
64702525.mp4,Positive,0.39954197,0.30613667,0.2943214
64740735.mp4,Positive,0.48095074,0.21466467,0.3043846
64787678.mp4,Neutral,0.4293003,0.26550016,0.30519953
64807675.mp4,Neutral,0.48443654,0.2586153,0.2569482
64911193.mp4,Neutral,0.34305415,0.2578365,0.39910933
64992976.mp4,Neutral,0.34496805,0.33207324,0.32295874
65003644.mp4,Neutral,0.4235101,0.28423652,0.29225335
65034352.mp4,Neutral,0.44570196,0.26776007,0.2865381
65222243.mp4,Neutral,0.36438134,0.23037449,0.40524423
65254975.mp4,Neutral,0.41578287,0.267792,0.31642514
65308759.mp4,Neutral,0.35842332,0.3238672,0.31770948
65395294.mp4,Neutral,0.43376127,0.29396856,0.27227026
65416379.mp4,Neutral,0.41548628,0.29109436,0.29341942
65791368.mp4,Neutral,0.33054766,0.3371413,0.33231112
65827375.mp4,Neutral,0.3273398,0.3352158,0.33744437
65838595.mp4,Neutral,0.32964683,0.3376761,0.3326771
65875468.mp4,Positive,0.3879969,0.25763094,0.3543721
65914858.mp4,Neutral,0.36257243,0.2804902,0.3569373
65968779.mp4,Neutral,0.39250103,0.28080142,0.32669762
66023978.mp4,Neutral,0.36497465,0.31446818,0.32055715
66064734.mp4,Neutral,0.3852002,0.26001614,0.35478365
66097229.mp4,Neutral,0.33054763,0.33714128,0.33231106
66464326.mp4,Neutral,0.43139985,0.24829513,0.32030502
66477041.mp4,Neutral,0.43199658,0.26014033,0.30786315
66517466.mp4,Neutral,0.32573196,0.31288227,0.3613857
66526661.mp4,Neutral,0.41744494,0.31170028,0.2708547
66557963.mp4,Positive,0.425349,0.2466305,0.3280205
66579489.mp4,Neutral,0.3743178,0.29450417,0.33117804
66649316.mp4,Neutral,0.3790663,0.3147001,0.3062336
66761702.mp4,Neutral,0.33054757,0.3371413,0.3323112
66796156.mp4,Neutral,0.3782639,0.29789773,0.32383832
66814215.mp4,Neutral,0.33054763,0.33714128,0.33231106
66876808.mp4,Neutral,0.3657728,0.27347514,0.36075202
66882515.mp4,Neutral,0.33054763,0.33714128,0.33231106
66919772.mp4,Positive,0.33049685,0.33716363,0.33233956
66940656.mp4,Neutral,0.39663243,0.23674966,0.36661792
66989916.mp4,Neutral,0.38255927,0.31059632,0.30684447
67010035.mp4,Neutral,0.42930633,0.23676884,0.33392477
67058780.mp4,Positive,0.330515,0.33715445,0.33233055
9188477.mp4,Neutral,0.4324509,0.24890468,0.31864437
9273339.mp4,Neutral,0.3552588,0.29648936,0.34825185
9372812.mp4,Positive,0.36613894,0.2721241,0.36173695
9410009.mp4,Neutral,0.4706928,0.21431941,0.3149878
9448509.mp4,Positive,0.33037183,0.3372424,0.33238575
9492780.mp4,Neutral,0.43081266,0.23306587,0.3361215
9500849.mp4,Negative,0.43334535,0.27370998,0.2929447
9717076.mp4,Neutral,0.45388666,0.23300564,0.31310776
9742459.mp4,Positive,0.43939245,0.28768083,0.27292675
9772184.mp4,Neutral,0.41100323,0.3253554,0.26364136
9858780.mp4,Neutral,0.42590755,0.2503257,0.32376668
10006709.mp4,Neutral,0.48451793,0.23618984,0.2792922
10036884.mp4,Negative,0.41198227,0.258368,0.32964987
10075867.mp4,Neutral,0.37383968,0.32078913,0.3053712
10117923.mp4,Negative,0.44728595,0.25732237,0.29539168
10156467.mp4,Neutral,0.45199853,0.20800324,0.33999825
10579411.mp4,Neutral,0.4514411,0.27774572,0.27081317
10596367.mp4,Neutral,0.34905347,0.23017864,0.42076793
10611231.mp4,Neutral,0.4063203,0.24832101,0.3453587
10671297.mp4,Neutral,0.5089282,0.2452083,0.24586345
10697298.mp4,Positive,0.36236966,0.27242908,0.36520123
10732581.mp4,Positive,0.45262194,0.23648754,0.31089056
10830553.mp4,Neutral,0.39079723,0.29590005,0.31330264
10876048.mp4,Neutral,0.42670017,0.28188965,0.29141024
10890596.mp4,Neutral,0.41266078,0.26953718,0.31780204
10934026.mp4,Neutral,0.3808592,0.27951363,0.33962718
21374116.mp4,Neutral,0.45442012,0.27505448,0.27052537
21389059.mp4,Neutral,0.33054763,0.33714128,0.33231112
21466585.mp4,Positive,0.32995868,0.33762386,0.33241743
21575343.mp4,Neutral,0.46182993,0.25716722,0.28100285
21637055.mp4,Positive,0.45572993,0.24949606,0.2947741
21673616.mp4,Positive,0.42131627,0.25058,0.32810372
22002534.mp4,Positive,0.33054763,0.33714128,0.33231106
22161491.mp4,Neutral,0.34876764,0.27431786,0.37691447
22192509.mp4,Positive,0.38517132,0.30194923,0.3128794
22215049.mp4,Neutral,0.41387972,0.2751327,0.31098753
22282583.mp4,Neutral,0.38928244,0.3288425,0.28187507
22319170.mp4,Positive,0.45819592,0.23569424,0.30610982
22412260.mp4,Neutral,0.44392663,0.29207692,0.26399642
22744363.mp4,Neutral,0.34326798,0.3766149,0.28011712
22808819.mp4,Neutral,0.3296181,0.33781937,0.33256254
22825239.mp4,Negative,0.42982405,0.27475864,0.2954173
22838771.mp4,Neutral,0.4530725,0.24424358,0.30268398
22847424.mp4,Negative,0.4266414,0.24441029,0.32894835
22875480.mp4,Negative,0.3942131,0.24108548,0.36470142
23086521.mp4,Negative,0.36485758,0.31157276,0.32356963
23109871.mp4,Neutral,0.4061738,0.2759385,0.31788775
23322463.mp4,Neutral,0.4058303,0.26974204,0.3244276
23353870.mp4,Neutral,0.40872914,0.28503355,0.30623737
23382460.mp4,Neutral,0.41516155,0.27339745,0.311441
23406823.mp4,Positive,0.39077982,0.26977935,0.33944076
23422537.mp4,Positive,0.33032286,0.33772266,0.33195442
23445390.mp4,Positive,0.39365292,0.32085937,0.28548777
24064806.mp4,Positive,0.35333893,0.2816716,0.36498952
24090346.mp4,Positive,0.33438623,0.26436982,0.40124393
24203308.mp4,Neutral,0.41484258,0.26307464,0.32208282
24319030.mp4,Positive,0.42897013,0.2815333,0.28949648
24432441.mp4,Neutral,0.3991284,0.2728475,0.32802415
24512339.mp4,Positive,0.4299154,0.24740045,0.32268423
24580756.mp4,Neutral,0.4003722,0.26822665,0.33140117
24696263.mp4,Neutral,0.45325407,0.24289294,0.30385298
24755575.mp4,Neutral,0.37545246,0.28547844,0.3390692
24822221.mp4,Neutral,0.43181735,0.28868556,0.27949712
24918677.mp4,Negative,0.3838104,0.26872393,0.34746563
24959198.mp4,Neutral,0.40491107,0.23330513,0.36178386
24988342.mp4,Neutral,0.42068365,0.26583993,0.3134764
25067097.mp4,Neutral,0.35776713,0.28934175,0.35289112
25132012.mp4,Neutral,0.34265584,0.28242832,0.3749159
25206232.mp4,Negative,0.34796754,0.25858554,0.3934469
25208639.mp4,Neutral,0.34778178,0.28698066,0.36523747
50106572.mp4,Negative,0.38193244,0.3085867,0.3094809
50124610.mp4,Negative,0.3827545,0.27414227,0.34310323
50165128.mp4,Neutral,0.46218827,0.24825114,0.28956062
50185237.mp4,Neutral,0.40188584,0.2856183,0.31249586
50256959.mp4,Negative,0.38973317,0.24469395,0.3655729
50277781.mp4,Neutral,0.3304839,0.33717886,0.33233726
50309363.mp4,Neutral,0.34870702,0.28270215,0.36859077
50339219.mp4,Neutral,0.4014629,0.32027116,0.27826586
50378114.mp4,Neutral,0.3572036,0.28856876,0.3542276
50421829.mp4,Negative,0.39172423,0.26919058,0.33908525
50449465.mp4,Neutral,0.36485744,0.30751508,0.32762742
50567374.mp4,Neutral,0.35497808,0.31426102,0.33076084
50584116.mp4,Neutral,0.32802165,0.30692005,0.3650582
50605686.mp4,Neutral,0.3471799,0.24981669,0.40300336
50642891.mp4,Neutral,0.3918034,0.31226155,0.29593506
50648997.mp4,Neutral,0.4144977,0.26149732,0.32400492
50743523.mp4,Positive,0.403505,0.30278867,0.2937064
50765598.mp4,Neutral,0.37872347,0.27550668,0.34576985
60141054.mp4,Neutral,0.31635392,0.36469766,0.3189484
60172913.mp4,Neutral,0.42779183,0.25217888,0.32002932
60265153.mp4,Neutral,0.37078083,0.30819488,0.32102418
60484391.mp4,Neutral,0.37244847,0.29130006,0.3362514
60523983.mp4,Positive,0.40718094,0.21289481,0.37992433
60611414.mp4,Neutral,0.42470437,0.24395156,0.33134404
60616430.mp4,Neutral,0.4128721,0.27750447,0.3096235
63826969.mp4,Positive,0.39311072,0.24829486,0.35859442
63931706.mp4,Neutral,0.39034548,0.27600598,0.33364856
64008821.mp4,Negative,0.43300396,0.25458127,0.31241485
64570450.mp4,Neutral,0.32996288,0.24986011,0.420177
64607883.mp4,Negative,0.43890092,0.21690096,0.34419814
64659589.mp4,Negative,0.41963774,0.24733351,0.33302873
65404696.mp4,Neutral,0.41404396,0.27635607,0.30959994
65543173.mp4,Positive,0.35790527,0.30383828,0.33825642
52731827.mp4,Neutral,0.47246858,0.30400163,0.2235297
52912918.mp4,Neutral,0.39332378,0.2770767,0.3295995
53100969.mp4,Neutral,0.38985154,0.30717298,0.30297548
53134152.mp4,Positive,0.41499075,0.3188174,0.26619184
53472846.mp4,Neutral,0.34141493,0.3113514,0.34723368
53525420.mp4,Positive,0.40476447,0.3074455,0.28778997
53613120.mp4,Negative,0.44298133,0.2638098,0.29320896
53649420.mp4,Neutral,0.3330726,0.2562128,0.41071463
53748459.mp4,Positive,0.3519201,0.28875858,0.35932136
53784331.mp4,Negative,0.4307904,0.2573844,0.3118253
53819100.mp4,Negative,0.36666447,0.25701103,0.3763245
53869368.mp4,Neutral,0.37772,0.26567507,0.35660493
53900308.mp4,Neutral,0.4208444,0.2618578,0.3172978
53931043.mp4,Negative,0.34346312,0.31060475,0.34593213
54119951.mp4,Positive,0.39352164,0.28488818,0.32159013
54279358.mp4,Positive,0.45932728,0.24449342,0.2961793
54316179.mp4,Positive,0.36784124,0.25254303,0.37961572
54349951.mp4,Positive,0.4313446,0.23841624,0.33023912
54421339.mp4,Neutral,0.3526203,0.25983423,0.3875455
54486267.mp4,Positive,0.42310447,0.24123281,0.3356627
44113112.mp4,Neutral,0.37268803,0.317152,0.31015998
44228720.mp4,Positive,0.42234275,0.2808398,0.29681748
44284092.mp4,Neutral,0.38963297,0.22380486,0.38656214
44330197.mp4,Positive,0.4120901,0.28779477,0.30011514
44569817.mp4,Neutral,0.37875593,0.27926305,0.34198108
44644002.mp4,Positive,0.41911438,0.25657424,0.3243114
44690388.mp4,Neutral,0.39637688,0.26974213,0.33388093
44880490.mp4,Positive,0.42267898,0.26818687,0.3091341
45403603.mp4,Positive,0.39292103,0.25397354,0.35310543
45678110.mp4,Neutral,0.38030455,0.22835813,0.3913374
45728511.mp4,Negative,0.40519232,0.2792315,0.3155762
45846594.mp4,Negative,0.34455803,0.3115936,0.34384838
45881614.mp4,Neutral,0.50170183,0.27434734,0.22395077
45934001.mp4,Neutral,0.37392667,0.2728245,0.3532488
46070993.mp4,Neutral,0.3374796,0.30492428,0.35759613
46272693.mp4,Positive,0.39597815,0.25157264,0.35244918
46361389.mp4,Neutral,0.2836286,0.31176424,0.40460715
46495880.mp4,Neutral,0.4445926,0.27794692,0.27746046
46516761.mp4,Neutral,0.49980512,0.21455331,0.28564164
46532281.mp4,Neutral,0.39992213,0.3162939,0.28378403
46604164.mp4,Neutral,0.35020956,0.29104498,0.35874546
46883941.mp4,Positive,0.40442517,0.27602428,0.3195505
