video_name,caption,compound_score,emotion
-7BtY3iQIdo_9-8-rgb_front,"Now, we're going to trim the edge of the opening of the ballet slipper with some little pearls.",0.0,Neutral
-7H7ZHO_4Ao_1-8-rgb_front,"And, we're going to pipe the pearls with a number four tip.",0.0772,Neutral
-7H7ZHO_4Ao_2-8-rgb_front,"So, you want to put pressure.",-0.2263,Somewhat Negative
-7H7ZHO_4Ao_3-8-rgb_front,Release pressure and pull up.,-0.296,Somewhat Negative
-7H7ZHO_4Ao_4-8-rgb_front,"Squeeze, release and pull up.",0.0,Neutral
-7H7ZHO_4Ao_5-8-rgb_front,Practice this on a piece of paper or a paper plate until you have a nice uniform pearl trim.,0.4215,Positive
-7H7ZHO_4Ao_6-8-rgb_front,"And, then we'll move onto the cake.",0.0,Neutral
-7H7ZHO_4Ao_7-8-rgb_front,"So, we're going to trim the edge where the white and the pink meet with this pearl border.",0.0,Neutral
-7H7ZHO_4Ao_8-8-rgb_front,"And, you're going to place them right on that border and go all the way around the cake.",0.0,Neutral
-7H7ZHO_4Ao_9-8-rgb_front,"Remember, you're just holding the tip just slightly above the cake so that the frosting will come out and spread a little into a little circle.",0.0,Neutral
-7ZqO3skAxk_0-8-rgb_front,Releasing pressure before you pull up.,-0.296,Somewhat Negative
-7ZqO3skAxk_1-8-rgb_front,This makes a nice delicate trim for the edge of the slipper.,0.4588,Positive
-7ZqO3skAxk_2-8-rgb_front,It's just a regular writing tip.,0.0,Neutral
-7ZqO3skAxk_3-8-rgb_front,"When you finish the beading around the around the shoe, you want to make a little bow here.",0.0772,Neutral
-7ZqO3skAxk_4-8-rgb_front,Just make a loop and another loop and two little strings coming down.,0.0,Neutral
-7ZqO3skAxk_5-8-rgb_front,"And, then just a little dot there for the tie.",0.0,Neutral
-7ZqO3skAxk_6-8-rgb_front,"And, how you make pearls is you want to twist your bag.",0.0772,Neutral
-7ZqO3skAxk_7-8-rgb_front,Make it nice and tight.,0.4215,Positive
-88OcTs9MPs_0-8-rgb_front,"And, you'll make little dots.",0.0,Neutral
-88OcTs9MPs_1-8-rgb_front,"So, you just hold the tip over the paper or the cake about an eighth of an inch and you squeeze out until you get a little pearl.",0.0,Neutral
-88OcTs9MPs_2-8-rgb_front,"And, as soon as it gets about this big then you pull it up.",0.0,Neutral
-88OcTs9MPs_3-8-rgb_front,"Now, you don't want to squeeze squeeze squeeze and pull up and squeeze.",-0.0572,Neutral
-88OcTs9MPs_4-8-rgb_front,"Because, you'll end up with something that looks like that.",0.3612,Somewhat Positive
-88OcTs9MPs_5-8-rgb_front,So we've completed our little pin cushion doll and I think she's so cute she's just a personal little hand made that would make a fun gift for any seamstress that you know.,0.9181,Extremely Positive
-88OcTs9MPs_6-8-rgb_front,This would also be a great little project for a beginning sewer.,0.6249,Positive
-8AYi1n0UWo_0-8-rgb_front,It's very easy just stitching all the way around it and the pattern is very easy and stuffing in.,0.7496,Positive
-8AYi1n0UWo_1-8-rgb_front,This would be a good project maybe to work with like a child you can even use instead of stuffing you can use rice or even a bean bag.,0.6597,Positive
-8AYi1n0UWo_10-8-rgb_front,"Or as I mentioned before this would also make a great little dog toy and with doll toys, you just always want to keep in mind that you don't want to use anything that can be pulled off or get stuck in your throat or anything.",0.4902,Positive
-8AYi1n0UWo_11-8-rgb_front,The same principle applies to children.,0.0,Neutral
-8AYi1n0UWo_2-8-rgb_front,If you are going to be making this doll for a baby then I would just stick with a felt and the embroidery because there is not really any little parts that can be pulled out or anything.,0.0,Neutral
-8AYi1n0UWo_3-8-rgb_front,But I think she's so fantastic and she's going to look so great as my pin cushion.,0.95,Extremely Positive
-8AYi1n0UWo_4-8-rgb_front,She's going to look fantastic on my desk so I hope you had as much fun making her as I did.,0.8773,Extremely Positive
-8AYi1n0UWo_5-8-rgb_front,"Now the first rule, the first thing you want to make sure you don't do when giving criticism is don't act in haste.",-0.3261,Somewhat Negative
-8AYi1n0UWo_6-8-rgb_front,And what I mean by that is think about what you say before you say it.,0.0,Neutral
-8AYi1n0UWo_7-8-rgb_front,"There's an old saying that I think is real important to remember when we're talking about criticism, whether it?s written or whether it?s spoken.",-0.3527,Somewhat Negative
-8AYi1n0UWo_8-8-rgb_front,"""You can never take it back.""",0.0,Neutral
-8AYi1n0UWo_9-8-rgb_front,So once the words are out there they are out there.,0.0,Neutral
-8EJ9aomFAc_4-8-rgb_front,So think about what you're going to say before you say it.,0.0,Neutral
-8EJ9aomFAc_5-8-rgb_front,"If someone is attacking you or something is coming at you, it?s harder to not jump on that and act very quickly and tell somebody how terrible they are or what a jerk they are or whatever it is.",-0.8176,Extremely Negative
-8EJ9aomFAc_6-8-rgb_front,"But try to stop, think about it so that the words that you say are not hurtful and more critical and negative and don't exacerbate the whole situation.",-0.839,Extremely Negative
-8EJ9aomFAc_7-8-rgb_front,Hi this is Nigel with Blue Griffin Handyman and today we are going to talk about how to get rid of the paint smell in your house.,0.0,Neutral
-8EJ9aomFAc_8-8-rgb_front,"The first thing to do, the best thing to do is to avoid the fumes altogether.",0.4404,Positive
-8L6L9fFWK8_0-8-rgb_front,Many paints these days come with a low VOC or a no VOC mixture and it will tell you on the back of the can like this one here says VOC at 132 grams per liter.,-0.2023,Somewhat Negative
-8L6L9fFWK8_1-8-rgb_front,"Now VOC stands for volatile organic compounds and that is what is causing the fumes in your house so what you want to do if you have to use some of these paints with VOC in them the best thing to do is to open the windows, all the windows in the house and put a fan on one end of the house so you can draw all the fumes out of the house and try to go to the park for the day or something and get out of the house so you don't have the smell those nasty vapors.",0.5046,Positive
-8L6L9fFWK8_2-8-rgb_front,When you are using those type of paints with VOC in them definitely use some kind of breathing protection that will filter out those kinds of fumes.,0.3818,Somewhat Positive
-8L6L9fFWK8_3-8-rgb_front,They are not good for you.,-0.3412,Somewhat Negative
-8L6L9fFWK8_4-8-rgb_front,So that is how to get the paint smell out of your house.,0.0,Neutral
-8L6L9fFWK8_5-8-rgb_front,"Hi, I'm James from Reptile Rescue Service in Salt Lake City, Utah.",0.5106,Positive
-8L6L9fFWK8_6-8-rgb_front,"If your turtle won't eat, that's the topic of this one, this discussion here.",0.0,Neutral
-8L6L9fFWK8_7-8-rgb_front,"So if you have one that has this disease, you need to keep 'em separate.",0.0,Neutral
-8L6L9fFWK8_8-8-rgb_front,"This will affect 'em on eating, and also they will be lazy and want to sleep a lot.",-0.296,Somewhat Negative
-8L6L9fFWK8_9-8-rgb_front,There could be a couple of variances of this one.,0.0,Neutral
-8XxBfXAzyo_1-8-rgb_front,"Could be, if it's a wild caught turtle, land turtle or tortoise, a lot of time they sense in they sense in the wintertime, it's time to hibernate.",0.0,Neutral
-8XxBfXAzyo_10-8-rgb_front,"At this time they'll quit eating, because if they have food in their belly when they go into hibernation, it can be fatal.",-0.5423,Negative
-8XxBfXAzyo_11-8-rgb_front,"It'll actually ferment or rot, and can cause fatality to the turtle or tortoise.",-0.6705,Negative
-8XxBfXAzyo_12-8-rgb_front,"Another sign of this could be if they have an upper respiratory infection, which is like a form of pneumonia to us humans.",0.3612,Somewhat Positive
-8XxBfXAzyo_13-8-rgb_front,It makes them weak and sick.,-0.7351,Negative
-8XxBfXAzyo_14-8-rgb_front,"If it's a Russian tortoise, a lot of these carry herpes disease.",0.0,Neutral
-8XxBfXAzyo_15-8-rgb_front,"This is not contagious to humans, but it is to other tortoises.",0.1326,Somewhat Positive
-8XxBfXAzyo_16-8-rgb_front,"The kids can add glitter to it, stickers, it's really easy to do and it's great if they are having a tea party with their friends.",0.92,Extremely Positive
-8XxBfXAzyo_17-8-rgb_front,You can get rid of all of that old wrapping paper.,0.0,Neutral
-8XxBfXAzyo_18-8-rgb_front,"And again, it's a great recyclable craft if you have birthday party paper from a child's birthday.",0.7783,Extremely Positive
-8XxBfXAzyo_19-8-rgb_front,"Pool it all together, make a bunch of hats and let the kids run around and really have a good time with them.",0.4877,Positive
-8XxBfXAzyo_2-8-rgb_front,And I will go ahead and just place my hat on and say thank you.,0.3612,Somewhat Positive
-8XxBfXAzyo_3-8-rgb_front,Hi.,0.0,Neutral
-8XxBfXAzyo_4-8-rgb_front,In this segment we're going to talk about consecutive rolls.,0.0,Neutral
-8XxBfXAzyo_5-8-rgb_front,"And what that means is doing a roll, and a roll, and a roll, and a roll, without stopping, without breaking any of the, any of the motion.",0.1139,Somewhat Positive
-8XxBfXAzyo_6-8-rgb_front,"And the trick of that is, is right when the Frisbee comes to your second hand, is to push it up, right in the right angle, so it comes back to your other hand.",0.7351,Positive
-8XxBfXAzyo_7-8-rgb_front,"And it's again, it's the using your legs and using your arms.",0.0,Neutral
-8XxBfXAzyo_8-8-rgb_front,"But the last part is the critical part, to have it come here, so it sets up for your next roll.",-0.4497,Negative
-8XxBfXAzyo_9-8-rgb_front,"An example of consecutive rolls: here, here, here, here, here, here, here, here, here, here.",0.0,Neutral
-8j9K3T5lkw_0-8-rgb_front,"Now if you noticed, every time that it came around to this arm, I was pushing it up, so it was almost right in the right spot for my next roll.",0.0,Neutral
-8j9K3T5lkw_1-8-rgb_front,I didn't have to run around.,0.0,Neutral
-8j9K3T5lkw_3-8-rgb_front,"So the whole key is, is that right at the end and that push to make sure that it's set for the next roll.",0.3182,Somewhat Positive
-8j9K3T5lkw_4-8-rgb_front,"Now, chameleons--one of the characteristics of chameleons is their amazing ability to change color.",0.7269,Positive
-8j9K3T5lkw_5-8-rgb_front,"So, as far as color changing goes, she also--many chameleons go through a breeding stage.",0.0,Neutral
-8j9K3T5lkw_6-8-rgb_front,"In the Veiled Chameleons, in males, it's called the sunburst phase.",0.0,Neutral
-8j9K3T5lkw_7-8-rgb_front,"They turn to bright colors, multi-colors, usually very bright, very eye-catching.",0.7264,Positive
-8j9K3T5lkw_8-8-rgb_front,The females turn a--sometimes an orangish or brownish color during breeding season but many females will not display a very obvious change of color during breeding at all.,0.0,Neutral
-8smPvP08mU_10-8-rgb_front,A hungry chameleon will often have--will often be trying to blend in with its environment.,0.0,Neutral
-8smPvP08mU_11-8-rgb_front,This is when they tend to do that not only for hiding but for making sure that their prey doesn't see him.,0.5258,Positive
-8smPvP08mU_12-8-rgb_front,"Now, it's not just for hiding from enemies, they want to make sure that their prey is not aware of their presence either.",0.0742,Neutral
-8smPvP08mU_9-8-rgb_front,"Now, an angry chameleon such as her--she's displaying right now.",-0.5106,Negative
-8tIt1vEinQ_0-8-rgb_front,What she's displaying is the angry colors.,-0.5106,Negative
-8tIt1vEinQ_1-8-rgb_front,She's trying to make sure that I know that I'm not welcome in her cage.,-0.0464,Neutral
-8tIt1vEinQ_10-8-rgb_front,It's often thought that chameleons blend in with their environment but this is not the only reason they change color.,0.0,Neutral
-8tIt1vEinQ_11-8-rgb_front,"They do change colors with their environment to blend in such as browns for climbing on the trees, the greens for matching the leaves and they also turn colors when--according to their mood.",0.0,Neutral
-8tIt1vEinQ_12-8-rgb_front,"When they're angry, they tend to get--the Veiled Chameleons tend to get the black stripes with the white spots and the green in between.",-0.5106,Negative
-8tIt1vEinQ_13-8-rgb_front,And the sleeping chameleon will turn a bright lime green color with no spots.,0.1779,Somewhat Positive
-8tIt1vEinQ_14-8-rgb_front,"Now, if she's cold, she's gonna--her whole body is going to turn more of a black color.",0.0,Neutral
-8tIt1vEinQ_15-8-rgb_front,"This is--because the dark colors absorb more heat and if she's cool, she's going to go sit under her basking light, turn a darker color and absorb as much heat as she can.",0.3182,Somewhat Positive
-8tIt1vEinQ_16-8-rgb_front,"Now, when she is warm, when she's too warm, she's going to turn a lighter green color, sometimes a white color because this is when she wants to expel as much heat as she can.",-0.0258,Neutral
-8tIt1vEinQ_17-8-rgb_front,"This doesn't happen very often because of the fact that she likes the higher temperatures and where we live, we don't get too many high temperatures indoors.",0.4215,Positive
-8tIt1vEinQ_18-8-rgb_front,DR. CHRIS MANGO: Hi.,0.0,Neutral
-8tIt1vEinQ_19-8-rgb_front,"This is Dr. Chris Mango, here in New York City.",0.0,Neutral
-8tIt1vEinQ_2-8-rgb_front,The next muscle we're going to be taking a look at is the latissimus dorsi.,0.0,Neutral
-8tIt1vEinQ_20-8-rgb_front,"This is another common muscle that you might not know the name for, but everybody knows that they work under lats when they go to the gym.",0.0,Neutral
-8tIt1vEinQ_21-8-rgb_front,"Now, this can also cause a lot of pain in the side here, but it can also go into the arm a little bit.",-0.2846,Somewhat Negative
-8tIt1vEinQ_22-8-rgb_front,Let's take a look.,0.0,Neutral
-8tIt1vEinQ_23-8-rgb_front,"Okay, so the latissimus dorsi connects along the iliac crest, up along the thoracic spine here, and then up into the shoulder and down.",0.2263,Somewhat Positive
-8tIt1vEinQ_24-8-rgb_front,"Now, the muscles through this area, you can find trigger points through here and here, and that can cause pain that can come all in the side of the spine and down into the arm.",-0.5106,Negative
-8tIt1vEinQ_25-8-rgb_front,"And you may not realize it, it may look okay, but there'll be something that's just off.",0.1154,Somewhat Positive
-8tIt1vEinQ_3-8-rgb_front,"When you master getting the exact curves right, which is pretty easy, above the waist curve it down, below the waist, curve it up.",0.7269,Positive
-8tIt1vEinQ_4-8-rgb_front,Everything falls into place after that.,0.0,Neutral
-8tIt1vEinQ_5-8-rgb_front,"But, same thing with hems and everything, your outfit will be completely wrong if you have the curve going the wrong way.",-0.867,Extremely Negative
-8tIt1vEinQ_6-8-rgb_front,"Right now I'm going to show you that, colors, I want to say cripple some people.",0.0772,Neutral
-8tIt1vEinQ_7-8-rgb_front,They get a mind set that they have to use the same colors over and over and over and over again.,0.0,Neutral
-8tIt1vEinQ_8-8-rgb_front,Okay.,0.2263,Somewhat Positive
-8tIt1vEinQ_9-8-rgb_front,What colors do you think going to look good with it?,0.4404,Positive
-8uwu59w8QE_0-8-rgb_front,"I don't know, let's try some yellow.",0.0,Neutral
-8uwu59w8QE_10-8-rgb_front,Just butt it up right next to it.,0.0,Neutral
-8uwu59w8QE_11-8-rgb_front,Yeah sure they look good together.,0.7506,Extremely Positive
-8uwu59w8QE_12-8-rgb_front,You know brown and green and blue are going to look good together because they're earth tones.,0.4404,Positive
-8uwu59w8QE_13-8-rgb_front,What about pink?,0.0,Neutral
-8uwu59w8QE_14-8-rgb_front,Does pink look good with brown?,0.4404,Positive
-8uwu59w8QE_15-8-rgb_front,Yes it does.,0.4019,Positive
-8uwu59w8QE_2-8-rgb_front,It looks very good with brown.,0.4927,Positive
-8uwu59w8QE_3-8-rgb_front,"What you should do is when you're practicing, if you've got multiple colors like I do here, I have a tee shirt rack that's got 28, 29 colors on it.",0.3612,Somewhat Positive
-8uwu59w8QE_4-8-rgb_front,"You just got to remember that, don't be afraid to put colors together.",0.0,Neutral
-8uwu59w8QE_5-8-rgb_front,"One thing my father taught me was, if you've got colors that are opposite of the color wheel, and that means if it's a cold color or a hot color meaning red or blue.",0.0,Neutral
-8uwu59w8QE_6-8-rgb_front,If you put them together they're going to vibrate against each other and they're going to get your attention and that's the whole point of putting them together is to get your attention.,0.0,Neutral
-8uwu59w8QE_7-8-rgb_front,So don't be afraid to put colors together.,0.0,Neutral
-8uwu59w8QE_8-8-rgb_front,"Pink and brown, do something cool with the brown letters with a pink background and it'll look nice.",0.6249,Positive
-8uwu59w8QE_9-8-rgb_front,Thank you.,0.3612,Somewhat Positive
-916rCqIrfY_0-5-rgb_front,And you'll see that I have multiple air brushes.,0.0,Neutral
-916rCqIrfY_1-5-rgb_front,At one time I had an air brush on every color.,0.0,Neutral
-916rCqIrfY_10-5-rgb_front,And it just increases speed and efficiency whenever you're painting something.,0.3612,Somewhat Positive
-916rCqIrfY_11-5-rgb_front,"Just take a color, say I've got brown.",0.0,Neutral
-916rCqIrfY_12-5-rgb_front,Just find out what colors look good together with it.,0.4404,Positive
-916rCqIrfY_13-5-rgb_front,I just draw a line of it.,0.0,Neutral
-916rCqIrfY_14-5-rgb_front,Right in the middle.,0.0,Neutral
-916rCqIrfY_15-5-rgb_front,Hi!,0.0,Neutral
-916rCqIrfY_16_17_18-5-rgb_front,"I recommend strongly that original core that we talked about a long time ago have one person who is going to be the coordinator for vending, ideally you will have a vendor coordinator and someone also to handle food who may be with food booth or may understand industry.",0.8271,Extremely Positive
-916rCqIrfY_19-5-rgb_front,It is a very specialized area and you can get yourself into all certain types of hassles if you don't do it right.,0.2732,Somewhat Positive
-916rCqIrfY_2-5-rgb_front,I suggest you getting a vending coordinator.,0.0,Neutral
-916rCqIrfY_20-5-rgb_front,One for food and one for non-food vending and work with the vendors the best that they can.,0.6369,Positive
-916rCqIrfY_3-5-rgb_front,In the next segment we are going to talk about another money issue which is sponsorship.,0.0,Neutral
-916rCqIrfY_4-5-rgb_front,Stay with me.,0.0,Neutral
-916rCqIrfY_5-5-rgb_front,"In this segment, I am going to touch on vending.",0.0,Neutral
-916rCqIrfY_6-5-rgb_front,How to work with vendors and what they are all about.,0.0,Neutral
-916rCqIrfY_7-5-rgb_front,"When you go to a festival, you will also often see vendors.",0.4939,Positive
-916rCqIrfY_8-5-rgb_front,"You will see food vendors, non-food vendors, craft and arts and so on.",0.0,Neutral
-916rCqIrfY_9-5-rgb_front,"As a producer of the event, you need to look at it also as one of your income producers.",0.0,Neutral
-96cWDhR4hc_0-5-rgb_front,"If you realize that each of those vendors might be paying say a $100 and if you have ten of those vendors that is a $1,000 that your festival has already to work with.",0.4939,Positive
-96cWDhR4hc_1-5-rgb_front,How many you have will also depend upon your budget and your site and what you can fit in but you need to think in terms of food and non-food vendors being an intricate part of your event.,0.3919,Somewhat Positive
-96cWDhR4hc_10-5-rgb_front,"Food vendors are a whole scene onto themselves because of the complications, health requirements, heating requirements and cooling requirements and the need for power that they bring into your festival.",0.4939,Positive
-96cWDhR4hc_11-5-rgb_front,"Admittedly, my kicks aren't the most fancy or flashy in the world.",0.0,Neutral
-96cWDhR4hc_2-5-rgb_front,I don't kick people in the head standing up.,0.0,Neutral
-96cWDhR4hc_3-5-rgb_front,"(demo) I could have an attacker dealing with me over on this side, and I may have to kick him to stop him from grabbing while I deal with this other attacker.",-0.8625,Extremely Negative
-96cWDhR4hc_4-5-rgb_front,"What I might want to do, instead of kicking the body like I said, here, (demo) is come in and kick the leg out.",0.4215,Positive
-96cWDhR4hc_5-5-rgb_front,You can have a lot of good effects kicking someone's knee out just like this.,0.6597,Positive
-96cWDhR4hc_6-5-rgb_front,"(demo) If you're to the side of the person, (demo) kick out the inside of the leg.",0.0,Neutral
-96cWDhR4hc_7-5-rgb_front,"Or, you can kick out the outside of the leg (demo) just like this.",0.3612,Somewhat Positive
-96cWDhR4hc_8-5-rgb_front,"Now, I'm doing that really easy because you can damage the person's knee.",-0.0018,Neutral
-96cWDhR4hc_9-5-rgb_front,"But you'll see the way the leg folds (demo) just by kicking on the outside. Switch your feet. Or, the inside (demo) just like that.",0.5023,Positive
-98tdkCF-sY_5-5-rgb_front,"Again, be very careful of practicing these kicks because you can roll the knee out and twist the ankle and the knee at the same time.",0.2247,Somewhat Positive
-98tdkCF-sY_6-5-rgb_front,"If I'm going to kick him in the head, I'm going to knock him down to the ground first, and then I'll kick him in the head where I don't have to stretch that far.",0.0,Neutral
-98tdkCF-sY_7-5-rgb_front,"But, I think it's a great way to kick, bring it up, out, (demo) just like this.",0.872,Extremely Positive
-98tdkCF-sY_8-5-rgb_front,A side kick is a good technique.,0.4404,Positive
-98tdkCF-sY_9-5-rgb_front,"A side kick, basically the way I do it, is I stand sideways to my partner, I'm going to take a step in, cross, kick up and out.",0.0,Neutral
-9D6kP1TgbY_0-8-rgb_front,"When I kick, I'm kicking with the outside edge of my foot, here, (demo) and then back.",0.0,Neutral
-9D6kP1TgbY_1-8-rgb_front,"One, two.",0.0,Neutral
-9D6kP1TgbY_10-8-rgb_front,"(demo) One, two, three, four.",0.0,Neutral
-9D6kP1TgbY_11-8-rgb_front,"(demo) My target, of course, will be anywhere on the body.",0.0,Neutral
-9D6kP1TgbY_12-8-rgb_front,"I prefer to kick in the legs, but for this example, I'm going to kick in the body (demo) just like this.",0.5023,Positive
-9D6kP1TgbY_13-8-rgb_front,I'm using a heavy duty stapler and you want to make sure you test out your stapler on a scrap piece of wood to make sure that you know where the placement of the stapler is going to be because we're on a very narrow strip here and we don't want to miss our mark when we put our stapler in.,0.6276,Positive
-9D6kP1TgbY_14-8-rgb_front,"Now with these heavy duty staplers, you want to place it and put your hand right here to give downward pressure right here because if you don't the stapler tends to want to jump up and the staple won't go in properly.",0.3818,Somewhat Positive
-9D6kP1TgbY_15-8-rgb_front,"Just color up those staples, it makes a big difference.",0.0,Neutral
-9D6kP1TgbY_16-8-rgb_front,You don't notice them as much.,0.0,Neutral
-9D6kP1TgbY_17-8-rgb_front,"So, some of them have a little spot on top and they call it a power button and that's what they want you to do is push down and staple.",0.2111,Somewhat Positive
-9D6kP1TgbY_18-8-rgb_front,And then you have got a good staple right there nice and secure.,0.7964,Extremely Positive
-9D6kP1TgbY_19-8-rgb_front,We're going to staple all the way down the edge and put those staples fairly close.,0.0,Neutral
-9D6kP1TgbY_2-8-rgb_front,"Now, when you're going over the whole section, you're going to need something to rest the stapler on.",0.0,Neutral
-9D6kP1TgbY_20-8-rgb_front,"Here i have just put a roll of tape, something that I can lean on.",0.0,Neutral
-9D6kP1TgbY_21-8-rgb_front,"If you don't use that, your stapler is going to go into the hole and it will shoot in the wrong direction.",-0.6705,Negative
-9D6kP1TgbY_22-8-rgb_front,"So, you want to have something to prop up that stapler and we'll go about every half inch all the way down the side trying to keep those staples in a nice even row.",0.4767,Positive
-9D6kP1TgbY_3-8-rgb_front,"As a finishing touch, you might want to take a permanent marker and color over the staples so they don't stand out as much or you can touch it up with a little paint also.",0.0772,Neutral
-9D6kP1TgbY_4-8-rgb_front,"And most of those dealers are setup with secondary finance companies that deal strictly with people that have bad credit or non-existent credit as opposed to the bigger dealerships, the big chains, the big Ford dealerships or the big Chevrolet dealerships.",0.1779,Somewhat Positive
-9D6kP1TgbY_5-8-rgb_front,"Go to a smaller, buy here, pay here and most of those will have secondary financing.",-0.1027,Somewhat Negative
-9D6kP1TgbY_6-8-rgb_front,That's exactly how you get a car loan with bad credit or non-existing credit.,0.1779,Somewhat Positive
-9D6kP1TgbY_7-8-rgb_front,"Again, my name is Adriel Torres and I'm the owner of ultimatecredittoday.com.",0.0,Neutral
-9D6kP1TgbY_8-8-rgb_front,Thank you very much.,0.3612,Somewhat Positive
-9D6kP1TgbY_9-8-rgb_front,"Okay, the eyes are basically done.",0.2263,Somewhat Positive
-9GV_-VRpt8_0-8-rgb_front,This is our perfect eye look for Goth.,0.5719,Positive
-9GV_-VRpt8_1-8-rgb_front,"We don't want the eye brows to look too over done or too powdered, so I'm just going to fill in a little bit just to get a nice natural arch.",0.6222,Positive
-9GV_-VRpt8_10-8-rgb_front,"The eyebrows really shape the face, especially when you have such a dramatic eye shadow look.",0.0,Neutral
-9GV_-VRpt8_11-8-rgb_front,You really want to make sure that you don't forget your eyebrows.,0.5513,Positive
-9GV_-VRpt8_12-8-rgb_front,"Because her eyebrows are a little short, I'm going to draw just a tiny bit onto the ends just to extend them a little bit.",0.1779,Somewhat Positive
-9GV_-VRpt8_13-8-rgb_front,Add a little more if you want to.,0.144,Somewhat Positive
-9GV_-VRpt8_14-8-rgb_front,It's all personal preference.,0.0,Neutral
-9GV_-VRpt8_2-8-rgb_front,"Again, how dark you want your brows to be.",0.0772,Neutral
-9GV_-VRpt8_3-8-rgb_front,Try to use a color that most closely matches your natural hair color.,0.3612,Somewhat Positive
-9GV_-VRpt8_4-8-rgb_front,"Once you get your desired shape, take a little brow comb or brow brush and brush through the brows.",0.2732,Somewhat Positive
-9GV_-VRpt8_5-8-rgb_front,Even everything out.,0.0,Neutral
-9GV_-VRpt8_6-8-rgb_front,We're going to do a little bit in the brows.,0.0,Neutral
-9GV_-VRpt8_7-8-rgb_front,Blend everything.,0.0,Neutral
-9GV_-VRpt8_8-8-rgb_front,"What this does is it takes away the excess powder, blends everything in, and also you shape your brow at that point to your desired shape.",0.2732,Somewhat Positive
-9GV_-VRpt8_9-8-rgb_front,Look how perfect that brow looks.,0.5719,Positive
-9Kic0QsCYs_0-8-rgb_front,Her brows are pretty light.,0.4939,Positive
-9Kic0QsCYs_1-8-rgb_front,"They're nicely shaped, but they're pretty light.",0.7391,Positive
-9Kic0QsCYs_10-8-rgb_front,We want them to match more of her dark chestnut hair color.,0.0772,Neutral
-9Kic0QsCYs_11-8-rgb_front,I'm using a powder and a brush.,0.0,Neutral
-9Kic0QsCYs_12-8-rgb_front,You can use a pencil.,0.0,Neutral
-9Kic0QsCYs_13-8-rgb_front,It's all personal preference.,0.0,Neutral
-9Kic0QsCYs_14-8-rgb_front,I'm just going to fill in her natural brow line.,0.3612,Somewhat Positive
-9Kic0QsCYs_15-8-rgb_front,"Hi, this is Sean Hobson and what we're talking about right now is using the proper mechanics to become not only a good shooter, but a good shooter from the free throw line.",0.8223,Extremely Positive
-9Kic0QsCYs_2-8-rgb_front,So the last step that we have is to finish out your free throw.,0.5106,Positive
-9Kic0QsCYs_4-8-rgb_front,"What we see a lot of players do is they'll follow through, but then they'll pull their hand back and again, that's going to pull that basketball back a little bit and not let it go ahead and follow through the proper way.",0.6486,Positive
-9Kic0QsCYs_5-8-rgb_front,The last thing is we don't want to fall take our shot and fall back off the free throw line.,0.4728,Positive
-9Kic0QsCYs_6-8-rgb_front,"If you shoot and you take a step back, it?s called negative energy.",-0.6124,Negative
-9Kic0QsCYs_7-8-rgb_front,You're taking energy away from that basketball and not allowing it to go on down.,0.2732,Somewhat Positive
-9Kic0QsCYs_8-8-rgb_front,"So, remember when making a good free throw shot, its not just the shot, its also how you finish after the free throw that's going to make you a good free throw shooter.",0.9403,Extremely Positive
-9Kic0QsCYs_9-8-rgb_front,If Kyle steps up to the line right here and gets himself ready.,0.3612,Somewhat Positive
-9KqRMBAAsA_1_2-3-rgb_front,"What we're going to talk about is you have a good base, you have a good foundation.",0.7003,Positive
-9KqRMBAAsA_3-3-rgb_front,You're going to make the shot,0.0,Neutral
-9KqRMBAAsA_4-3-rgb_front,That's the first thing in finishing.,0.0,Neutral
-9KqRMBAAsA_5-3-rgb_front,"But the most important thing is by using your legs, a lot of time you see players come up and shoot their free throw and they stay flat footed and then end up hitting the ball on the front of the rim.",0.611,Positive
-9KqRMBAAsA_6-3-rgb_front,"What we always want to do is you always want to finish your free throw up on your toes because what that does is when you get up on your toes, that's using the bottom of your leg muscles and its giving you just that extra edge to get that ball up and over the rim.",0.743,Positive
-9KqRMBAAsA_7-3-rgb_front,The other thing you want to make sure and do is always follow through and end up out in front of you.,0.3818,Somewhat Positive
-9KqRMBAAsA_8-3-rgb_front,You never want to end up with the ball up here.,-0.0572,Neutral
-9KqRMBAAsA_9-3-rgb_front,ALLEN DIWAN: Hi.,0.0,Neutral
-9TmNCFEtDo_1-8-rgb_front,My name is Allen Diwan.,0.0,Neutral
-9TmNCFEtDo_2-8-rgb_front,"And it's also, cooking the food is also about seeing the color of the food in the dish.",0.0,Neutral
-9TmNCFEtDo_3-8-rgb_front,You'll see the different flavors.,0.0,Neutral
-9TmNCFEtDo_4-8-rgb_front,"You'll see the different ingredients that we are going to put in this dish that you see the unique--the ingre--the colors of each and every ingredient, and this is part of the appeal.",0.0,Neutral
-9TmNCFEtDo_5-8-rgb_front,"I might add one more tomato of this dish, that you can see it's very rustic and you have to make it appetizing for--'cause you eat with your eyes as well, and you want to make this dish as appetizing as possible.",0.34,Somewhat Positive
-9TmNCFEtDo_6-8-rgb_front,"So, this is quite a straight forward recipe, and the ginger, garlic, we're waiting for the ginger to cook properly.",0.2911,Somewhat Positive
-9TmNCFEtDo_7-8-rgb_front,"And for 1 more 2--1 or 2 more minutes, we'll give it--we'll leave it for 1 or 2 more minutes, and then we'll add our tomatoes to this.",-0.0516,Neutral
