video_name,caption,emotion
-8EJ9aomFAc_5-8-rgb_front,"If someone is attacking you or something is coming at you, it?s harder to not jump on that and act very quickly and tell somebody how terrible they are or what a jerk they are or whatever it is.",Negative
-8EJ9aomFAc_6-8-rgb_front,"But try to stop, think about it so that the words that you say are not hurtful and more critical and negative and don't exacerbate the whole situation.",Negative
-8EJ9aomFAc_8-8-rgb_front,"The first thing to do, the best thing to do is to avoid the fumes altogether.",Positive
-8L6L9fFWK8_1-8-rgb_front,"Now VOC stands for volatile organic compounds and that is what is causing the fumes in your house so what you want to do if you have to use some of these paints with VOC in them the best thing to do is to open the windows, all the windows in the house and put a fan on one end of the house so you can draw all the fumes out of the house and try to go to the park for the day or something and get out of the house so you don't have the smell those nasty vapors.",Positive
-8L6L9fFWK8_2-8-rgb_front,When you are using those type of paints with VOC in them definitely use some kind of breathing protection that will filter out those kinds of fumes.,Positive
-8L6L9fFWK8_3-8-rgb_front,They are not good for you.,Negative
-8L6L9fFWK8_5-8-rgb_front,"Hi, I'm James from Reptile Rescue Service in Salt Lake City, Utah.",Positive
-8L6L9fFWK8_8-8-rgb_front,"This will affect 'em on eating, and also they will be lazy and want to sleep a lot.",Negative
-8XxBfXAzyo_10-8-rgb_front,"At this time they'll quit eating, because if they have food in their belly when they go into hibernation, it can be fatal.",Negative
-8XxBfXAzyo_11-8-rgb_front,"It'll actually ferment or rot, and can cause fatality to the turtle or tortoise.",Negative
-8XxBfXAzyo_12-8-rgb_front,"Another sign of this could be if they have an upper respiratory infection, which is like a form of pneumonia to us humans.",Positive
-8XxBfXAzyo_13-8-rgb_front,It makes them weak and sick.,Negative
-8XxBfXAzyo_16-8-rgb_front,"The kids can add glitter to it, stickers, it's really easy to do and it's great if they are having a tea party with their friends.",Positive
-8XxBfXAzyo_18-8-rgb_front,"And again, it's a great recyclable craft if you have birthday party paper from a child's birthday.",Positive
-8XxBfXAzyo_19-8-rgb_front,"Pool it all together, make a bunch of hats and let the kids run around and really have a good time with them.",Positive
-8XxBfXAzyo_2-8-rgb_front,And I will go ahead and just place my hat on and say thank you.,Positive
-8XxBfXAzyo_6-8-rgb_front,"And the trick of that is, is right when the Frisbee comes to your second hand, is to push it up, right in the right angle, so it comes back to your other hand.",Positive
-8XxBfXAzyo_8-8-rgb_front,"But the last part is the critical part, to have it come here, so it sets up for your next roll.",Negative
-8j9K3T5lkw_3-8-rgb_front,"So the whole key is, is that right at the end and that push to make sure that it's set for the next roll.",Positive
-8j9K3T5lkw_4-8-rgb_front,"Now, chameleons--one of the characteristics of chameleons is their amazing ability to change color.",Positive
-8j9K3T5lkw_7-8-rgb_front,"They turn to bright colors, multi-colors, usually very bright, very eye-catching.",Positive
-8smPvP08mU_11-8-rgb_front,This is when they tend to do that not only for hiding but for making sure that their prey doesn't see him.,Positive
-8smPvP08mU_9-8-rgb_front,"Now, an angry chameleon such as her--she's displaying right now.",Negative
-8tIt1vEinQ_0-8-rgb_front,What she's displaying is the angry colors.,Negative
-8tIt1vEinQ_12-8-rgb_front,"When they're angry, they tend to get--the Veiled Chameleons tend to get the black stripes with the white spots and the green in between.",Negative
-8tIt1vEinQ_15-8-rgb_front,"This is--because the dark colors absorb more heat and if she's cool, she's going to go sit under her basking light, turn a darker color and absorb as much heat as she can.",Positive
-8tIt1vEinQ_17-8-rgb_front,"This doesn't happen very often because of the fact that she likes the higher temperatures and where we live, we don't get too many high temperatures indoors.",Positive
-8tIt1vEinQ_21-8-rgb_front,"Now, this can also cause a lot of pain in the side here, but it can also go into the arm a little bit.",Negative
-8tIt1vEinQ_24-8-rgb_front,"Now, the muscles through this area, you can find trigger points through here and here, and that can cause pain that can come all in the side of the spine and down into the arm.",Negative
-8tIt1vEinQ_3-8-rgb_front,"When you master getting the exact curves right, which is pretty easy, above the waist curve it down, below the waist, curve it up.",Positive
-8tIt1vEinQ_5-8-rgb_front,"But, same thing with hems and everything, your outfit will be completely wrong if you have the curve going the wrong way.",Negative
-8tIt1vEinQ_9-8-rgb_front,What colors do you think going to look good with it?,Positive
-8uwu59w8QE_11-8-rgb_front,Yeah sure they look good together.,Positive
-8uwu59w8QE_12-8-rgb_front,You know brown and green and blue are going to look good together because they're earth tones.,Positive
-8uwu59w8QE_14-8-rgb_front,Does pink look good with brown?,Positive
-8uwu59w8QE_15-8-rgb_front,Yes it does.,Positive
-8uwu59w8QE_2-8-rgb_front,It looks very good with brown.,Positive
-8uwu59w8QE_3-8-rgb_front,"What you should do is when you're practicing, if you've got multiple colors like I do here, I have a tee shirt rack that's got 28, 29 colors on it.",Positive
-8uwu59w8QE_8-8-rgb_front,"Pink and brown, do something cool with the brown letters with a pink background and it'll look nice.",Positive
-8uwu59w8QE_9-8-rgb_front,Thank you.,Positive
-916rCqIrfY_10-5-rgb_front,And it just increases speed and efficiency whenever you're painting something.,Positive
-916rCqIrfY_12-5-rgb_front,Just find out what colors look good together with it.,Positive
-916rCqIrfY_16_17_18-5-rgb_front,"I recommend strongly that original core that we talked about a long time ago have one person who is going to be the coordinator for vending, ideally you will have a vendor coordinator and someone also to handle food who may be with food booth or may understand industry.",Positive
-916rCqIrfY_19-5-rgb_front,It is a very specialized area and you can get yourself into all certain types of hassles if you don't do it right.,Positive
-916rCqIrfY_20-5-rgb_front,One for food and one for non-food vending and work with the vendors the best that they can.,Positive
-916rCqIrfY_7-5-rgb_front,"When you go to a festival, you will also often see vendors.",Positive
-96cWDhR4hc_0-5-rgb_front,"If you realize that each of those vendors might be paying say a $100 and if you have ten of those vendors that is a $1,000 that your festival has already to work with.",Positive
-96cWDhR4hc_1-5-rgb_front,How many you have will also depend upon your budget and your site and what you can fit in but you need to think in terms of food and non-food vendors being an intricate part of your event.,Positive
-96cWDhR4hc_10-5-rgb_front,"Food vendors are a whole scene onto themselves because of the complications, health requirements, heating requirements and cooling requirements and the need for power that they bring into your festival.",Positive
-96cWDhR4hc_3-5-rgb_front,"(demo) I could have an attacker dealing with me over on this side, and I may have to kick him to stop him from grabbing while I deal with this other attacker.",Negative
-96cWDhR4hc_4-5-rgb_front,"What I might want to do, instead of kicking the body like I said, here, (demo) is come in and kick the leg out.",Positive
-96cWDhR4hc_5-5-rgb_front,You can have a lot of good effects kicking someone's knee out just like this.,Positive
-96cWDhR4hc_7-5-rgb_front,"Or, you can kick out the outside of the leg (demo) just like this.",Positive
-96cWDhR4hc_9-5-rgb_front,"But you'll see the way the leg folds (demo) just by kicking on the outside. Switch your feet. Or, the inside (demo) just like that.",Positive
-98tdkCF-sY_7-5-rgb_front,"But, I think it's a great way to kick, bring it up, out, (demo) just like this.",Positive
-98tdkCF-sY_8-5-rgb_front,A side kick is a good technique.,Positive
-9D6kP1TgbY_12-8-rgb_front,"I prefer to kick in the legs, but for this example, I'm going to kick in the body (demo) just like this.",Positive
-9D6kP1TgbY_13-8-rgb_front,I'm using a heavy duty stapler and you want to make sure you test out your stapler on a scrap piece of wood to make sure that you know where the placement of the stapler is going to be because we're on a very narrow strip here and we don't want to miss our mark when we put our stapler in.,Positive
-9D6kP1TgbY_14-8-rgb_front,"Now with these heavy duty staplers, you want to place it and put your hand right here to give downward pressure right here because if you don't the stapler tends to want to jump up and the staple won't go in properly.",Positive
-9D6kP1TgbY_18-8-rgb_front,And then you have got a good staple right there nice and secure.,Positive
-9D6kP1TgbY_21-8-rgb_front,"If you don't use that, your stapler is going to go into the hole and it will shoot in the wrong direction.",Negative
-9D6kP1TgbY_22-8-rgb_front,"So, you want to have something to prop up that stapler and we'll go about every half inch all the way down the side trying to keep those staples in a nice even row.",Positive
-9D6kP1TgbY_8-8-rgb_front,Thank you very much.,Positive
-9GV_-VRpt8_0-8-rgb_front,This is our perfect eye look for Goth.,Positive
-9GV_-VRpt8_1-8-rgb_front,"We don't want the eye brows to look too over done or too powdered, so I'm just going to fill in a little bit just to get a nice natural arch.",Positive
-9GV_-VRpt8_11-8-rgb_front,You really want to make sure that you don't forget your eyebrows.,Positive
-9GV_-VRpt8_3-8-rgb_front,Try to use a color that most closely matches your natural hair color.,Positive
-9GV_-VRpt8_4-8-rgb_front,"Once you get your desired shape, take a little brow comb or brow brush and brush through the brows.",Positive
-9GV_-VRpt8_8-8-rgb_front,"What this does is it takes away the excess powder, blends everything in, and also you shape your brow at that point to your desired shape.",Positive
-9GV_-VRpt8_9-8-rgb_front,Look how perfect that brow looks.,Positive
-9Kic0QsCYs_0-8-rgb_front,Her brows are pretty light.,Positive
-9Kic0QsCYs_1-8-rgb_front,"They're nicely shaped, but they're pretty light.",Positive
-9Kic0QsCYs_14-8-rgb_front,I'm just going to fill in her natural brow line.,Positive
-9Kic0QsCYs_15-8-rgb_front,"Hi, this is Sean Hobson and what we're talking about right now is using the proper mechanics to become not only a good shooter, but a good shooter from the free throw line.",Positive
-9Kic0QsCYs_2-8-rgb_front,So the last step that we have is to finish out your free throw.,Positive
-9Kic0QsCYs_4-8-rgb_front,"What we see a lot of players do is they'll follow through, but then they'll pull their hand back and again, that's going to pull that basketball back a little bit and not let it go ahead and follow through the proper way.",Positive
-9Kic0QsCYs_5-8-rgb_front,The last thing is we don't want to fall take our shot and fall back off the free throw line.,Positive
-9Kic0QsCYs_6-8-rgb_front,"If you shoot and you take a step back, it?s called negative energy.",Negative
-9Kic0QsCYs_7-8-rgb_front,You're taking energy away from that basketball and not allowing it to go on down.,Positive
-9Kic0QsCYs_8-8-rgb_front,"So, remember when making a good free throw shot, its not just the shot, its also how you finish after the free throw that's going to make you a good free throw shooter.",Positive
-9Kic0QsCYs_9-8-rgb_front,If Kyle steps up to the line right here and gets himself ready.,Positive
-9KqRMBAAsA_1_2-3-rgb_front,"What we're going to talk about is you have a good base, you have a good foundation.",Positive
-9KqRMBAAsA_5-3-rgb_front,"But the most important thing is by using your legs, a lot of time you see players come up and shoot their free throw and they stay flat footed and then end up hitting the ball on the front of the rim.",Positive
-9KqRMBAAsA_6-3-rgb_front,"What we always want to do is you always want to finish your free throw up on your toes because what that does is when you get up on your toes, that's using the bottom of your leg muscles and its giving you just that extra edge to get that ball up and over the rim.",Positive
-9KqRMBAAsA_7-3-rgb_front,The other thing you want to make sure and do is always follow through and end up out in front of you.,Positive
-9TmNCFEtDo_5-8-rgb_front,"I might add one more tomato of this dish, that you can see it's very rustic and you have to make it appetizing for--'cause you eat with your eyes as well, and you want to make this dish as appetizing as possible.",Positive
-9TmNCFEtDo_6-8-rgb_front,"So, this is quite a straight forward recipe, and the ginger, garlic, we're waiting for the ginger to cook properly.",Positive
-9__F8XKDuE_4-8-rgb_front,"We'll wait for that to cook and in the meanwhile, we'll take our tomatoes, maybe about 3 of them, and we'll cut them into cubes.",Negative
-9__F8XKDuE_6-8-rgb_front,As I mentioned earlier most portable electric sanders run on 110 or house current. Pretty much any extension cord will work.,Positive
-9_jI7kWiQY_1-8-rgb_front,"But to power it up, first, make sure your sander is in the off position, make sure the power switch is off.",Positive
-9_jI7kWiQY_2-8-rgb_front,"And then a little helpful thing that I like to do is before I connect my extension cord, to help keep it from coming unplugged while you're using it, we're going to tie a knot in the cord.",Positive
-9_jI7kWiQY_5-8-rgb_front,Plug it in and you're ready to go.,Positive
-9_jI7kWiQY_8-8-rgb_front,I like this mascara and the best way to apply your mascara and use your mascara brush is to start from the inner most part of your eyelash and wiggle and work your way up to the tip of your eyelash.,Positive
-9nBmSvp2Co_0-8-rgb_front,"Mascara brushes are sold at drug stores or your beauty supply store and they do come in different sizes, like I said, and it is best to change your mascara brush because it tends to build up bacteria and to clump.",Positive
-9nBmSvp2Co_1-8-rgb_front,"The best way to prevent clumping is to actually take your mascara brush, and if you do see any clumps on your brush, is to wipe it off on a napkin or a paper towel that won't leave any residue behind.",Positive
-9nBmSvp2Co_10-8-rgb_front,"It's best not to take your mascara brush and wipe the excess off on the lid of the bottle because that just rubs right back in and that's what causes the clumping, and then you'll have the clumps left over on your eyelashes.",Positive
-9nBmSvp2Co_12-8-rgb_front,I would like to talk with you now about international stoves.,Positive
-9nBmSvp2Co_15-8-rgb_front,"Kerosene, some of them will even burn diesel, naphta, different fuels that might be easier for you to find elsewhere.",Positive
-9nBmSvp2Co_16-8-rgb_front,"This stove right here has a special feature, if you don't find an MSR cartridge abroad you might find some other ones and they might not have a thread to screw on.",Positive
-9nBmSvp2Co_8-8-rgb_front,"And then you'll take a pitcher, and get a scoop, poor it right into your sieve.",Negative
-9umTJVGSqk_4-8-rgb_front,"If you don't have a big fancy one like this with the brushes, a lot of times wear a rubber clove and just kind of use your hand to work the materials through the screen that works also.",Positive
-9zB8cv_WJk_10-8-rgb_front,"Okay, it is efficiently chilled, just brought it out of the refrigerator.",Positive
-9zB8cv_WJk_12-8-rgb_front,"Tastes dearly, ooh, okay.",Positive
-9zB8cv_WJk_13-8-rgb_front,"So that's what you look for, just nice solid fudge.",Positive
-9zB8cv_WJk_6-8-rgb_front,"You know if you take it to the office maybe as a little dessert after your lunch, that's a great idea.",Positive
-9zB8cv_WJk_9-8-rgb_front,"So, it's perfectly congealed for me and solidified but as soon as I'm done you know, cutting it and showing you what it looks like I'm going to put it back in the freezer.",Positive
-c5CKp2JWHE_11-5-rgb_front,"We poured it in and it was smooth, and now it looks like a rough rugged terrain that you would need a four wheel drive to go over.",Positive
-c5CKp2JWHE_12-5-rgb_front,But that's okay.,Positive
-c5CKp2JWHE_13-5-rgb_front,"Fudge is homemade, at least it should be, so that's okay, not a big deal.",Positive
-c5CKp2JWHE_14-5-rgb_front,I personally don't care what my fudge looks like as long as it tastes good.,Positive
-c5CKp2JWHE_15-5-rgb_front,"It even has a little ridge right here that cracked, you know, not, didn't crack but it has a little ridge that broke off.",Negative
-c5CKp2JWHE_17-5-rgb_front,What will happen is the contact lens will stick to a wet surface better than a dry surface.,Positive
-c5CKp2JWHE_4-5-rgb_front,"You can sand that glue smooth until you feel comfortable putting your other piece on, to make a smooth transition between the two pieces.",Positive
-dK6mH2v-64_0-5-rgb_front,"So, you're going to want to do like that, and then if you can, in some cases you could actually get into the, that piece with the end of your razor blade and pick it out like this.",Positive
-dK6mH2v-64_1-5-rgb_front,"If you're lucky enough to be able to do that, then from there you can pretty much pick at it and tear that piece out.",Positive
-dK6mH2v-64_2-5-rgb_front,"If you can't get to it like that, you may have to get creative with a, like a chisel of some sort and just get a hammer and chisel it up, and then you can get a chisel from the other side and chisel that piece out.",Positive
0-0kX3XoMPQ_0-3-rgb_front,"When in doubt, go sideways as another rule, and they multiply quickly.",Negative
0-0kX3XoMPQ_1-3-rgb_front,"But I found with all bulbs, they like to be in groups just like people do.",Positive
0-0kX3XoMPQ_10-3-rgb_front,"So if you put three in a triangle, it'll do much better than one by itself.",Positive
0-0kX3XoMPQ_2-3-rgb_front,"I put 'em in some of the boggier areas in my yard and they've done well, too.",Positive
0-0kX3XoMPQ_3-3-rgb_front,And it'll do well in drought conditions.,Positive
0-0kX3XoMPQ_4-3-rgb_front,They're a plant that probably never needs to be watered and you'll never lose 'em.,Positive
0-0kX3XoMPQ_5-3-rgb_front,Just a beautiful plant.,Positive
0-0kX3XoMPQ_7-3-rgb_front,"So Montbretia is the same as a Crocosmia and these were hybridized, the Lucifer, in England back in 1966, and I like to think that was the same year I was born.",Positive
0-0kX3XoMPQ_8-3-rgb_front,"And some of my favorite flower bulbs are the Crocosmias, and within the crocosmias, the Lucifer.",Positive
0-4j8fghNOE_1-5-rgb_front,The next fall-blooming bulb that we'll talk about is Crocosmia Carmine Brilliant.,Positive
0-4j8fghNOE_2-5-rgb_front,I love Crocosmia Lucifer.,Positive
0-4j8fghNOE_3-5-rgb_front,"It's a native to South Africa, so it does very well in the Pacific Northwest, and it almost grows as a weed.",Positive
0-4j8fghNOE_4-5-rgb_front,"It really likes full, hot sun and good drainage, and hummingbirds love it.",Positive
0-4j8fghNOE_6-5-rgb_front,And they're easy bulb to recognize and easy bulb to plant.,Positive
0-4j8fghNOE_7-5-rgb_front,"They look like a Hershey's Kiss candy, and there's a root side and bullseye side.",Positive
0-CH0nKReGk_2-5-rgb_front,Nice brush.,Positive
0-CH0nKReGk_4-5-rgb_front,"You can see here where it's, get the line really fine.",Positive
0-CH0nKReGk_6-5-rgb_front,So be prepared for this even if you didn't have to with the rest of the base layer here.,Positive
0-I67scsfIE_1-5-rgb_front,I generally recommend being 2 to 3 inches wide.,Positive
0-I67scsfIE_2-5-rgb_front,Horizon lines don't look like this.,Negative
0-I67scsfIE_6-5-rgb_front,See like this nice rise and fall I'm getting?,Positive
0-I67scsfIE_7-5-rgb_front,And we're going to keep extending this throughout with gentle rises and falls.,Positive
0-I67scsfIE_8-5-rgb_front,"Alright, the drink we're about to make is called, Flaming Giraffe, that sounds sad, doesn't it, it's actually a very tasty shot.",Negative
0-I67scsfIE_9-5-rgb_front,"Alright, we're going to get something that can fit a double shot in it, so this glass will do here.",Positive
0-QttpoWp_8_0-5-rgb_front,"And we're going to measure out 2 ounces of Kahlua, and make sure you add the alcohols in this order, okay, there we go, 2 ounces of Kahlua, and one ounce of butterscotch schnapps, there we go, and the last thing you're going to do is add 1 ounce of 151 proof rum, there we go.",Positive
0-QttpoWp_8_1-5-rgb_front,"And now grab a match or a lighter, and some friends to watch, go ahead and set the drink on fire, the 151 should light pretty easily, and let it sit, enjoy the luster of the flames, blow it out, and take it down.",Positive
0-QttpoWp_8_4-5-rgb_front,"The neat thing about this is a lot of these adaptive and accessible points we've made today can also be set up for other programs, such as kayaking, or even white water rafting.",Positive
0-_hOoXzsWw_0-5-rgb_front,"A lot of this stuff just takes a little bit of patience and innovation, but for example, this adaptive paddle with just these good old bike tire grips can be used for white water rafting, to help somebody grip the paddle while rafting, or even the Chosen Valley seat, like I mentioned before",Positive
0-_hOoXzsWw_1-5-rgb_front,"We don't have a raft here with us today, but again, just use a little bit of innovation and some patience to help modify a way to adjust the seat to the a rack frame, and we've taken it",Positive
0-_hOoXzsWw_15-5-rgb_front,We are going to create a little grove and we're going to put a piece of dental floss on there.,Positive
0-_hOoXzsWw_5-5-rgb_front,Next we're going to create the little handle that sits on the top.,Positive
0-_hOoXzsWw_7-5-rgb_front,"Now that I've drawn the size of paper that I want to use, I like to get this paper just to where I can just work with this paper.",Positive
0-_hOoXzsWw_9-5-rgb_front,There's no rush when you're using this blade.,Negative
0-bR2rq-qps_17-5-rgb_front,"And one thing that it's good for is if you're, especially if you're using ink pens or markers, you've probably noticed when you do a line on a ruler that's flat to the paper, it smears.",Positive
0-bR2rq-qps_24-5-rgb_front,This drawing table actually has a cutting mat that I bought and put that on there to fit to size so it's like self healing.,Positive
0-bR2rq-qps_25-5-rgb_front,You can get that at your art store as well.,Positive
0-n5YbN2IZA_10-5-rgb_front,"You want to make sure that though in between when are using different tools and stuff, you are being careful not to get too much on everything else because it's a lot to clean up later.",Positive
0-n5YbN2IZA_12-5-rgb_front,"Ok get that piece up so I'm going for reinforcements with my, there it goes.",Positive
0-n5YbN2IZA_13-5-rgb_front,"Sometimes it gets a little stuck, always wipe the edge though of your exacto blade off, that blade is going to end up tending to be a blade that your not really going to be able to use for cutting much anymore, so you may want to have two of the tools available to you so that in case one of them, you want to just keep that open for cutting and the other one you can use for lifting the materials up when they get stuck.",Negative
0-n5YbN2IZA_6-5-rgb_front,"So you see this is a power movement, it is good to try to use heavy weights on this.",Positive
0-n5YbN2IZA_7-5-rgb_front,This will help in building some thickness in the chest.,Positive
0-vrO9sZ5ow_0-5-rgb_front,Sponges and the wire tool are tools you use every time you throw as well.,Positive
0-vrO9sZ5ow_1-5-rgb_front,"A wire tool is what removes your piece from the bat, or from the wheel, and without the wire tool there is no way to disconnect the clay that adheres to the surface when you're throwing it, from the surface.",Negative
0-vrO9sZ5ow_10-5-rgb_front,So this is my favorite choice of sponges.,Positive
0-vrO9sZ5ow_11-5-rgb_front,"So I use, I usually get probably one a month just because, you can see I've had this not too long and it's already starting to kind of warp and I like the new crisp ones.",Positive
0-vrO9sZ5ow_12-5-rgb_front,"They're very inexpensive, easy to get.",Positive
0-vrO9sZ5ow_2-5-rgb_front,Sponges are a real personal choice as well.,Positive
0-vrO9sZ5ow_3-5-rgb_front,You've got natural and synthetic.,Positive
0-vrO9sZ5ow_4-5-rgb_front,"I usually use pretty small ones unless I'm throwing something really large, and then sometimes I'll even use one, each one in each hand.",Positive
0-vrO9sZ5ow_6-5-rgb_front,"They seem to last a little better, but I really like the smoothness of the natural sponges, plus this angle I can get, sometimes I'll even cut my sponges actually just to get that edge that I need for certain shapes.",Positive
0-vrO9sZ5ow_7-5-rgb_front,This one I haven't cut and it fits perfectly in my hand.,Positive
0-wLoko5zNw_3-5-rgb_front,There are several reasons why it is so critical.,Negative
0-wLoko5zNw_4-5-rgb_front,"First and foremost, you want to allow a stager and your real estate agent enough of time to prepare your home before it goes on the market.",Positive
0-wLoko5zNw_6-5-rgb_front,"By working with a certified stager like K. Nicole Redesign, you can have a full service approach during one of the most stressful times in your life.",Negative
0-zewtxhuR8_5-5-rgb_front,Or else I think maybe people would like to see something that's more abstract and I just kinda just have fun with the glass and add other materials to it and so on.,Positive
0-zewtxhuR8_6-5-rgb_front,Other times I see pictures of something like I saw a picture of a Beatles on Abbey Road and I though boy that would be neat to do that in glass.,Positive
0-zewtxhuR8_7-5-rgb_front,"Or pictures of some horses I saw in the paper that were, they had their noses together, looked like they were kissing and I thought that was really sweet.",Positive
0-zewtxhuR8_8-5-rgb_front,Or else sometimes I see a picture of horse races like this in the paper.,Positive
001evy9D-mw_1-5-rgb_front,"And I think, boy that would be neat, how could I put that all together in a horse race?",Positive
001evy9D-mw_10-5-rgb_front,So one of the ways you can get ideas for doing a project like this is to maybe scan over some art books.,Positive
001evy9D-mw_6-5-rgb_front,This one a lot of times I'll leave the door open and then I'll hang a picture or I'll hang something on the door but then also you can shut it and when you shut it you see all the pieces without seeing just clear glass.,Negative
001evy9D-mw_9-5-rgb_front,"Glasses, clear glasses do not have any weight with them so if you put glass in your china cabinet you are not creating weight, you are not creating interest.",Negative
002pHlZGEQ8_0-5-rgb_front,"What I like to do with my China cabinets or the ones that have glass is I like to put solid colors interesting pieces, bigger pieces, in it to create interest and to give color.",Positive
002pHlZGEQ8_1-5-rgb_front,"I have a collection of McCoy and what I did on this one, you'll see that I can barely see it but there is an old mirror up here that reflects the yellow back into it and then what I did is I grouped like colors.",Positive
002pHlZGEQ8_12-5-rgb_front,I don't like to put a lot of little things in China cabinets.,Negative
002pHlZGEQ8_13-5-rgb_front,You can use a China cabinet as an organizational piece but just play with it and make it look interesting.,Positive
002pHlZGEQ8_14-5-rgb_front,Hi there I'm Melody Mooney and I'm going to share with you some tips on how to fold your clothes.,Positive
002pHlZGEQ8_16-5-rgb_front,"So, what I'm going to do is I'm going to put the front side flat down on my area with the sleeves lying flat out.",Negative
002pHlZGEQ8_20-5-rgb_front,"I'm going to fold in, take my collar, grab it, fold this into the center and fold it one time back towards the left, so it looks like that.",Positive
002pHlZGEQ8_9-5-rgb_front,"Fold this bottom up to the center, like so.",Positive
003D1CHLnQs_11-5-rgb_front,"Great, flat folded.",Positive
003D1CHLnQs_12-5-rgb_front,If you're traveling or you need to store them everything is neat and flat.,Positive
003D1CHLnQs_7-5-rgb_front,I want to make sure all the buttons are done up.,Positive
003D1CHLnQs_8-5-rgb_front,This is a good time to check and make sure the shirt indeed has all its buttons and this one does.,Positive
003D1CHLnQs_9-5-rgb_front,"Okay, I'm going to lay this exactly on here where we want it, and kind of hold on a little bit.",Positive
005j20-PoLw_0-5-rgb_front,"Oh, that's pretty good.",Positive
005j20-PoLw_2-5-rgb_front,Wow.,Positive
005j20-PoLw_3-5-rgb_front,That's nice.,Positive
005j20-PoLw_4-5-rgb_front,"Wow, I haven't had one work that easily ever, and that's in front of the camera.",Positive
005j20-PoLw_5-5-rgb_front,Nice.,Positive
005j20-PoLw_6_7-5-rgb_front,"Okay, we're going to show you what this looks like.",Positive
005j20-PoLw_9-5-rgb_front,"We flipped it, and now we can put the shelf back, like that.",Positive
006DXpJ9erw_3-5-rgb_front,"So, if that doesn't bother you, some of us are very sensitive to oils.",Positive
006DXpJ9erw_6-5-rgb_front,"So, look at how beautiful this is without any oil at all.",Positive
00Cal635Wno_11-5-rgb_front,"Okay, I'm giving my speech now.",Positive
00Cal635Wno_12-5-rgb_front,"Okay, I'm giving my speech with my note cards.",Positive
00Cal635Wno_3-5-rgb_front,"Another thing, you've got to remember to breathe like I talked about last time, or you'll be up here giving your speech and I'll be so focused on your papers that I won't listen to you.",Positive
00Cal635Wno_5-5-rgb_front,"And something else that's really important, and I see this a lot with note cards.",Positive
00Cal635Wno_6-5-rgb_front,"You drop your note cards, you lose your place, never ever apologize.",Negative
00Cal635Wno_7-5-rgb_front,"Never, ever in the middle of your speech tell me what a bad job you're doing or how bad I must think you are, or how sorry you are, because none of that's true.",Negative
00Cal635Wno_8-5-rgb_front,"Visualize success, remember.",Positive
00Cal635Wno_9-5-rgb_front,"All you have to say is, excuse me just a minute, and if you're funny you can make a joke.",Positive
00DKFksyVnQ_1-5-rgb_front,"Remember, only if you're funny.",Positive
00DKFksyVnQ_15-5-rgb_front,"Note cards are a great thing to use, and most people prefer small cards for note cards.",Positive
00DKFksyVnQ_16-5-rgb_front,But a lot of people like to work straight off a piece of paper off of their outline.,Positive
00DKFksyVnQ_17-5-rgb_front,"Now there's a few problems with note cards, and I want to warn you about them.",Negative
00DKFksyVnQ_4-5-rgb_front,I'm ready to go.,Positive
00DKFksyVnQ_5-5-rgb_front,And that would be problem two.,Negative
00DKFksyVnQ_6-5-rgb_front,"Now we're going to go over, the best time to exercise.",Positive
00DKFksyVnQ_7-5-rgb_front,"Now there's so many studies telling you different things about different times, about eating different meals and what's going to be best for different people.",Positive
00DKFksyVnQ_8-5-rgb_front,"I just want you to focus on you, what's good for you.",Positive
00Fc7cZX1gM_1-5-rgb_front,The peanut butter fudge pie is made with a cream cheese peanut butter filling and the peanut butter meringue pie is made with a peanut butter and pudding filling and topped with a nice meringue.,Positive
00Fc7cZX1gM_11-5-rgb_front,Let's get our ingredients together to make sure we have everything we need.,Positive
00Fc7cZX1gM_15_16-5-rgb_front,For the ganache layer we are going to use a ganache layer and a ganache topping we are using 8 ounces of the semi sweet chocolate and a 1/2 cup of cream.,Positive
00Fc7cZX1gM_18-5-rgb_front,At this point we're talking about securing the artwork to the thermographic paper.,Positive
00Fc7cZX1gM_21-5-rgb_front,The ball point pen is usually better because you can press harder and it gets a better transfer on the hand drawing of these stencils.,Positive
00Fc7cZX1gM_3-5-rgb_front,I'm going to press hard and I'm going to get the nice crisp detail.,Positive
00Fc7cZX1gM_5-5-rgb_front,"So at this point, I got gloves on, I've got the thermograph paper cut to size.",Negative
00Fc7cZX1gM_8-5-rgb_front,So I'm going to secure it to the paper here by doing this.,Positive
00T6xK82A7k_10-5-rgb_front,"And you know it's a very simple piece, but there's no room for error with this.",Negative
00T6xK82A7k_11-5-rgb_front,So what we do is we secure the artwork to here using surgical tape.,Positive
00T6xK82A7k_12-5-rgb_front,There is a difference between real goals and fake goals.,Negative
00T6xK82A7k_13-5-rgb_front,In order to come across as passionate about your platform you must have real goals.,Positive
00T6xK82A7k_16-5-rgb_front,I plan to help the children of this neighborhood who are experiencing neglect and poverty because I've been there myself.,Negative
00T6xK82A7k_18-5-rgb_front,Be confident about your goals and let them know that this is something that you want to do.,Positive
00T6xK82A7k_2-5-rgb_front,Be confident about your goals and state specifically how you plan to reach those goals.,Positive
00T6xK82A7k_5-5-rgb_front,"That puts a lot of pressure in the wrist, so spread it long, and let that energy radiate out through, radiate out through the fingertips, and then press into the floor like you're pushing the floor down with the fingertips.",Positive
00T6xK82A7k_7-5-rgb_front,That's a great way to do that.,Positive
